[1372, 849]
[section-title, [250.0, 66.0, 350.0, 30.0], shoonya_3sA6IN1J1QOGXA, 5710456]
[paragraph, [101.0, 131.0, 645.0, 18.0], shoonya_0sXGP8Y7G7EMRL, 5710456]
[paragraph, [101.0, 149.0, 645.0, 18.0], shoonya_0sXGP8Y7G7EMRL, 5710456]
[paragraph, [101.0, 167.0, 645.0, 18.0], shoonya_0sXGP8Y7G7EMRL, 5710456]
[paragraph, [101.0, 185.0, 645.0, 18.0], shoonya_0sXGP8Y7G7EMRL, 5710456]
[paragraph, [101.0, 203.0, 645.0, 18.0], shoonya_0sXGP8Y7G7EMRL, 5710456]
[paragraph, [101.0, 221.0, 645.0, 18.0], shoonya_0sXGP8Y7G7EMRL, 5710456]
[paragraph, [101.0, 239.0, 645.0, 18.0], shoonya_0sXGP8Y7G7EMRL, 5710456]
[paragraph, [97.0, 259.0, 649.0, 18.0], shoonya_1s8XNMX52VGQPI, 5710456]
[paragraph, [97.0, 277.0, 649.0, 18.0], shoonya_1s8XNMX52VGQPI, 5710456]
[paragraph, [97.0, 295.0, 649.0, 18.0], shoonya_1s8XNMX52VGQPI, 5710456]
[paragraph, [97.0, 313.0, 649.0, 18.0], shoonya_1s8XNMX52VGQPI, 5710456]
[paragraph, [97.0, 331.0, 649.0, 18.0], shoonya_1s8XNMX52VGQPI, 5710456]
[paragraph, [97.0, 349.0, 649.0, 18.0], shoonya_1s8XNMX52VGQPI, 5710456]
[paragraph, [97.0, 367.0, 649.0, 18.0], shoonya_1s8XNMX52VGQPI, 5710456]
[paragraph, [97.0, 385.0, 649.0, 18.0], shoonya_1s8XNMX52VGQPI, 5710456]
[paragraph, [97.0, 403.0, 649.0, 18.0], shoonya_1s8XNMX52VGQPI, 5710456]
[paragraph, [97.0, 421.0, 649.0, 18.0], shoonya_1s8XNMX52VGQPI, 5710456]
[paragraph, [97.0, 439.0, 649.0, 18.0], shoonya_1s8XNMX52VGQPI, 5710456]
[paragraph, [97.0, 457.0, 649.0, 18.0], shoonya_1s8XNMX52VGQPI, 5710456]
[paragraph, [97.0, 475.0, 649.0, 18.0], shoonya_1s8XNMX52VGQPI, 5710456]
[paragraph, [97.0, 493.0, 649.0, 18.0], shoonya_1s8XNMX52VGQPI, 5710456]
[paragraph, [97.0, 511.0, 649.0, 18.0], shoonya_1s8XNMX52VGQPI, 5710456]
[paragraph, [97.0, 529.0, 649.0, 18.0], shoonya_1s8XNMX52VGQPI, 5710456]
[paragraph, [71.0, 548.0, 703.0, 18.0], shoonya_5sUJB9H8YK71T2, 5710456]
