[2339, 1656]
[paragraph, [187.0, 205.0, 1281.0, 36.0], shoonya_0s9XNPCR62DK0J, 5730588]
[paragraph, [187.0, 241.0, 1281.0, 36.0], shoonya_0s9XNPCR62DK0J, 5730588]
[paragraph, [187.0, 277.0, 1281.0, 36.0], shoonya_0s9XNPCR62DK0J, 5730588]
[paragraph, [187.0, 313.0, 1281.0, 36.0], shoonya_0s9XNPCR62DK0J, 5730588]
[paragraph, [187.0, 349.0, 1281.0, 36.0], shoonya_0s9XNPCR62DK0J, 5730588]
[paragraph, [187.0, 385.0, 1281.0, 36.0], shoonya_0s9XNPCR62DK0J, 5730588]
[paragraph, [187.0, 421.0, 1281.0, 36.0], shoonya_0s9XNPCR62DK0J, 5730588]
[paragraph, [187.0, 457.0, 1281.0, 36.0], shoonya_0s9XNPCR62DK0J, 5730588]
[paragraph, [187.0, 493.0, 1281.0, 36.0], shoonya_0s9XNPCR62DK0J, 5730588]
[paragraph, [187.0, 529.0, 1281.0, 36.0], shoonya_0s9XNPCR62DK0J, 5730588]
[paragraph, [187.0, 565.0, 1281.0, 36.0], shoonya_0s9XNPCR62DK0J, 5730588]
[paragraph, [187.0, 601.0, 1281.0, 36.0], shoonya_0s9XNPCR62DK0J, 5730588]
[paragraph, [187.0, 637.0, 1281.0, 36.0], shoonya_0s9XNPCR62DK0J, 5730588]
[paragraph, [187.0, 673.0, 1281.0, 36.0], shoonya_0s9XNPCR62DK0J, 5730588]
[paragraph, [187.0, 709.0, 1281.0, 36.0], shoonya_0s9XNPCR62DK0J, 5730588]
[paragraph, [187.0, 745.0, 1281.0, 36.0], shoonya_0s9XNPCR62DK0J, 5730588]
[paragraph, [187.0, 781.0, 1281.0, 36.0], shoonya_0s9XNPCR62DK0J, 5730588]
[paragraph, [187.0, 817.0, 1281.0, 36.0], shoonya_0s9XNPCR62DK0J, 5730588]
[paragraph, [187.0, 853.0, 1281.0, 36.0], shoonya_0s9XNPCR62DK0J, 5730588]
[paragraph, [187.0, 889.0, 1281.0, 36.0], shoonya_0s9XNPCR62DK0J, 5730588]
[paragraph, [187.0, 925.0, 1281.0, 36.0], shoonya_0s9XNPCR62DK0J, 5730588]
[paragraph, [187.0, 961.0, 1281.0, 36.0], shoonya_0s9XNPCR62DK0J, 5730588]
[paragraph, [187.0, 997.0, 1281.0, 36.0], shoonya_0s9XNPCR62DK0J, 5730588]
[paragraph, [187.0, 1033.0, 1281.0, 36.0], shoonya_0s9XNPCR62DK0J, 5730588]
[paragraph, [185.0, 1093.0, 1282.0, 36.0], shoonya_1sHRZ59TCG1FMJ, 5730588]
[paragraph, [185.0, 1129.0, 1282.0, 36.0], shoonya_1sHRZ59TCG1FMJ, 5730588]
[paragraph, [185.0, 1165.0, 1282.0, 36.0], shoonya_1sHRZ59TCG1FMJ, 5730588]
[paragraph, [185.0, 1201.0, 1282.0, 36.0], shoonya_1sHRZ59TCG1FMJ, 5730588]
[paragraph, [185.0, 1237.0, 1282.0, 36.0], shoonya_1sHRZ59TCG1FMJ, 5730588]
[paragraph, [185.0, 1273.0, 1282.0, 36.0], shoonya_1sHRZ59TCG1FMJ, 5730588]
[paragraph, [185.0, 1309.0, 1282.0, 36.0], shoonya_1sHRZ59TCG1FMJ, 5730588]
[paragraph, [185.0, 1345.0, 1282.0, 36.0], shoonya_1sHRZ59TCG1FMJ, 5730588]
[paragraph, [185.0, 1381.0, 1282.0, 36.0], shoonya_1sHRZ59TCG1FMJ, 5730588]
[paragraph, [185.0, 1417.0, 1282.0, 36.0], shoonya_1sHRZ59TCG1FMJ, 5730588]
[paragraph, [185.0, 1453.0, 1282.0, 36.0], shoonya_1sHRZ59TCG1FMJ, 5730588]
[paragraph, [185.0, 1489.0, 1282.0, 36.0], shoonya_1sHRZ59TCG1FMJ, 5730588]
[paragraph, [185.0, 1525.0, 1282.0, 36.0], shoonya_1sHRZ59TCG1FMJ, 5730588]
[paragraph, [185.0, 1561.0, 1282.0, 36.0], shoonya_1sHRZ59TCG1FMJ, 5730588]
[paragraph, [185.0, 1597.0, 1282.0, 36.0], shoonya_1sHRZ59TCG1FMJ, 5730588]
[paragraph, [185.0, 1633.0, 1282.0, 36.0], shoonya_1sHRZ59TCG1FMJ, 5730588]
[paragraph, [185.0, 1669.0, 1282.0, 36.0], shoonya_1sHRZ59TCG1FMJ, 5730588]
[paragraph, [185.0, 1705.0, 1282.0, 36.0], shoonya_1sHRZ59TCG1FMJ, 5730588]
[paragraph, [185.0, 1741.0, 1282.0, 36.0], shoonya_1sHRZ59TCG1FMJ, 5730588]
[paragraph, [185.0, 1777.0, 1282.0, 36.0], shoonya_1sHRZ59TCG1FMJ, 5730588]
[paragraph, [185.0, 1813.0, 1282.0, 36.0], shoonya_1sHRZ59TCG1FMJ, 5730588]
[paragraph, [185.0, 1849.0, 1282.0, 36.0], shoonya_1sHRZ59TCG1FMJ, 5730588]
[paragraph, [185.0, 1885.0, 1282.0, 36.0], shoonya_1sHRZ59TCG1FMJ, 5730588]
[paragraph, [185.0, 1921.0, 1282.0, 36.0], shoonya_1sHRZ59TCG1FMJ, 5730588]
[paragraph, [185.0, 1957.0, 1282.0, 36.0], shoonya_1sHRZ59TCG1FMJ, 5730588]
[paragraph, [185.0, 1993.0, 1282.0, 36.0], shoonya_1sHRZ59TCG1FMJ, 5730588]
[paragraph, [185.0, 2029.0, 1282.0, 36.0], shoonya_1sHRZ59TCG1FMJ, 5730588]
[paragraph, [185.0, 2065.0, 1282.0, 36.0], shoonya_1sHRZ59TCG1FMJ, 5730588]
[paragraph, [185.0, 2101.0, 1282.0, 36.0], shoonya_1sHRZ59TCG1FMJ, 5730588]
