[2200, 1700]
[paragraph, [279.0, 74.0, 1083.0, 36.0], shoonya_1sHH7V0VY8UQB8, 5731047]
[paragraph, [279.0, 110.0, 1083.0, 36.0], shoonya_1sHH7V0VY8UQB8, 5731047]
[paragraph, [279.0, 146.0, 1083.0, 36.0], shoonya_1sHH7V0VY8UQB8, 5731047]
[paragraph, [279.0, 182.0, 1083.0, 36.0], shoonya_1sHH7V0VY8UQB8, 5731047]
[paragraph, [279.0, 218.0, 1083.0, 36.0], shoonya_1sHH7V0VY8UQB8, 5731047]
[paragraph, [279.0, 254.0, 1083.0, 36.0], shoonya_1sHH7V0VY8UQB8, 5731047]
[paragraph, [279.0, 290.0, 1083.0, 36.0], shoonya_1sHH7V0VY8UQB8, 5731047]
[paragraph, [279.0, 326.0, 1083.0, 36.0], shoonya_1sHH7V0VY8UQB8, 5731047]
[paragraph, [279.0, 362.0, 1083.0, 36.0], shoonya_1sHH7V0VY8UQB8, 5731047]
[paragraph, [279.0, 398.0, 1083.0, 36.0], shoonya_1sHH7V0VY8UQB8, 5731047]
[paragraph, [279.0, 434.0, 1083.0, 36.0], shoonya_1sHH7V0VY8UQB8, 5731047]
[paragraph, [279.0, 470.0, 1083.0, 36.0], shoonya_1sHH7V0VY8UQB8, 5731047]
[paragraph, [279.0, 506.0, 1083.0, 36.0], shoonya_1sHH7V0VY8UQB8, 5731047]
[paragraph, [279.0, 542.0, 1083.0, 36.0], shoonya_1sHH7V0VY8UQB8, 5731047]
[paragraph, [279.0, 578.0, 1083.0, 36.0], shoonya_1sHH7V0VY8UQB8, 5731047]
[paragraph, [279.0, 614.0, 1083.0, 36.0], shoonya_1sHH7V0VY8UQB8, 5731047]
[paragraph, [279.0, 650.0, 1083.0, 36.0], shoonya_1sHH7V0VY8UQB8, 5731047]
[paragraph, [279.0, 686.0, 1083.0, 36.0], shoonya_1sHH7V0VY8UQB8, 5731047]
[paragraph, [279.0, 722.0, 1083.0, 36.0], shoonya_1sHH7V0VY8UQB8, 5731047]
[paragraph, [279.0, 758.0, 1083.0, 36.0], shoonya_1sHH7V0VY8UQB8, 5731047]
[paragraph, [259.0, 819.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 855.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 891.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 927.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 963.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 999.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 1035.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 1071.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 1107.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 1143.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 1179.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 1215.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 1251.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 1287.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 1323.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 1359.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 1395.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 1431.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 1467.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 1503.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 1539.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 1575.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 1611.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 1647.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 1683.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 1719.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 1755.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 1791.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 1827.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 1863.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[paragraph, [259.0, 1899.0, 1103.0, 36.0], shoonya_0sCJCW01EIGT1C, 5731047]
[folio, [265.0, 2030.0, 356.0, 36.0], 8_6vuU-TZ1, 5731047]
