[922, 2529]
[section-title, [94.0, 68.0, 694.0, 30.0], j450J5DoQ7, 5725889]
[sub-section-title, [1732.0, 75.0, 360.0, 25.5], Pf45FB1DRW, 5725889]
[paragraph, [66.0, 110.0, 739.0, 18.0], tzQt3Jjrte, 5725889]
[paragraph, [66.0, 128.0, 739.0, 18.0], tzQt3Jjrte, 5725889]
[paragraph, [66.0, 146.0, 739.0, 18.0], tzQt3Jjrte, 5725889]
[paragraph, [66.0, 164.0, 739.0, 18.0], tzQt3Jjrte, 5725889]
[paragraph, [66.0, 182.0, 739.0, 18.0], tzQt3Jjrte, 5725889]
[paragraph, [66.0, 200.0, 739.0, 18.0], tzQt3Jjrte, 5725889]
[paragraph, [66.0, 218.0, 739.0, 18.0], tzQt3Jjrte, 5725889]
[paragraph, [66.0, 236.0, 739.0, 18.0], tzQt3Jjrte, 5725889]
[paragraph, [66.0, 254.0, 739.0, 18.0], tzQt3Jjrte, 5725889]
[paragraph, [1728.0, 120.0, 722.0, 18.0], shoonya_9sICUZPR86Z1VC, 5725889]
[paragraph, [1728.0, 138.0, 722.0, 18.0], shoonya_9sICUZPR86Z1VC, 5725889]
[paragraph, [1728.0, 156.0, 722.0, 18.0], shoonya_9sICUZPR86Z1VC, 5725889]
[paragraph, [1728.0, 174.0, 722.0, 18.0], shoonya_9sICUZPR86Z1VC, 5725889]
[paragraph, [1728.0, 192.0, 722.0, 18.0], shoonya_9sICUZPR86Z1VC, 5725889]
[paragraph, [1728.0, 210.0, 722.0, 18.0], shoonya_9sICUZPR86Z1VC, 5725889]
[paragraph, [1728.0, 228.0, 722.0, 18.0], shoonya_9sICUZPR86Z1VC, 5725889]
[paragraph, [1728.0, 246.0, 722.0, 18.0], shoonya_9sICUZPR86Z1VC, 5725889]
[paragraph, [1728.0, 264.0, 722.0, 18.0], shoonya_9sICUZPR86Z1VC, 5725889]
[section-title, [496.0, 300.0, 297.0, 30.0], shoonya_10sTR1N3HSHHBA, 5725889]
[sub-section-title, [501.0, 362.0, 284.0, 25.5], shoonya_11sUHBSJ9TF8Q5, 5725889]
[sub-section-title, [1324.0, 382.0, 237.0, 25.5], LPiQ4ySiKx, 5725889]
