[1492, 1000]
[folio, [417.0, 156.0, 206.0, 18.0], shoonya_2sBI4FDZFYK3TQ, 5720441]
[paragraph, [152.0, 208.0, 733.0, 18.0], shoonya_0sXSY4JLSL19QZ, 5720441]
[paragraph, [152.0, 226.0, 733.0, 18.0], shoonya_0sXSY4JLSL19QZ, 5720441]
[paragraph, [152.0, 244.0, 733.0, 18.0], shoonya_0sXSY4JLSL19QZ, 5720441]
[paragraph, [152.0, 262.0, 733.0, 18.0], shoonya_0sXSY4JLSL19QZ, 5720441]
[paragraph, [152.0, 280.0, 733.0, 18.0], shoonya_0sXSY4JLSL19QZ, 5720441]
[paragraph, [152.0, 298.0, 733.0, 18.0], shoonya_0sXSY4JLSL19QZ, 5720441]
[paragraph, [152.0, 316.0, 733.0, 18.0], shoonya_0sXSY4JLSL19QZ, 5720441]
[paragraph, [152.0, 334.0, 733.0, 18.0], shoonya_0sXSY4JLSL19QZ, 5720441]
[paragraph, [152.0, 352.0, 733.0, 18.0], shoonya_0sXSY4JLSL19QZ, 5720441]
[paragraph, [152.0, 370.0, 733.0, 18.0], shoonya_0sXSY4JLSL19QZ, 5720441]
[paragraph, [152.0, 388.0, 733.0, 18.0], shoonya_0sXSY4JLSL19QZ, 5720441]
[paragraph, [152.0, 406.0, 733.0, 18.0], shoonya_0sXSY4JLSL19QZ, 5720441]
[paragraph, [152.0, 424.0, 733.0, 18.0], shoonya_0sXSY4JLSL19QZ, 5720441]
[paragraph, [152.0, 442.0, 733.0, 18.0], shoonya_0sXSY4JLSL19QZ, 5720441]
[paragraph, [152.0, 460.0, 733.0, 18.0], shoonya_0sXSY4JLSL19QZ, 5720441]
[paragraph, [152.0, 478.0, 733.0, 18.0], shoonya_0sXSY4JLSL19QZ, 5720441]
[paragraph, [152.0, 496.0, 733.0, 18.0], shoonya_0sXSY4JLSL19QZ, 5720441]
[paragraph, [152.0, 514.0, 733.0, 18.0], shoonya_0sXSY4JLSL19QZ, 5720441]
[paragraph, [152.0, 532.0, 733.0, 18.0], shoonya_0sXSY4JLSL19QZ, 5720441]
[paragraph, [152.0, 550.0, 733.0, 18.0], shoonya_0sXSY4JLSL19QZ, 5720441]
[paragraph, [152.0, 568.0, 733.0, 18.0], shoonya_0sXSY4JLSL19QZ, 5720441]
[paragraph, [152.0, 586.0, 733.0, 18.0], shoonya_0sXSY4JLSL19QZ, 5720441]
[paragraph, [152.0, 604.0, 733.0, 18.0], shoonya_0sXSY4JLSL19QZ, 5720441]
[paragraph, [152.0, 622.0, 733.0, 18.0], shoonya_0sXSY4JLSL19QZ, 5720441]
[paragraph, [152.0, 640.0, 733.0, 18.0], shoonya_0sXSY4JLSL19QZ, 5720441]
[paragraph, [152.0, 658.0, 733.0, 18.0], shoonya_0sXSY4JLSL19QZ, 5720441]
[paragraph, [151.0, 681.0, 737.0, 18.0], hvHzLEm07q, 5720441]
[paragraph, [151.0, 699.0, 737.0, 18.0], hvHzLEm07q, 5720441]
[paragraph, [151.0, 717.0, 737.0, 18.0], hvHzLEm07q, 5720441]
[paragraph, [151.0, 735.0, 737.0, 18.0], hvHzLEm07q, 5720441]
[paragraph, [151.0, 753.0, 737.0, 18.0], hvHzLEm07q, 5720441]
[paragraph, [151.0, 771.0, 737.0, 18.0], hvHzLEm07q, 5720441]
[paragraph, [151.0, 789.0, 737.0, 18.0], hvHzLEm07q, 5720441]
[paragraph, [151.0, 807.0, 737.0, 18.0], hvHzLEm07q, 5720441]
[paragraph, [151.0, 825.0, 737.0, 18.0], hvHzLEm07q, 5720441]
[paragraph, [151.0, 843.0, 737.0, 18.0], hvHzLEm07q, 5720441]
[paragraph, [151.0, 861.0, 737.0, 18.0], hvHzLEm07q, 5720441]
[paragraph, [151.0, 879.0, 737.0, 18.0], hvHzLEm07q, 5720441]
[paragraph, [151.0, 897.0, 737.0, 18.0], hvHzLEm07q, 5720441]
[paragraph, [151.0, 915.0, 737.0, 18.0], hvHzLEm07q, 5720441]
[paragraph, [151.0, 933.0, 737.0, 18.0], hvHzLEm07q, 5720441]
[paragraph, [151.0, 951.0, 737.0, 18.0], hvHzLEm07q, 5720441]
[paragraph, [151.0, 969.0, 737.0, 18.0], hvHzLEm07q, 5720441]
[paragraph, [151.0, 987.0, 737.0, 18.0], hvHzLEm07q, 5720441]
[paragraph, [151.0, 1005.0, 737.0, 18.0], hvHzLEm07q, 5720441]
[paragraph, [156.0, 1036.0, 728.0, 18.0], sfQslBwmBw, 5720441]
[paragraph, [156.0, 1054.0, 728.0, 18.0], sfQslBwmBw, 5720441]
[paragraph, [156.0, 1072.0, 728.0, 18.0], sfQslBwmBw, 5720441]
[paragraph, [156.0, 1090.0, 728.0, 18.0], sfQslBwmBw, 5720441]
[paragraph, [156.0, 1108.0, 728.0, 18.0], sfQslBwmBw, 5720441]
[paragraph, [156.0, 1126.0, 728.0, 18.0], sfQslBwmBw, 5720441]
[paragraph, [156.0, 1144.0, 728.0, 18.0], sfQslBwmBw, 5720441]
[paragraph, [156.0, 1162.0, 728.0, 18.0], sfQslBwmBw, 5720441]
[paragraph, [156.0, 1180.0, 728.0, 18.0], sfQslBwmBw, 5720441]
[paragraph, [156.0, 1198.0, 728.0, 18.0], sfQslBwmBw, 5720441]
[paragraph, [156.0, 1216.0, 728.0, 18.0], sfQslBwmBw, 5720441]
[paragraph, [157.0, 1235.0, 726.0, 18.0], aofe8hQ1LB, 5720441]
[paragraph, [157.0, 1253.0, 726.0, 18.0], aofe8hQ1LB, 5720441]
[paragraph, [157.0, 1271.0, 726.0, 18.0], aofe8hQ1LB, 5720441]
[paragraph, [157.0, 1289.0, 726.0, 18.0], aofe8hQ1LB, 5720441]
