[872, 605]
[section-title, [260.0, 30.0, 76.0, 30.0], mA_Y8BE3j_, 6456846]
[folio, [34.0, 36.0, 79.0, 18.0], shoonya_3s4073OKDTVCPG, 6456846]
[paragraph, [37.0, 72.0, 261.0, 18.0], shoonya_0sJAJYXJEPS23G, 6456846]
[paragraph, [305.0, 72.0, 258.0, 18.0], i9D10SkA5X, 6456846]
[paragraph, [37.0, 95.0, 261.0, 18.0], y4kDCF25b5, 6456846]
[paragraph, [37.0, 113.0, 261.0, 18.0], y4kDCF25b5, 6456846]
[paragraph, [37.0, 131.0, 261.0, 18.0], y4kDCF25b5, 6456846]
[paragraph, [37.0, 149.0, 261.0, 18.0], y4kDCF25b5, 6456846]
[paragraph, [37.0, 167.0, 261.0, 18.0], y4kDCF25b5, 6456846]
[paragraph, [37.0, 185.0, 261.0, 18.0], y4kDCF25b5, 6456846]
[paragraph, [37.0, 203.0, 261.0, 18.0], y4kDCF25b5, 6456846]
[paragraph, [37.0, 221.0, 261.0, 18.0], y4kDCF25b5, 6456846]
[paragraph, [303.0, 96.0, 260.0, 18.0], shoonya_4s5H39PHUEQS2C, 6456846]
[paragraph, [303.0, 114.0, 260.0, 18.0], shoonya_4s5H39PHUEQS2C, 6456846]
[paragraph, [304.0, 134.0, 257.0, 18.0], TWgvNyF66d, 6456846]
[paragraph, [304.0, 152.0, 257.0, 18.0], TWgvNyF66d, 6456846]
[paragraph, [304.0, 170.0, 257.0, 18.0], TWgvNyF66d, 6456846]
[paragraph, [304.0, 188.0, 257.0, 18.0], TWgvNyF66d, 6456846]
[paragraph, [304.0, 206.0, 257.0, 18.0], TWgvNyF66d, 6456846]
[paragraph, [304.0, 224.0, 257.0, 18.0], TWgvNyF66d, 6456846]
[paragraph, [38.0, 253.0, 265.0, 18.0], D16uzz3-iR, 6456846]
[paragraph, [38.0, 271.0, 265.0, 18.0], D16uzz3-iR, 6456846]
[paragraph, [306.0, 259.0, 254.0, 18.0], a5B9K_MMfa, 6456846]
[paragraph, [300.0, 279.0, 56.0, 18.0], pvIMgf_FFk, 6456846]
[paragraph, [30.0, 292.0, 258.0, 18.0], Nw5XQ6VNI8, 6456846]
[paragraph, [301.0, 302.0, 260.0, 18.0], R-x84bnEq1, 6456846]
[paragraph, [301.0, 320.0, 260.0, 18.0], R-x84bnEq1, 6456846]
[paragraph, [39.0, 312.0, 242.0, 18.0], 9uh7uUj7nk, 6456846]
[paragraph, [39.0, 333.0, 261.0, 18.0], 2LoVnEa9H6, 6456846]
[paragraph, [39.0, 351.0, 261.0, 18.0], 2LoVnEa9H6, 6456846]
[paragraph, [39.0, 369.0, 261.0, 18.0], 2LoVnEa9H6, 6456846]
[paragraph, [39.0, 387.0, 261.0, 18.0], 2LoVnEa9H6, 6456846]
[paragraph, [39.0, 405.0, 261.0, 18.0], 2LoVnEa9H6, 6456846]
[paragraph, [39.0, 423.0, 261.0, 18.0], 2LoVnEa9H6, 6456846]
[paragraph, [39.0, 441.0, 261.0, 18.0], 2LoVnEa9H6, 6456846]
[paragraph, [303.0, 342.0, 259.0, 18.0], QN96cv3nUP, 6456846]
[paragraph, [303.0, 360.0, 259.0, 18.0], QN96cv3nUP, 6456846]
[paragraph, [303.0, 378.0, 259.0, 18.0], QN96cv3nUP, 6456846]
[paragraph, [303.0, 396.0, 259.0, 18.0], QN96cv3nUP, 6456846]
[paragraph, [303.0, 414.0, 259.0, 18.0], QN96cv3nUP, 6456846]
[paragraph, [303.0, 432.0, 259.0, 18.0], QN96cv3nUP, 6456846]
[paragraph, [303.0, 450.0, 259.0, 18.0], QN96cv3nUP, 6456846]
[paragraph, [303.0, 468.0, 259.0, 18.0], QN96cv3nUP, 6456846]
[paragraph, [303.0, 486.0, 259.0, 18.0], QN96cv3nUP, 6456846]
[paragraph, [303.0, 504.0, 259.0, 18.0], QN96cv3nUP, 6456846]
[paragraph, [303.0, 522.0, 259.0, 18.0], QN96cv3nUP, 6456846]
[paragraph, [303.0, 540.0, 259.0, 18.0], QN96cv3nUP, 6456846]
[paragraph, [303.0, 558.0, 259.0, 18.0], QN96cv3nUP, 6456846]
[paragraph, [38.0, 496.0, 246.0, 18.0], CBlwXRYxVV, 6456846]
[paragraph, [38.0, 516.0, 261.0, 18.0], xzADG59f0B, 6456846]
[paragraph, [38.0, 534.0, 261.0, 18.0], xzADG59f0B, 6456846]
[paragraph, [38.0, 552.0, 261.0, 18.0], xzADG59f0B, 6456846]
[paragraph, [38.0, 570.0, 261.0, 18.0], xzADG59f0B, 6456846]
[paragraph, [304.0, 588.0, 226.0, 18.0], 8vmoNwhrx-, 6456846]
[paragraph, [50.0, 592.0, 182.0, 18.0], 49mgLnmM_Q, 6456846]
[paragraph, [35.0, 610.0, 230.0, 18.0], CMfeJjgq0b, 6456846]
[paragraph, [299.0, 610.0, 262.0, 18.0], _E9uz_4Y6N, 6456846]
[paragraph, [299.0, 628.0, 262.0, 18.0], _E9uz_4Y6N, 6456846]
[paragraph, [299.0, 646.0, 262.0, 18.0], _E9uz_4Y6N, 6456846]
[paragraph, [32.0, 633.0, 266.0, 18.0], KDe4v2SAn4, 6456846]
[paragraph, [32.0, 651.0, 266.0, 18.0], KDe4v2SAn4, 6456846]
[paragraph, [32.0, 669.0, 266.0, 18.0], KDe4v2SAn4, 6456846]
[paragraph, [32.0, 687.0, 266.0, 18.0], KDe4v2SAn4, 6456846]
[paragraph, [32.0, 705.0, 266.0, 18.0], KDe4v2SAn4, 6456846]
[paragraph, [304.0, 669.0, 240.0, 18.0], FyGOKZKrr9, 6456846]
[reference, [304.0, 696.0, 260.0, 18.0], qHXhxpBVtA, 6456846]
[reference, [304.0, 714.0, 260.0, 18.0], qHXhxpBVtA, 6456846]
[reference, [304.0, 732.0, 260.0, 18.0], qHXhxpBVtA, 6456846]
