[2180, 1639]
[section-title, [1325.0, 118.0, 313.0, 52.5], qayAJ4k3iT, 5654185]
[section-title, [1325.0, 170.5, 313.0, 52.5], qayAJ4k3iT, 5654185]
[headline, [544.0, 296.0, 542.0, 67.5], jyB7fM07Ae, 5654185]
[headline, [544.0, 363.5, 542.0, 67.5], jyB7fM07Ae, 5654185]
[author, [700.0, 462.0, 260.0, 36.0], shoonya_7sM6KTCLWTDFVC, 5654185]
[sidebar, [836.0, 579.0, 763.0, 36.0], bp71ko2y7r, 5654185]
[sidebar, [836.0, 615.0, 763.0, 36.0], bp71ko2y7r, 5654185]
[sidebar, [836.0, 651.0, 763.0, 36.0], bp71ko2y7r, 5654185]
[sidebar, [836.0, 687.0, 763.0, 36.0], bp71ko2y7r, 5654185]
[sidebar, [836.0, 723.0, 763.0, 36.0], bp71ko2y7r, 5654185]
[sidebar, [836.0, 759.0, 763.0, 36.0], bp71ko2y7r, 5654185]
[sidebar, [836.0, 795.0, 763.0, 36.0], bp71ko2y7r, 5654185]
[sidebar, [836.0, 831.0, 763.0, 36.0], bp71ko2y7r, 5654185]
[paragraph, [57.0, 590.0, 761.0, 36.0], shoonya_4sHYY0KMZY2CVI, 5654185]
[paragraph, [57.0, 626.0, 761.0, 36.0], shoonya_4sHYY0KMZY2CVI, 5654185]
[paragraph, [57.0, 662.0, 761.0, 36.0], shoonya_4sHYY0KMZY2CVI, 5654185]
[paragraph, [57.0, 698.0, 761.0, 36.0], shoonya_4sHYY0KMZY2CVI, 5654185]
[paragraph, [57.0, 734.0, 761.0, 36.0], shoonya_4sHYY0KMZY2CVI, 5654185]
[paragraph, [57.0, 770.0, 761.0, 36.0], shoonya_4sHYY0KMZY2CVI, 5654185]
[paragraph, [57.0, 806.0, 761.0, 36.0], shoonya_4sHYY0KMZY2CVI, 5654185]
[paragraph, [57.0, 842.0, 761.0, 36.0], shoonya_4sHYY0KMZY2CVI, 5654185]
[paragraph, [57.0, 878.0, 761.0, 36.0], shoonya_4sHYY0KMZY2CVI, 5654185]
[paragraph, [57.0, 914.0, 761.0, 36.0], shoonya_4sHYY0KMZY2CVI, 5654185]
[figure-caption, [1074.0, 598.0, 506.0, 36.0], shoonya_3s06S4V0VLG8VC, 5654185]
[figure-caption, [1074.0, 634.0, 506.0, 36.0], shoonya_3s06S4V0VLG8VC, 5654185]
[figure-caption, [1074.0, 670.0, 506.0, 36.0], shoonya_3s06S4V0VLG8VC, 5654185]
[figure-caption, [1074.0, 706.0, 506.0, 36.0], shoonya_3s06S4V0VLG8VC, 5654185]
[figure-caption, [1074.0, 742.0, 506.0, 36.0], shoonya_3s06S4V0VLG8VC, 5654185]
[figure-caption, [1074.0, 778.0, 506.0, 36.0], shoonya_3s06S4V0VLG8VC, 5654185]
[figure-caption, [1074.0, 814.0, 506.0, 36.0], shoonya_3s06S4V0VLG8VC, 5654185]
[paragraph, [853.0, 886.0, 746.0, 36.0], shoonya_0sHQ9JWNUYR9MN, 5654185]
[paragraph, [853.0, 922.0, 746.0, 36.0], shoonya_0sHQ9JWNUYR9MN, 5654185]
[paragraph, [853.0, 958.0, 746.0, 36.0], shoonya_0sHQ9JWNUYR9MN, 5654185]
[paragraph, [853.0, 994.0, 746.0, 36.0], shoonya_0sHQ9JWNUYR9MN, 5654185]
[paragraph, [853.0, 1030.0, 746.0, 36.0], shoonya_0sHQ9JWNUYR9MN, 5654185]
[paragraph, [853.0, 1066.0, 746.0, 36.0], shoonya_0sHQ9JWNUYR9MN, 5654185]
[paragraph, [853.0, 1102.0, 746.0, 36.0], shoonya_0sHQ9JWNUYR9MN, 5654185]
