[1987, 1270]
[chapter-title, [532.0, 360.0, 198.0, 58.5], shoonya_0s4U8PDYT8JCDL, 5682163]
[paragraph, [122.0, 509.0, 1026.0, 36.0], shoonya_2sIKBTEVJV8M7U, 5682163]
[paragraph, [122.0, 545.0, 1026.0, 36.0], shoonya_2sIKBTEVJV8M7U, 5682163]
[paragraph, [122.0, 581.0, 1026.0, 36.0], shoonya_2sIKBTEVJV8M7U, 5682163]
[paragraph, [122.0, 617.0, 1026.0, 36.0], shoonya_2sIKBTEVJV8M7U, 5682163]
[paragraph, [122.0, 653.0, 1026.0, 36.0], shoonya_2sIKBTEVJV8M7U, 5682163]
[paragraph, [122.0, 689.0, 1026.0, 36.0], shoonya_2sIKBTEVJV8M7U, 5682163]
[paragraph, [122.0, 725.0, 1026.0, 36.0], shoonya_2sIKBTEVJV8M7U, 5682163]
[paragraph, [122.0, 761.0, 1026.0, 36.0], shoonya_2sIKBTEVJV8M7U, 5682163]
[paragraph, [122.0, 797.0, 1026.0, 36.0], shoonya_2sIKBTEVJV8M7U, 5682163]
[paragraph, [122.0, 833.0, 1026.0, 36.0], shoonya_2sIKBTEVJV8M7U, 5682163]
[paragraph, [122.0, 869.0, 1026.0, 36.0], shoonya_2sIKBTEVJV8M7U, 5682163]
[paragraph, [122.0, 905.0, 1026.0, 36.0], shoonya_2sIKBTEVJV8M7U, 5682163]
[paragraph, [122.0, 941.0, 1026.0, 36.0], shoonya_2sIKBTEVJV8M7U, 5682163]
[paragraph, [122.0, 977.0, 1026.0, 36.0], shoonya_2sIKBTEVJV8M7U, 5682163]
[paragraph, [122.0, 1013.0, 1026.0, 36.0], shoonya_2sIKBTEVJV8M7U, 5682163]
[paragraph, [122.0, 1049.0, 1026.0, 36.0], shoonya_2sIKBTEVJV8M7U, 5682163]
[paragraph, [122.0, 1085.0, 1026.0, 36.0], shoonya_2sIKBTEVJV8M7U, 5682163]
[paragraph, [122.0, 1121.0, 1026.0, 36.0], shoonya_2sIKBTEVJV8M7U, 5682163]
[paragraph, [122.0, 1157.0, 1026.0, 36.0], shoonya_2sIKBTEVJV8M7U, 5682163]
[paragraph, [126.0, 1204.0, 1019.0, 36.0], shoonya_3s2YW6EXBJLEKP, 5682163]
[paragraph, [126.0, 1240.0, 1019.0, 36.0], shoonya_3s2YW6EXBJLEKP, 5682163]
[paragraph, [126.0, 1276.0, 1019.0, 36.0], shoonya_3s2YW6EXBJLEKP, 5682163]
[paragraph, [126.0, 1312.0, 1019.0, 36.0], shoonya_3s2YW6EXBJLEKP, 5682163]
[paragraph, [126.0, 1348.0, 1019.0, 36.0], shoonya_3s2YW6EXBJLEKP, 5682163]
[paragraph, [177.0, 1417.0, 515.0, 36.0], shoonya_4s50F1BWAVB09V, 5682163]
[paragraph, [129.0, 1469.0, 1011.0, 36.0], shoonya_5sUOGKFR6Z3QYG, 5682163]
[paragraph, [129.0, 1505.0, 1011.0, 36.0], shoonya_5sUOGKFR6Z3QYG, 5682163]
[paragraph, [169.0, 1575.0, 490.0, 36.0], shoonya_6sIO12ZW7KCFON, 5682163]
[paragraph, [174.0, 1628.0, 120.0, 36.0], ehakuMHHQY, 5682163]
[paragraph, [126.0, 1675.0, 1020.0, 36.0], EhgDoMyBd5, 5682163]
[paragraph, [126.0, 1711.0, 1020.0, 36.0], EhgDoMyBd5, 5682163]
[paragraph, [126.0, 1747.0, 1020.0, 36.0], EhgDoMyBd5, 5682163]
[paragraph, [126.0, 1783.0, 1020.0, 36.0], EhgDoMyBd5, 5682163]
