[2339, 1654]
[paragraph, [302.0, 184.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 220.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 256.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 292.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 328.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 364.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 400.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 436.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 472.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 508.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 544.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 580.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 616.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 652.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 688.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 724.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 760.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 796.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 832.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 868.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 904.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 940.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 976.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 1012.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 1048.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 1084.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 1120.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 1156.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 1192.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 1228.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 1264.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 1300.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 1336.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [302.0, 1372.0, 1165.0, 36.0], shoonya_0sKROLMB5ES70Y, 5753700]
[paragraph, [295.0, 1434.0, 1180.0, 36.0], shoonya_1s00TPJH7N2RU4, 5753700]
[paragraph, [295.0, 1470.0, 1180.0, 36.0], shoonya_1s00TPJH7N2RU4, 5753700]
[paragraph, [295.0, 1506.0, 1180.0, 36.0], shoonya_1s00TPJH7N2RU4, 5753700]
[paragraph, [295.0, 1542.0, 1180.0, 36.0], shoonya_1s00TPJH7N2RU4, 5753700]
[paragraph, [295.0, 1578.0, 1180.0, 36.0], shoonya_1s00TPJH7N2RU4, 5753700]
[paragraph, [295.0, 1614.0, 1180.0, 36.0], shoonya_1s00TPJH7N2RU4, 5753700]
[paragraph, [295.0, 1650.0, 1180.0, 36.0], shoonya_1s00TPJH7N2RU4, 5753700]
[paragraph, [295.0, 1686.0, 1180.0, 36.0], shoonya_1s00TPJH7N2RU4, 5753700]
[paragraph, [295.0, 1722.0, 1180.0, 36.0], shoonya_1s00TPJH7N2RU4, 5753700]
[paragraph, [295.0, 1758.0, 1180.0, 36.0], shoonya_1s00TPJH7N2RU4, 5753700]
[paragraph, [295.0, 1794.0, 1180.0, 36.0], shoonya_1s00TPJH7N2RU4, 5753700]
[paragraph, [295.0, 1830.0, 1180.0, 36.0], shoonya_1s00TPJH7N2RU4, 5753700]
[reference, [309.0, 1950.0, 381.0, 36.0], shoonya_3sZAWJYITTT7WZ, 5753700]
[reference, [309.0, 1986.0, 381.0, 36.0], shoonya_3sZAWJYITTT7WZ, 5753700]
[reference, [309.0, 2022.0, 381.0, 36.0], shoonya_3sZAWJYITTT7WZ, 5753700]
