[792, 612]
[headline, [54.0, 70.0, 281.0, 25.5], shoonya_10sT29LS8BB69F, 6514800]
[headline, [54.0, 95.5, 281.0, 25.5], shoonya_10sT29LS8BB69F, 6514800]
[headline, [54.0, 121.0, 281.0, 25.5], shoonya_10sT29LS8BB69F, 6514800]
[headline, [54.0, 146.5, 281.0, 25.5], shoonya_10sT29LS8BB69F, 6514800]
[headline, [54.0, 172.0, 281.0, 25.5], shoonya_10sT29LS8BB69F, 6514800]
[headline, [54.0, 197.5, 281.0, 25.5], shoonya_10sT29LS8BB69F, 6514800]
[paragraph, [391.0, 84.0, 164.0, 18.0], shoonya_1sGPEC86TPN45T, 6514800]
[paragraph, [391.0, 102.0, 164.0, 18.0], shoonya_1sGPEC86TPN45T, 6514800]
[paragraph, [391.0, 120.0, 164.0, 18.0], shoonya_1sGPEC86TPN45T, 6514800]
[paragraph, [391.0, 138.0, 164.0, 18.0], shoonya_1sGPEC86TPN45T, 6514800]
[paragraph, [391.0, 156.0, 164.0, 18.0], shoonya_1sGPEC86TPN45T, 6514800]
[paragraph, [391.0, 174.0, 164.0, 18.0], shoonya_1sGPEC86TPN45T, 6514800]
[paragraph, [391.0, 192.0, 164.0, 18.0], shoonya_1sGPEC86TPN45T, 6514800]
[paragraph, [394.0, 220.0, 162.0, 18.0], shoonya_6sG7XMOK5007RN, 6514800]
[paragraph, [394.0, 238.0, 162.0, 18.0], shoonya_6sG7XMOK5007RN, 6514800]
[paragraph, [225.0, 240.0, 161.0, 18.0], shoonya_3sYULN3J9ASDQF, 6514800]
[paragraph, [225.0, 258.0, 161.0, 18.0], shoonya_3sYULN3J9ASDQF, 6514800]
[paragraph, [225.0, 276.0, 161.0, 18.0], shoonya_3sYULN3J9ASDQF, 6514800]
[paragraph, [225.0, 294.0, 161.0, 18.0], shoonya_3sYULN3J9ASDQF, 6514800]
[paragraph, [225.0, 312.0, 161.0, 18.0], shoonya_3sYULN3J9ASDQF, 6514800]
[paragraph, [225.0, 330.0, 161.0, 18.0], shoonya_3sYULN3J9ASDQF, 6514800]
[paragraph, [57.0, 265.0, 162.0, 18.0], shoonya_2sK5WSOH8ME99M, 6514800]
[paragraph, [57.0, 283.0, 162.0, 18.0], shoonya_2sK5WSOH8ME99M, 6514800]
[paragraph, [57.0, 301.0, 162.0, 18.0], shoonya_2sK5WSOH8ME99M, 6514800]
[paragraph, [57.0, 319.0, 162.0, 18.0], shoonya_2sK5WSOH8ME99M, 6514800]
[paragraph, [57.0, 337.0, 162.0, 18.0], shoonya_2sK5WSOH8ME99M, 6514800]
[paragraph, [225.0, 362.0, 161.0, 18.0], shoonya_0sZ9QKVO2PLRFW, 6514800]
[paragraph, [225.0, 380.0, 161.0, 18.0], shoonya_0sZ9QKVO2PLRFW, 6514800]
[paragraph, [225.0, 398.0, 161.0, 18.0], shoonya_0sZ9QKVO2PLRFW, 6514800]
[paragraph, [56.0, 364.0, 163.0, 18.0], shoonya_9sY1RTTFS3P19C, 6514800]
[paragraph, [56.0, 382.0, 163.0, 18.0], shoonya_9sY1RTTFS3P19C, 6514800]
[paragraph, [56.0, 400.0, 163.0, 18.0], shoonya_9sY1RTTFS3P19C, 6514800]
[paragraph, [57.0, 422.0, 161.0, 18.0], shoonya_8s3O771AG82FI1, 6514800]
[paragraph, [57.0, 440.0, 161.0, 18.0], shoonya_8s3O771AG82FI1, 6514800]
[paragraph, [57.0, 458.0, 161.0, 18.0], shoonya_8s3O771AG82FI1, 6514800]
[paragraph, [57.0, 476.0, 161.0, 18.0], shoonya_8s3O771AG82FI1, 6514800]
[paragraph, [57.0, 494.0, 161.0, 18.0], shoonya_8s3O771AG82FI1, 6514800]
[paragraph, [57.0, 512.0, 161.0, 18.0], shoonya_8s3O771AG82FI1, 6514800]
[paragraph, [57.0, 530.0, 161.0, 18.0], shoonya_8s3O771AG82FI1, 6514800]
[paragraph, [225.0, 435.0, 161.0, 18.0], shoonya_13sFVWW07RL1BQ, 6514800]
[paragraph, [225.0, 453.0, 161.0, 18.0], shoonya_13sFVWW07RL1BQ, 6514800]
[paragraph, [225.0, 471.0, 161.0, 18.0], shoonya_13sFVWW07RL1BQ, 6514800]
[paragraph, [225.0, 489.0, 161.0, 18.0], shoonya_13sFVWW07RL1BQ, 6514800]
[paragraph, [225.0, 507.0, 161.0, 18.0], shoonya_13sFVWW07RL1BQ, 6514800]
[paragraph, [225.0, 525.0, 161.0, 18.0], shoonya_13sFVWW07RL1BQ, 6514800]
[paragraph, [225.0, 543.0, 161.0, 18.0], shoonya_13sFVWW07RL1BQ, 6514800]
[paragraph, [225.0, 561.0, 161.0, 18.0], shoonya_13sFVWW07RL1BQ, 6514800]
[paragraph, [225.0, 579.0, 161.0, 18.0], shoonya_13sFVWW07RL1BQ, 6514800]
[paragraph, [57.0, 555.0, 161.0, 18.0], shoonya_7s8PR76Q1SYR9J, 6514800]
[sidebar, [57.0, 601.0, 157.0, 18.0], shoonya_14s3FM7YG9WH8W, 6514800]
[sidebar, [57.0, 619.0, 157.0, 18.0], shoonya_14s3FM7YG9WH8W, 6514800]
[sidebar, [57.0, 637.0, 157.0, 18.0], shoonya_14s3FM7YG9WH8W, 6514800]
[sidebar, [57.0, 655.0, 157.0, 18.0], shoonya_14s3FM7YG9WH8W, 6514800]
[sidebar, [57.0, 673.0, 157.0, 18.0], shoonya_14s3FM7YG9WH8W, 6514800]
