[2067, 1567]
[folio, [178.0, 193.0, 320.0, 36.0], kDzIESxmUo, 5735601]
[folio, [1240.0, 197.0, 134.0, 36.0], rpgDk5m2lu, 5735601]
[paragraph, [191.0, 251.0, 580.0, 36.0], shoonya_1sI6E4NPGWR2AE, 5735601]
[paragraph, [191.0, 287.0, 580.0, 36.0], shoonya_1sI6E4NPGWR2AE, 5735601]
[paragraph, [191.0, 323.0, 580.0, 36.0], shoonya_1sI6E4NPGWR2AE, 5735601]
[paragraph, [191.0, 359.0, 580.0, 36.0], shoonya_1sI6E4NPGWR2AE, 5735601]
[paragraph, [191.0, 395.0, 580.0, 36.0], shoonya_1sI6E4NPGWR2AE, 5735601]
[paragraph, [191.0, 431.0, 580.0, 36.0], shoonya_1sI6E4NPGWR2AE, 5735601]
[paragraph, [191.0, 467.0, 580.0, 36.0], shoonya_1sI6E4NPGWR2AE, 5735601]
[paragraph, [191.0, 503.0, 580.0, 36.0], shoonya_1sI6E4NPGWR2AE, 5735601]
[paragraph, [191.0, 539.0, 580.0, 36.0], shoonya_1sI6E4NPGWR2AE, 5735601]
[paragraph, [191.0, 575.0, 580.0, 36.0], shoonya_1sI6E4NPGWR2AE, 5735601]
[paragraph, [191.0, 611.0, 580.0, 36.0], shoonya_1sI6E4NPGWR2AE, 5735601]
[paragraph, [191.0, 647.0, 580.0, 36.0], shoonya_1sI6E4NPGWR2AE, 5735601]
[paragraph, [191.0, 683.0, 580.0, 36.0], shoonya_1sI6E4NPGWR2AE, 5735601]
[paragraph, [191.0, 719.0, 580.0, 36.0], shoonya_1sI6E4NPGWR2AE, 5735601]
[paragraph, [191.0, 755.0, 580.0, 36.0], shoonya_1sI6E4NPGWR2AE, 5735601]
[paragraph, [191.0, 791.0, 580.0, 36.0], shoonya_1sI6E4NPGWR2AE, 5735601]
[paragraph, [191.0, 827.0, 580.0, 36.0], shoonya_1sI6E4NPGWR2AE, 5735601]
[paragraph, [790.0, 254.0, 580.0, 36.0], shoonya_2sZUWTKJBNV8AV, 5735601]
[paragraph, [790.0, 290.0, 580.0, 36.0], shoonya_2sZUWTKJBNV8AV, 5735601]
[paragraph, [790.0, 326.0, 580.0, 36.0], shoonya_2sZUWTKJBNV8AV, 5735601]
[paragraph, [790.0, 362.0, 580.0, 36.0], shoonya_2sZUWTKJBNV8AV, 5735601]
[paragraph, [790.0, 398.0, 580.0, 36.0], shoonya_2sZUWTKJBNV8AV, 5735601]
[paragraph, [790.0, 434.0, 580.0, 36.0], shoonya_2sZUWTKJBNV8AV, 5735601]
[paragraph, [790.0, 470.0, 580.0, 36.0], shoonya_2sZUWTKJBNV8AV, 5735601]
[paragraph, [794.0, 524.0, 579.0, 36.0], QKWnezOe_f, 5735601]
[paragraph, [794.0, 560.0, 579.0, 36.0], QKWnezOe_f, 5735601]
[paragraph, [794.0, 596.0, 579.0, 36.0], QKWnezOe_f, 5735601]
[paragraph, [794.0, 632.0, 579.0, 36.0], QKWnezOe_f, 5735601]
[paragraph, [794.0, 668.0, 579.0, 36.0], QKWnezOe_f, 5735601]
[paragraph, [794.0, 704.0, 579.0, 36.0], QKWnezOe_f, 5735601]
[paragraph, [794.0, 740.0, 579.0, 36.0], QKWnezOe_f, 5735601]
[paragraph, [794.0, 776.0, 579.0, 36.0], QKWnezOe_f, 5735601]
[paragraph, [794.0, 812.0, 579.0, 36.0], QKWnezOe_f, 5735601]
[paragraph, [794.0, 848.0, 579.0, 36.0], QKWnezOe_f, 5735601]
[paragraph, [794.0, 884.0, 579.0, 36.0], QKWnezOe_f, 5735601]
[paragraph, [794.0, 920.0, 579.0, 36.0], QKWnezOe_f, 5735601]
[paragraph, [794.0, 956.0, 579.0, 36.0], QKWnezOe_f, 5735601]
[paragraph, [794.0, 992.0, 579.0, 36.0], QKWnezOe_f, 5735601]
[paragraph, [794.0, 1028.0, 579.0, 36.0], QKWnezOe_f, 5735601]
[paragraph, [794.0, 1064.0, 579.0, 36.0], QKWnezOe_f, 5735601]
[paragraph, [794.0, 1100.0, 579.0, 36.0], QKWnezOe_f, 5735601]
[paragraph, [794.0, 1136.0, 579.0, 36.0], QKWnezOe_f, 5735601]
[paragraph, [794.0, 1172.0, 579.0, 36.0], QKWnezOe_f, 5735601]
[paragraph, [794.0, 1208.0, 579.0, 36.0], QKWnezOe_f, 5735601]
[paragraph, [193.0, 872.0, 578.0, 36.0], shoonya_0sRZCUWLBJ9FLD, 5735601]
[paragraph, [193.0, 908.0, 578.0, 36.0], shoonya_0sRZCUWLBJ9FLD, 5735601]
[paragraph, [193.0, 944.0, 578.0, 36.0], shoonya_0sRZCUWLBJ9FLD, 5735601]
[paragraph, [193.0, 980.0, 578.0, 36.0], shoonya_0sRZCUWLBJ9FLD, 5735601]
[paragraph, [193.0, 1016.0, 578.0, 36.0], shoonya_0sRZCUWLBJ9FLD, 5735601]
[paragraph, [193.0, 1052.0, 578.0, 36.0], shoonya_0sRZCUWLBJ9FLD, 5735601]
[paragraph, [193.0, 1088.0, 578.0, 36.0], shoonya_0sRZCUWLBJ9FLD, 5735601]
[paragraph, [193.0, 1124.0, 578.0, 36.0], shoonya_0sRZCUWLBJ9FLD, 5735601]
[paragraph, [193.0, 1160.0, 578.0, 36.0], shoonya_0sRZCUWLBJ9FLD, 5735601]
[paragraph, [193.0, 1196.0, 578.0, 36.0], shoonya_0sRZCUWLBJ9FLD, 5735601]
