[1211, 798]
[folio, [342.0, 54.0, 99.0, 18.0], shoonya_1sCQIX4IXKMHG8, 5740427]
[folio, [342.0, 72.0, 99.0, 18.0], shoonya_1sCQIX4IXKMHG8, 5740427]
[paragraph, [30.0, 108.0, 708.0, 18.0], nufEhY62nQ, 5740427]
[paragraph, [30.0, 126.0, 708.0, 18.0], nufEhY62nQ, 5740427]
[paragraph, [30.0, 144.0, 708.0, 18.0], nufEhY62nQ, 5740427]
[paragraph, [30.0, 162.0, 708.0, 18.0], nufEhY62nQ, 5740427]
[paragraph, [30.0, 180.0, 708.0, 18.0], nufEhY62nQ, 5740427]
[paragraph, [30.0, 198.0, 708.0, 18.0], nufEhY62nQ, 5740427]
[paragraph, [30.0, 216.0, 708.0, 18.0], nufEhY62nQ, 5740427]
[paragraph, [30.0, 234.0, 708.0, 18.0], nufEhY62nQ, 5740427]
[paragraph, [30.0, 252.0, 708.0, 18.0], nufEhY62nQ, 5740427]
[paragraph, [30.0, 270.0, 708.0, 18.0], nufEhY62nQ, 5740427]
[paragraph, [30.0, 288.0, 708.0, 18.0], nufEhY62nQ, 5740427]
[paragraph, [30.0, 306.0, 708.0, 18.0], nufEhY62nQ, 5740427]
[paragraph, [30.0, 324.0, 708.0, 18.0], nufEhY62nQ, 5740427]
[paragraph, [30.0, 342.0, 708.0, 18.0], nufEhY62nQ, 5740427]
[paragraph, [30.0, 360.0, 708.0, 18.0], nufEhY62nQ, 5740427]
[paragraph, [30.0, 378.0, 708.0, 18.0], nufEhY62nQ, 5740427]
[paragraph, [30.0, 396.0, 708.0, 18.0], nufEhY62nQ, 5740427]
[paragraph, [30.0, 414.0, 708.0, 18.0], nufEhY62nQ, 5740427]
[paragraph, [30.0, 432.0, 708.0, 18.0], nufEhY62nQ, 5740427]
[paragraph, [30.0, 450.0, 708.0, 18.0], nufEhY62nQ, 5740427]
[paragraph, [30.0, 468.0, 708.0, 18.0], nufEhY62nQ, 5740427]
[paragraph, [30.0, 486.0, 708.0, 18.0], nufEhY62nQ, 5740427]
[paragraph, [30.0, 504.0, 708.0, 18.0], nufEhY62nQ, 5740427]
[paragraph, [30.0, 522.0, 708.0, 18.0], nufEhY62nQ, 5740427]
[paragraph, [30.0, 540.0, 708.0, 18.0], nufEhY62nQ, 5740427]
[paragraph, [30.0, 558.0, 708.0, 18.0], nufEhY62nQ, 5740427]
[paragraph, [30.0, 576.0, 708.0, 18.0], nufEhY62nQ, 5740427]
[paragraph, [30.0, 594.0, 708.0, 18.0], nufEhY62nQ, 5740427]
[paragraph, [49.0, 673.0, 695.0, 18.0], shoonya_0sNB7FVM46KZRI, 5740427]
[paragraph, [49.0, 691.0, 695.0, 18.0], shoonya_0sNB7FVM46KZRI, 5740427]
[paragraph, [49.0, 709.0, 695.0, 18.0], shoonya_0sNB7FVM46KZRI, 5740427]
[paragraph, [49.0, 727.0, 695.0, 18.0], shoonya_0sNB7FVM46KZRI, 5740427]
[paragraph, [49.0, 745.0, 695.0, 18.0], shoonya_0sNB7FVM46KZRI, 5740427]
[paragraph, [49.0, 763.0, 695.0, 18.0], shoonya_0sNB7FVM46KZRI, 5740427]
[paragraph, [49.0, 781.0, 695.0, 18.0], shoonya_0sNB7FVM46KZRI, 5740427]
[paragraph, [49.0, 799.0, 695.0, 18.0], shoonya_0sNB7FVM46KZRI, 5740427]
[paragraph, [49.0, 817.0, 695.0, 18.0], shoonya_0sNB7FVM46KZRI, 5740427]
[paragraph, [49.0, 835.0, 695.0, 18.0], shoonya_0sNB7FVM46KZRI, 5740427]
[paragraph, [49.0, 853.0, 695.0, 18.0], shoonya_0sNB7FVM46KZRI, 5740427]
[paragraph, [49.0, 871.0, 695.0, 18.0], shoonya_0sNB7FVM46KZRI, 5740427]
[paragraph, [49.0, 889.0, 695.0, 18.0], shoonya_0sNB7FVM46KZRI, 5740427]
[paragraph, [49.0, 907.0, 695.0, 18.0], shoonya_0sNB7FVM46KZRI, 5740427]
[paragraph, [49.0, 925.0, 695.0, 18.0], shoonya_0sNB7FVM46KZRI, 5740427]
[paragraph, [49.0, 943.0, 695.0, 18.0], shoonya_0sNB7FVM46KZRI, 5740427]
[paragraph, [49.0, 961.0, 695.0, 18.0], shoonya_0sNB7FVM46KZRI, 5740427]
[paragraph, [49.0, 979.0, 695.0, 18.0], shoonya_0sNB7FVM46KZRI, 5740427]
[paragraph, [49.0, 997.0, 695.0, 18.0], shoonya_0sNB7FVM46KZRI, 5740427]
[paragraph, [49.0, 1015.0, 695.0, 18.0], shoonya_0sNB7FVM46KZRI, 5740427]
[paragraph, [49.0, 1033.0, 695.0, 18.0], shoonya_0sNB7FVM46KZRI, 5740427]
[paragraph, [49.0, 1051.0, 695.0, 18.0], shoonya_0sNB7FVM46KZRI, 5740427]
[paragraph, [49.0, 1069.0, 695.0, 18.0], shoonya_0sNB7FVM46KZRI, 5740427]
[paragraph, [49.0, 1087.0, 695.0, 18.0], shoonya_0sNB7FVM46KZRI, 5740427]
[paragraph, [49.0, 1105.0, 695.0, 18.0], shoonya_0sNB7FVM46KZRI, 5740427]
[paragraph, [49.0, 1123.0, 695.0, 18.0], shoonya_0sNB7FVM46KZRI, 5740427]
[footnote, [418.0, 1172.0, 323.0, 18.0], shoonya_2s2GFQOM32XT4Q, 5740427]
