[2020, 1545]
[folio, [1404.0, 136.0, 83.0, 36.0], BHqCZh4lgi, 5713330]
[section-title, [84.0, 142.0, 967.0, 52.5], shoonya_8sOF2YAJ9WC64H, 5713330]
[author, [1069.0, 208.0, 440.0, 36.0], NyLLBxhjhu, 5713330]
[paragraph, [790.0, 281.0, 720.0, 36.0], shoonya_6s7ZXKH3DXMAXG, 5713330]
[paragraph, [790.0, 317.0, 720.0, 36.0], shoonya_6s7ZXKH3DXMAXG, 5713330]
[paragraph, [790.0, 353.0, 720.0, 36.0], shoonya_6s7ZXKH3DXMAXG, 5713330]
[paragraph, [790.0, 389.0, 720.0, 36.0], shoonya_6s7ZXKH3DXMAXG, 5713330]
[paragraph, [790.0, 425.0, 720.0, 36.0], shoonya_6s7ZXKH3DXMAXG, 5713330]
[paragraph, [790.0, 461.0, 720.0, 36.0], shoonya_6s7ZXKH3DXMAXG, 5713330]
[paragraph, [790.0, 497.0, 720.0, 36.0], shoonya_6s7ZXKH3DXMAXG, 5713330]
[paragraph, [788.0, 547.0, 706.0, 36.0], shoonya_11sGQVAZYLT9MD, 5713330]
[paragraph, [788.0, 583.0, 706.0, 36.0], shoonya_11sGQVAZYLT9MD, 5713330]
[paragraph, [788.0, 619.0, 706.0, 36.0], shoonya_11sGQVAZYLT9MD, 5713330]
[paragraph, [788.0, 655.0, 706.0, 36.0], shoonya_11sGQVAZYLT9MD, 5713330]
[paragraph, [788.0, 691.0, 706.0, 36.0], shoonya_11sGQVAZYLT9MD, 5713330]
[paragraph, [788.0, 727.0, 706.0, 36.0], shoonya_11sGQVAZYLT9MD, 5713330]
[paragraph, [788.0, 763.0, 706.0, 36.0], shoonya_11sGQVAZYLT9MD, 5713330]
[paragraph, [788.0, 799.0, 706.0, 36.0], shoonya_11sGQVAZYLT9MD, 5713330]
[paragraph, [77.0, 671.0, 705.0, 36.0], shoonya_1sEN038M1QFWVH, 5713330]
[paragraph, [77.0, 707.0, 705.0, 36.0], shoonya_1sEN038M1QFWVH, 5713330]
[paragraph, [77.0, 743.0, 705.0, 36.0], shoonya_1sEN038M1QFWVH, 5713330]
[paragraph, [77.0, 779.0, 705.0, 36.0], shoonya_1sEN038M1QFWVH, 5713330]
[paragraph, [77.0, 815.0, 705.0, 36.0], shoonya_1sEN038M1QFWVH, 5713330]
[paragraph, [77.0, 851.0, 705.0, 36.0], shoonya_1sEN038M1QFWVH, 5713330]
[paragraph, [77.0, 887.0, 705.0, 36.0], shoonya_1sEN038M1QFWVH, 5713330]
[paragraph, [77.0, 923.0, 705.0, 36.0], shoonya_1sEN038M1QFWVH, 5713330]
[paragraph, [77.0, 959.0, 705.0, 36.0], shoonya_1sEN038M1QFWVH, 5713330]
[paragraph, [77.0, 995.0, 705.0, 36.0], shoonya_1sEN038M1QFWVH, 5713330]
[paragraph, [789.0, 840.0, 705.0, 36.0], shoonya_5s0LH9EVDKMO5C, 5713330]
[paragraph, [789.0, 876.0, 705.0, 36.0], shoonya_5s0LH9EVDKMO5C, 5713330]
[paragraph, [789.0, 912.0, 705.0, 36.0], shoonya_5s0LH9EVDKMO5C, 5713330]
[paragraph, [789.0, 948.0, 705.0, 36.0], shoonya_5s0LH9EVDKMO5C, 5713330]
[paragraph, [789.0, 984.0, 705.0, 36.0], shoonya_5s0LH9EVDKMO5C, 5713330]
[paragraph, [789.0, 1020.0, 705.0, 36.0], shoonya_5s0LH9EVDKMO5C, 5713330]
[paragraph, [789.0, 1056.0, 705.0, 36.0], shoonya_5s0LH9EVDKMO5C, 5713330]
[paragraph, [62.0, 1046.0, 718.0, 36.0], shoonya_4sZL63YD5EITL0, 5713330]
[paragraph, [62.0, 1082.0, 718.0, 36.0], shoonya_4sZL63YD5EITL0, 5713330]
[paragraph, [62.0, 1118.0, 718.0, 36.0], shoonya_4sZL63YD5EITL0, 5713330]
[paragraph, [62.0, 1154.0, 718.0, 36.0], shoonya_4sZL63YD5EITL0, 5713330]
[paragraph, [62.0, 1190.0, 718.0, 36.0], shoonya_4sZL63YD5EITL0, 5713330]
[paragraph, [62.0, 1226.0, 718.0, 36.0], shoonya_4sZL63YD5EITL0, 5713330]
[paragraph, [62.0, 1262.0, 718.0, 36.0], shoonya_4sZL63YD5EITL0, 5713330]
[paragraph, [62.0, 1298.0, 718.0, 36.0], shoonya_4sZL63YD5EITL0, 5713330]
[paragraph, [62.0, 1334.0, 718.0, 36.0], shoonya_4sZL63YD5EITL0, 5713330]
[paragraph, [62.0, 1370.0, 718.0, 36.0], shoonya_4sZL63YD5EITL0, 5713330]
[paragraph, [62.0, 1406.0, 718.0, 36.0], shoonya_4sZL63YD5EITL0, 5713330]
[paragraph, [62.0, 1442.0, 718.0, 36.0], shoonya_4sZL63YD5EITL0, 5713330]
[paragraph, [62.0, 1478.0, 718.0, 36.0], shoonya_4sZL63YD5EITL0, 5713330]
[paragraph, [62.0, 1514.0, 718.0, 36.0], shoonya_4sZL63YD5EITL0, 5713330]
[paragraph, [62.0, 1550.0, 718.0, 36.0], shoonya_4sZL63YD5EITL0, 5713330]
[paragraph, [62.0, 1586.0, 718.0, 36.0], shoonya_4sZL63YD5EITL0, 5713330]
[paragraph, [62.0, 1622.0, 718.0, 36.0], shoonya_4sZL63YD5EITL0, 5713330]
[paragraph, [62.0, 1658.0, 718.0, 36.0], shoonya_4sZL63YD5EITL0, 5713330]
[paragraph, [62.0, 1694.0, 718.0, 36.0], shoonya_4sZL63YD5EITL0, 5713330]
[paragraph, [62.0, 1730.0, 718.0, 36.0], shoonya_4sZL63YD5EITL0, 5713330]
[paragraph, [791.0, 1102.0, 702.0, 36.0], shoonya_3sFQI6LM4HQW1N, 5713330]
[paragraph, [791.0, 1138.0, 702.0, 36.0], shoonya_3sFQI6LM4HQW1N, 5713330]
[paragraph, [791.0, 1174.0, 702.0, 36.0], shoonya_3sFQI6LM4HQW1N, 5713330]
[paragraph, [791.0, 1210.0, 702.0, 36.0], shoonya_3sFQI6LM4HQW1N, 5713330]
[paragraph, [791.0, 1246.0, 702.0, 36.0], shoonya_3sFQI6LM4HQW1N, 5713330]
[paragraph, [791.0, 1282.0, 702.0, 36.0], shoonya_3sFQI6LM4HQW1N, 5713330]
[paragraph, [791.0, 1318.0, 702.0, 36.0], shoonya_3sFQI6LM4HQW1N, 5713330]
[paragraph, [791.0, 1354.0, 702.0, 36.0], shoonya_3sFQI6LM4HQW1N, 5713330]
[paragraph, [791.0, 1397.0, 702.0, 36.0], shoonya_2s4H93HT4ZVSUQ, 5713330]
[paragraph, [791.0, 1433.0, 702.0, 36.0], shoonya_2s4H93HT4ZVSUQ, 5713330]
[paragraph, [791.0, 1469.0, 702.0, 36.0], shoonya_2s4H93HT4ZVSUQ, 5713330]
[paragraph, [791.0, 1505.0, 702.0, 36.0], shoonya_2s4H93HT4ZVSUQ, 5713330]
[paragraph, [791.0, 1541.0, 702.0, 36.0], shoonya_2s4H93HT4ZVSUQ, 5713330]
[paragraph, [791.0, 1577.0, 702.0, 36.0], shoonya_2s4H93HT4ZVSUQ, 5713330]
[paragraph, [791.0, 1613.0, 702.0, 36.0], shoonya_2s4H93HT4ZVSUQ, 5713330]
[paragraph, [790.0, 1687.0, 704.0, 36.0], shoonya_7s2UTOR5W2O7ZT, 5713330]
[paragraph, [790.0, 1723.0, 704.0, 36.0], shoonya_7s2UTOR5W2O7ZT, 5713330]
[paragraph, [790.0, 1759.0, 704.0, 36.0], shoonya_7s2UTOR5W2O7ZT, 5713330]
[paragraph, [790.0, 1795.0, 704.0, 36.0], shoonya_7s2UTOR5W2O7ZT, 5713330]
[paragraph, [790.0, 1831.0, 704.0, 36.0], shoonya_7s2UTOR5W2O7ZT, 5713330]
[paragraph, [790.0, 1867.0, 704.0, 36.0], shoonya_7s2UTOR5W2O7ZT, 5713330]
[paragraph, [790.0, 1903.0, 704.0, 36.0], shoonya_7s2UTOR5W2O7ZT, 5713330]
[paragraph, [790.0, 1939.0, 704.0, 36.0], shoonya_7s2UTOR5W2O7ZT, 5713330]
[paragraph, [69.0, 1782.0, 719.0, 36.0], shoonya_10sNHKEAMC7ME9, 5713330]
[paragraph, [69.0, 1818.0, 719.0, 36.0], shoonya_10sNHKEAMC7ME9, 5713330]
[paragraph, [69.0, 1854.0, 719.0, 36.0], shoonya_10sNHKEAMC7ME9, 5713330]
[paragraph, [69.0, 1890.0, 719.0, 36.0], shoonya_10sNHKEAMC7ME9, 5713330]
[paragraph, [69.0, 1926.0, 719.0, 36.0], shoonya_10sNHKEAMC7ME9, 5713330]
