[1350, 900]
[paragraph, [159.0, 243.0, 559.0, 18.0], shoonya_4sB1JZA3X5DYRX, 5760006]
[paragraph, [159.0, 261.0, 559.0, 18.0], shoonya_4sB1JZA3X5DYRX, 5760006]
[paragraph, [159.0, 279.0, 559.0, 18.0], shoonya_4sB1JZA3X5DYRX, 5760006]
[paragraph, [159.0, 297.0, 559.0, 18.0], shoonya_4sB1JZA3X5DYRX, 5760006]
[paragraph, [159.0, 315.0, 559.0, 18.0], shoonya_4sB1JZA3X5DYRX, 5760006]
[paragraph, [159.0, 333.0, 559.0, 18.0], shoonya_4sB1JZA3X5DYRX, 5760006]
[paragraph, [164.0, 409.0, 554.0, 18.0], shoonya_5sHV4J46KN5PD6, 5760006]
[paragraph, [164.0, 427.0, 554.0, 18.0], shoonya_5sHV4J46KN5PD6, 5760006]
[paragraph, [164.0, 445.0, 554.0, 18.0], shoonya_5sHV4J46KN5PD6, 5760006]
[paragraph, [164.0, 463.0, 554.0, 18.0], shoonya_5sHV4J46KN5PD6, 5760006]
[paragraph, [164.0, 481.0, 554.0, 18.0], shoonya_5sHV4J46KN5PD6, 5760006]
[paragraph, [164.0, 499.0, 554.0, 18.0], shoonya_5sHV4J46KN5PD6, 5760006]
[paragraph, [164.0, 517.0, 554.0, 18.0], shoonya_5sHV4J46KN5PD6, 5760006]
[paragraph, [161.0, 591.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 609.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 627.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 645.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 663.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 681.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 699.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 717.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 735.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 753.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 771.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 789.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 807.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 825.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 843.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 861.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 879.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 897.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 915.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 933.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 951.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 969.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 987.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 1005.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 1023.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 1041.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 1059.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 1077.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 1095.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 1113.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
[paragraph, [161.0, 1131.0, 562.0, 18.0], shoonya_0sPA5ZXFYFHLMR, 5760006]
