[792, 612]
[paragraph, [116.0, 66.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 84.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 102.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 120.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 138.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 156.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 174.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 192.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 210.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 228.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 246.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 264.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 282.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 300.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 318.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 336.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 354.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 372.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 390.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 408.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 426.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 444.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 462.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 480.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 498.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 516.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 534.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 552.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 570.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 588.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 606.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [116.0, 624.0, 408.0, 18.0], shoonya_1sSLIMR9UH0WBT, 5744146]
[paragraph, [109.0, 661.0, 418.0, 18.0], TW4tQF3aBs, 5744146]
[paragraph, [109.0, 679.0, 418.0, 18.0], TW4tQF3aBs, 5744146]
