[2340, 1666]
[section-title, [179.0, 285.0, 358.0, 52.5], 2qzFybiVIS, 5659157]
[ordered-list, [235.0, 365.0, 1040.0, 36.0], shoonya_0s610BV8MG5J48, 5659157]
[ordered-list, [235.0, 401.0, 1040.0, 36.0], shoonya_0s610BV8MG5J48, 5659157]
[ordered-list, [235.0, 437.0, 1040.0, 36.0], shoonya_0s610BV8MG5J48, 5659157]
[ordered-list, [235.0, 473.0, 1040.0, 36.0], shoonya_0s610BV8MG5J48, 5659157]
[ordered-list, [235.0, 509.0, 1040.0, 36.0], shoonya_0s610BV8MG5J48, 5659157]
[ordered-list, [235.0, 545.0, 1040.0, 36.0], shoonya_0s610BV8MG5J48, 5659157]
[ordered-list, [235.0, 581.0, 1040.0, 36.0], shoonya_0s610BV8MG5J48, 5659157]
[ordered-list, [235.0, 617.0, 1040.0, 36.0], shoonya_0s610BV8MG5J48, 5659157]
[ordered-list, [235.0, 653.0, 1040.0, 36.0], shoonya_0s610BV8MG5J48, 5659157]
[ordered-list, [235.0, 689.0, 1040.0, 36.0], shoonya_0s610BV8MG5J48, 5659157]
[ordered-list, [235.0, 725.0, 1040.0, 36.0], shoonya_0s610BV8MG5J48, 5659157]
[ordered-list, [235.0, 761.0, 1040.0, 36.0], shoonya_0s610BV8MG5J48, 5659157]
