[2200, 1700]
[section-title, [229.0, 192.0, 165.0, 52.5], 29Q3SO-Hl7, 5658697]
[unordered-list, [246.0, 376.0, 1274.0, 36.0], shoonya_5sKEC5J7DXQIX9, 5658697]
[unordered-list, [246.0, 412.0, 1274.0, 36.0], shoonya_5sKEC5J7DXQIX9, 5658697]
[unordered-list, [246.0, 448.0, 1274.0, 36.0], shoonya_5sKEC5J7DXQIX9, 5658697]
[unordered-list, [237.0, 623.0, 1284.0, 36.0], shoonya_1sC4EPDGSZQG3E, 5658697]
[unordered-list, [237.0, 659.0, 1284.0, 36.0], shoonya_1sC4EPDGSZQG3E, 5658697]
[unordered-list, [237.0, 695.0, 1284.0, 36.0], shoonya_1sC4EPDGSZQG3E, 5658697]
[unordered-list, [237.0, 731.0, 1284.0, 36.0], shoonya_1sC4EPDGSZQG3E, 5658697]
[unordered-list, [237.0, 767.0, 1284.0, 36.0], shoonya_1sC4EPDGSZQG3E, 5658697]
[unordered-list, [237.0, 803.0, 1284.0, 36.0], shoonya_1sC4EPDGSZQG3E, 5658697]
[unordered-list, [237.0, 839.0, 1284.0, 36.0], shoonya_1sC4EPDGSZQG3E, 5658697]
[unordered-list, [237.0, 875.0, 1284.0, 36.0], shoonya_1sC4EPDGSZQG3E, 5658697]
[unordered-list, [237.0, 911.0, 1284.0, 36.0], shoonya_1sC4EPDGSZQG3E, 5658697]
[unordered-list, [237.0, 947.0, 1284.0, 36.0], shoonya_1sC4EPDGSZQG3E, 5658697]
[unordered-list, [237.0, 983.0, 1284.0, 36.0], shoonya_1sC4EPDGSZQG3E, 5658697]
[unordered-list, [237.0, 1019.0, 1284.0, 36.0], shoonya_1sC4EPDGSZQG3E, 5658697]
[unordered-list, [237.0, 1055.0, 1284.0, 36.0], shoonya_1sC4EPDGSZQG3E, 5658697]
[unordered-list, [237.0, 1091.0, 1284.0, 36.0], shoonya_1sC4EPDGSZQG3E, 5658697]
[unordered-list, [237.0, 1127.0, 1284.0, 36.0], shoonya_1sC4EPDGSZQG3E, 5658697]
[unordered-list, [237.0, 1163.0, 1284.0, 36.0], shoonya_1sC4EPDGSZQG3E, 5658697]
[section-title, [181.0, 1288.0, 170.0, 52.5], -d5VCUl3Jy, 5658697]
[paragraph, [279.0, 1428.0, 1227.0, 36.0], yjYkixvBNT, 5658697]
[paragraph, [279.0, 1464.0, 1227.0, 36.0], yjYkixvBNT, 5658697]
[paragraph, [279.0, 1500.0, 1227.0, 36.0], yjYkixvBNT, 5658697]
[paragraph, [279.0, 1536.0, 1227.0, 36.0], yjYkixvBNT, 5658697]
[unordered-list, [228.0, 1592.0, 1306.0, 36.0], shoonya_0s61HSJRVDLXYK, 5658697]
[unordered-list, [228.0, 1628.0, 1306.0, 36.0], shoonya_0s61HSJRVDLXYK, 5658697]
[unordered-list, [228.0, 1664.0, 1306.0, 36.0], shoonya_0s61HSJRVDLXYK, 5658697]
[unordered-list, [228.0, 1700.0, 1306.0, 36.0], shoonya_0s61HSJRVDLXYK, 5658697]
[unordered-list, [228.0, 1736.0, 1306.0, 36.0], shoonya_0s61HSJRVDLXYK, 5658697]
[unordered-list, [228.0, 1772.0, 1306.0, 36.0], shoonya_0s61HSJRVDLXYK, 5658697]
[unordered-list, [228.0, 1808.0, 1306.0, 36.0], shoonya_0s61HSJRVDLXYK, 5658697]
[unordered-list, [228.0, 1844.0, 1306.0, 36.0], shoonya_0s61HSJRVDLXYK, 5658697]
[unordered-list, [228.0, 1880.0, 1306.0, 36.0], shoonya_0s61HSJRVDLXYK, 5658697]
[unordered-list, [228.0, 1916.0, 1306.0, 36.0], shoonya_0s61HSJRVDLXYK, 5658697]
[unordered-list, [228.0, 1952.0, 1306.0, 36.0], shoonya_0s61HSJRVDLXYK, 5658697]
