[2339, 1653]
[folio, [272.0, 183.0, 229.0, 36.0], 4waXGLoJJ6, 5654951]
[folio, [272.0, 219.0, 229.0, 36.0], 4waXGLoJJ6, 5654951]
[paragraph, [272.0, 301.0, 1105.0, 36.0], shoonya_2sCVRL7GUKS8EH, 5654951]
[paragraph, [272.0, 337.0, 1105.0, 36.0], shoonya_2sCVRL7GUKS8EH, 5654951]
[paragraph, [272.0, 373.0, 1105.0, 36.0], shoonya_2sCVRL7GUKS8EH, 5654951]
[paragraph, [272.0, 409.0, 1105.0, 36.0], shoonya_2sCVRL7GUKS8EH, 5654951]
[paragraph, [272.0, 445.0, 1105.0, 36.0], shoonya_2sCVRL7GUKS8EH, 5654951]
[paragraph, [272.0, 481.0, 1105.0, 36.0], shoonya_2sCVRL7GUKS8EH, 5654951]
[paragraph, [272.0, 517.0, 1105.0, 36.0], shoonya_2sCVRL7GUKS8EH, 5654951]
[paragraph, [272.0, 553.0, 1105.0, 36.0], shoonya_2sCVRL7GUKS8EH, 5654951]
[paragraph, [272.0, 589.0, 1105.0, 36.0], shoonya_2sCVRL7GUKS8EH, 5654951]
[paragraph, [272.0, 625.0, 1105.0, 36.0], shoonya_2sCVRL7GUKS8EH, 5654951]
[paragraph, [272.0, 661.0, 1105.0, 36.0], shoonya_2sCVRL7GUKS8EH, 5654951]
[paragraph, [272.0, 697.0, 1105.0, 36.0], shoonya_2sCVRL7GUKS8EH, 5654951]
[paragraph, [272.0, 733.0, 1105.0, 36.0], shoonya_2sCVRL7GUKS8EH, 5654951]
[paragraph, [272.0, 769.0, 1105.0, 36.0], shoonya_2sCVRL7GUKS8EH, 5654951]
[paragraph, [262.0, 844.0, 1117.0, 36.0], shoonya_0sX9G3Z4EWI9G7, 5654951]
[paragraph, [262.0, 880.0, 1117.0, 36.0], shoonya_0sX9G3Z4EWI9G7, 5654951]
[paragraph, [262.0, 916.0, 1117.0, 36.0], shoonya_0sX9G3Z4EWI9G7, 5654951]
[paragraph, [262.0, 952.0, 1117.0, 36.0], shoonya_0sX9G3Z4EWI9G7, 5654951]
[paragraph, [262.0, 988.0, 1117.0, 36.0], shoonya_0sX9G3Z4EWI9G7, 5654951]
[paragraph, [262.0, 1024.0, 1117.0, 36.0], shoonya_0sX9G3Z4EWI9G7, 5654951]
[paragraph, [262.0, 1060.0, 1117.0, 36.0], shoonya_0sX9G3Z4EWI9G7, 5654951]
[paragraph, [262.0, 1096.0, 1117.0, 36.0], shoonya_0sX9G3Z4EWI9G7, 5654951]
[paragraph, [262.0, 1132.0, 1117.0, 36.0], shoonya_0sX9G3Z4EWI9G7, 5654951]
[paragraph, [262.0, 1168.0, 1117.0, 36.0], shoonya_0sX9G3Z4EWI9G7, 5654951]
[paragraph, [262.0, 1204.0, 1117.0, 36.0], shoonya_0sX9G3Z4EWI9G7, 5654951]
[paragraph, [262.0, 1240.0, 1117.0, 36.0], shoonya_0sX9G3Z4EWI9G7, 5654951]
[paragraph, [262.0, 1276.0, 1117.0, 36.0], shoonya_0sX9G3Z4EWI9G7, 5654951]
[paragraph, [262.0, 1312.0, 1117.0, 36.0], shoonya_0sX9G3Z4EWI9G7, 5654951]
[paragraph, [262.0, 1348.0, 1117.0, 36.0], shoonya_0sX9G3Z4EWI9G7, 5654951]
[paragraph, [262.0, 1384.0, 1117.0, 36.0], shoonya_0sX9G3Z4EWI9G7, 5654951]
[paragraph, [262.0, 1420.0, 1117.0, 36.0], shoonya_0sX9G3Z4EWI9G7, 5654951]
[paragraph, [262.0, 1456.0, 1117.0, 36.0], shoonya_0sX9G3Z4EWI9G7, 5654951]
[paragraph, [262.0, 1492.0, 1117.0, 36.0], shoonya_0sX9G3Z4EWI9G7, 5654951]
[paragraph, [262.0, 1528.0, 1117.0, 36.0], shoonya_0sX9G3Z4EWI9G7, 5654951]
[paragraph, [262.0, 1564.0, 1117.0, 36.0], shoonya_0sX9G3Z4EWI9G7, 5654951]
[paragraph, [262.0, 1600.0, 1117.0, 36.0], shoonya_0sX9G3Z4EWI9G7, 5654951]
[paragraph, [262.0, 1636.0, 1117.0, 36.0], shoonya_0sX9G3Z4EWI9G7, 5654951]
[paragraph, [262.0, 1672.0, 1117.0, 36.0], shoonya_0sX9G3Z4EWI9G7, 5654951]
[paragraph, [266.0, 1730.0, 1120.0, 36.0], shoonya_1sG8SUN1P9GRRZ, 5654951]
[paragraph, [266.0, 1766.0, 1120.0, 36.0], shoonya_1sG8SUN1P9GRRZ, 5654951]
[paragraph, [266.0, 1802.0, 1120.0, 36.0], shoonya_1sG8SUN1P9GRRZ, 5654951]
[paragraph, [266.0, 1838.0, 1120.0, 36.0], shoonya_1sG8SUN1P9GRRZ, 5654951]
[paragraph, [266.0, 1874.0, 1120.0, 36.0], shoonya_1sG8SUN1P9GRRZ, 5654951]
[paragraph, [266.0, 1910.0, 1120.0, 36.0], shoonya_1sG8SUN1P9GRRZ, 5654951]
[paragraph, [266.0, 1946.0, 1120.0, 36.0], shoonya_1sG8SUN1P9GRRZ, 5654951]
[paragraph, [266.0, 1982.0, 1120.0, 36.0], shoonya_1sG8SUN1P9GRRZ, 5654951]
[paragraph, [266.0, 2018.0, 1120.0, 36.0], shoonya_1sG8SUN1P9GRRZ, 5654951]
[paragraph, [266.0, 2054.0, 1120.0, 36.0], shoonya_1sG8SUN1P9GRRZ, 5654951]
