[872, 605]
[section-title, [261.0, 32.0, 86.0, 30.0], vUktWKiP7q, 6456593]
[folio, [470.0, 34.0, 90.0, 18.0], gUd_E2liWE, 6456593]
[folio, [470.0, 52.0, 90.0, 18.0], gUd_E2liWE, 6456593]
[paragraph, [302.0, 71.0, 249.0, 18.0], DOUyNJO_NN, 6456593]
[paragraph, [302.0, 89.0, 249.0, 18.0], DOUyNJO_NN, 6456593]
[paragraph, [302.0, 107.0, 249.0, 18.0], DOUyNJO_NN, 6456593]
[paragraph, [49.0, 74.0, 250.0, 18.0], shoonya_0s6IHYG00894SI, 6456593]
[paragraph, [49.0, 92.0, 250.0, 18.0], shoonya_0s6IHYG00894SI, 6456593]
[paragraph, [49.0, 110.0, 250.0, 18.0], shoonya_0s6IHYG00894SI, 6456593]
[paragraph, [49.0, 128.0, 250.0, 18.0], shoonya_0s6IHYG00894SI, 6456593]
[paragraph, [49.0, 146.0, 250.0, 18.0], shoonya_0s6IHYG00894SI, 6456593]
[paragraph, [49.0, 164.0, 250.0, 18.0], shoonya_0s6IHYG00894SI, 6456593]
[paragraph, [49.0, 182.0, 250.0, 18.0], shoonya_0s6IHYG00894SI, 6456593]
[paragraph, [49.0, 200.0, 250.0, 18.0], shoonya_0s6IHYG00894SI, 6456593]
[paragraph, [49.0, 218.0, 250.0, 18.0], shoonya_0s6IHYG00894SI, 6456593]
[paragraph, [49.0, 236.0, 250.0, 18.0], shoonya_0s6IHYG00894SI, 6456593]
[paragraph, [49.0, 254.0, 250.0, 18.0], shoonya_0s6IHYG00894SI, 6456593]
[paragraph, [49.0, 272.0, 250.0, 18.0], shoonya_0s6IHYG00894SI, 6456593]
[paragraph, [49.0, 290.0, 250.0, 18.0], shoonya_0s6IHYG00894SI, 6456593]
[paragraph, [49.0, 308.0, 250.0, 18.0], shoonya_0s6IHYG00894SI, 6456593]
[paragraph, [49.0, 326.0, 250.0, 18.0], shoonya_0s6IHYG00894SI, 6456593]
[paragraph, [49.0, 344.0, 250.0, 18.0], shoonya_0s6IHYG00894SI, 6456593]
[paragraph, [49.0, 362.0, 250.0, 18.0], shoonya_0s6IHYG00894SI, 6456593]
[paragraph, [49.0, 380.0, 250.0, 18.0], shoonya_0s6IHYG00894SI, 6456593]
[paragraph, [49.0, 398.0, 250.0, 18.0], shoonya_0s6IHYG00894SI, 6456593]
[paragraph, [49.0, 416.0, 250.0, 18.0], shoonya_0s6IHYG00894SI, 6456593]
[paragraph, [49.0, 434.0, 250.0, 18.0], shoonya_0s6IHYG00894SI, 6456593]
[paragraph, [49.0, 452.0, 250.0, 18.0], shoonya_0s6IHYG00894SI, 6456593]
[paragraph, [49.0, 470.0, 250.0, 18.0], shoonya_0s6IHYG00894SI, 6456593]
[paragraph, [49.0, 488.0, 250.0, 18.0], shoonya_0s6IHYG00894SI, 6456593]
[paragraph, [49.0, 506.0, 250.0, 18.0], shoonya_0s6IHYG00894SI, 6456593]
[paragraph, [49.0, 524.0, 250.0, 18.0], shoonya_0s6IHYG00894SI, 6456593]
[paragraph, [49.0, 542.0, 250.0, 18.0], shoonya_0s6IHYG00894SI, 6456593]
[paragraph, [49.0, 560.0, 250.0, 18.0], shoonya_0s6IHYG00894SI, 6456593]
[paragraph, [301.0, 132.0, 252.0, 18.0], yR9ntfUc4Z, 6456593]
[paragraph, [301.0, 150.0, 252.0, 18.0], yR9ntfUc4Z, 6456593]
[paragraph, [300.0, 172.0, 251.0, 18.0], AYz-9fl_pg, 6456593]
[paragraph, [300.0, 190.0, 251.0, 18.0], AYz-9fl_pg, 6456593]
[paragraph, [301.0, 210.0, 251.0, 18.0], wTX17A8L0E, 6456593]
[paragraph, [301.0, 228.0, 251.0, 18.0], wTX17A8L0E, 6456593]
[paragraph, [301.0, 246.0, 251.0, 18.0], wTX17A8L0E, 6456593]
[paragraph, [301.0, 264.0, 251.0, 18.0], wTX17A8L0E, 6456593]
[paragraph, [301.0, 282.0, 251.0, 18.0], wTX17A8L0E, 6456593]
[paragraph, [300.0, 303.0, 251.0, 18.0], EWWyKepDH-, 6456593]
[paragraph, [300.0, 321.0, 251.0, 18.0], EWWyKepDH-, 6456593]
[paragraph, [300.0, 339.0, 251.0, 18.0], EWWyKepDH-, 6456593]
[paragraph, [300.0, 357.0, 251.0, 18.0], EWWyKepDH-, 6456593]
[paragraph, [300.0, 375.0, 251.0, 18.0], EWWyKepDH-, 6456593]
[paragraph, [301.0, 391.0, 250.0, 18.0], fhyw2Lz5ZT, 6456593]
[paragraph, [301.0, 409.0, 250.0, 18.0], fhyw2Lz5ZT, 6456593]
[paragraph, [301.0, 428.0, 252.0, 18.0], EZd5xkdzQn, 6456593]
[paragraph, [301.0, 446.0, 252.0, 18.0], EZd5xkdzQn, 6456593]
[paragraph, [302.0, 461.0, 240.0, 18.0], cYwutfCHta, 6456593]
[paragraph, [302.0, 479.0, 240.0, 18.0], cYwutfCHta, 6456593]
