[1818, 1374]
[folio, [608.0, 183.0, 155.0, 36.0], shoonya_0s7BQ6OEROJTE6, 5683051]
[paragraph, [109.0, 252.0, 563.0, 36.0], qUB6bT3VUI, 5683051]
[paragraph, [109.0, 288.0, 563.0, 36.0], qUB6bT3VUI, 5683051]
[paragraph, [109.0, 324.0, 563.0, 36.0], qUB6bT3VUI, 5683051]
[paragraph, [109.0, 360.0, 563.0, 36.0], qUB6bT3VUI, 5683051]
[paragraph, [109.0, 396.0, 563.0, 36.0], qUB6bT3VUI, 5683051]
[paragraph, [109.0, 432.0, 563.0, 36.0], qUB6bT3VUI, 5683051]
[paragraph, [109.0, 468.0, 563.0, 36.0], qUB6bT3VUI, 5683051]
[paragraph, [109.0, 504.0, 563.0, 36.0], qUB6bT3VUI, 5683051]
[paragraph, [109.0, 540.0, 563.0, 36.0], qUB6bT3VUI, 5683051]
[paragraph, [109.0, 576.0, 563.0, 36.0], qUB6bT3VUI, 5683051]
[paragraph, [690.0, 252.0, 568.0, 36.0], AqZzZL76N3, 5683051]
[paragraph, [690.0, 288.0, 568.0, 36.0], AqZzZL76N3, 5683051]
[paragraph, [690.0, 324.0, 568.0, 36.0], AqZzZL76N3, 5683051]
[paragraph, [690.0, 360.0, 568.0, 36.0], AqZzZL76N3, 5683051]
[paragraph, [688.0, 420.0, 577.0, 36.0], 5OvcsC9HMg, 5683051]
[paragraph, [688.0, 456.0, 577.0, 36.0], 5OvcsC9HMg, 5683051]
[paragraph, [688.0, 492.0, 577.0, 36.0], 5OvcsC9HMg, 5683051]
[paragraph, [688.0, 528.0, 577.0, 36.0], 5OvcsC9HMg, 5683051]
[paragraph, [690.0, 587.0, 571.0, 36.0], BQs08_5XHM, 5683051]
[paragraph, [690.0, 623.0, 571.0, 36.0], BQs08_5XHM, 5683051]
[paragraph, [690.0, 659.0, 571.0, 36.0], BQs08_5XHM, 5683051]
[paragraph, [109.0, 626.0, 559.0, 36.0], 26hQwMSbcW, 5683051]
[paragraph, [109.0, 662.0, 559.0, 36.0], 26hQwMSbcW, 5683051]
[paragraph, [109.0, 698.0, 559.0, 36.0], 26hQwMSbcW, 5683051]
[paragraph, [109.0, 734.0, 559.0, 36.0], 26hQwMSbcW, 5683051]
[paragraph, [109.0, 770.0, 559.0, 36.0], 26hQwMSbcW, 5683051]
[paragraph, [109.0, 806.0, 559.0, 36.0], 26hQwMSbcW, 5683051]
[paragraph, [692.0, 707.0, 570.0, 36.0], am_efGMvXv, 5683051]
[paragraph, [692.0, 743.0, 570.0, 36.0], am_efGMvXv, 5683051]
[paragraph, [692.0, 779.0, 570.0, 36.0], am_efGMvXv, 5683051]
[paragraph, [692.0, 815.0, 570.0, 36.0], am_efGMvXv, 5683051]
[paragraph, [108.0, 868.0, 561.0, 36.0], vXc_tWwinr, 5683051]
[paragraph, [108.0, 904.0, 561.0, 36.0], vXc_tWwinr, 5683051]
[paragraph, [108.0, 940.0, 561.0, 36.0], vXc_tWwinr, 5683051]
[paragraph, [692.0, 868.0, 577.0, 36.0], 19xmSI7PSQ, 5683051]
[paragraph, [692.0, 904.0, 577.0, 36.0], 19xmSI7PSQ, 5683051]
[paragraph, [692.0, 940.0, 577.0, 36.0], 19xmSI7PSQ, 5683051]
[paragraph, [692.0, 976.0, 577.0, 36.0], 19xmSI7PSQ, 5683051]
[paragraph, [692.0, 1012.0, 577.0, 36.0], 19xmSI7PSQ, 5683051]
[paragraph, [692.0, 1048.0, 577.0, 36.0], 19xmSI7PSQ, 5683051]
[paragraph, [692.0, 1084.0, 577.0, 36.0], 19xmSI7PSQ, 5683051]
[paragraph, [692.0, 1120.0, 577.0, 36.0], 19xmSI7PSQ, 5683051]
[paragraph, [692.0, 1156.0, 577.0, 36.0], 19xmSI7PSQ, 5683051]
[paragraph, [692.0, 1192.0, 577.0, 36.0], 19xmSI7PSQ, 5683051]
[paragraph, [692.0, 1228.0, 577.0, 36.0], 19xmSI7PSQ, 5683051]
[paragraph, [692.0, 1264.0, 577.0, 36.0], 19xmSI7PSQ, 5683051]
[paragraph, [692.0, 1300.0, 577.0, 36.0], 19xmSI7PSQ, 5683051]
[paragraph, [692.0, 1336.0, 577.0, 36.0], 19xmSI7PSQ, 5683051]
[paragraph, [109.0, 992.0, 563.0, 36.0], AQ0tBaYIFs, 5683051]
[paragraph, [109.0, 1028.0, 563.0, 36.0], AQ0tBaYIFs, 5683051]
[paragraph, [109.0, 1064.0, 563.0, 36.0], AQ0tBaYIFs, 5683051]
[paragraph, [109.0, 1100.0, 563.0, 36.0], AQ0tBaYIFs, 5683051]
[paragraph, [109.0, 1136.0, 563.0, 36.0], AQ0tBaYIFs, 5683051]
[paragraph, [109.0, 1172.0, 563.0, 36.0], AQ0tBaYIFs, 5683051]
[paragraph, [109.0, 1208.0, 563.0, 36.0], AQ0tBaYIFs, 5683051]
[paragraph, [108.0, 1273.0, 565.0, 36.0], j02jjuR3SR, 5683051]
[paragraph, [108.0, 1309.0, 565.0, 36.0], j02jjuR3SR, 5683051]
[paragraph, [108.0, 1345.0, 565.0, 36.0], j02jjuR3SR, 5683051]
[paragraph, [108.0, 1381.0, 565.0, 36.0], j02jjuR3SR, 5683051]
[paragraph, [108.0, 1417.0, 565.0, 36.0], j02jjuR3SR, 5683051]
[paragraph, [692.0, 1393.0, 575.0, 36.0], tFNmSy-B3l, 5683051]
[paragraph, [692.0, 1429.0, 575.0, 36.0], tFNmSy-B3l, 5683051]
[paragraph, [108.0, 1478.0, 566.0, 36.0], zCOCJj2IQw, 5683051]
[paragraph, [108.0, 1514.0, 566.0, 36.0], zCOCJj2IQw, 5683051]
[paragraph, [108.0, 1550.0, 566.0, 36.0], zCOCJj2IQw, 5683051]
[paragraph, [108.0, 1586.0, 566.0, 36.0], zCOCJj2IQw, 5683051]
[paragraph, [108.0, 1622.0, 566.0, 36.0], zCOCJj2IQw, 5683051]
[paragraph, [108.0, 1658.0, 566.0, 36.0], zCOCJj2IQw, 5683051]
[paragraph, [692.0, 1478.0, 577.0, 36.0], cCthPMTgGG, 5683051]
[paragraph, [692.0, 1514.0, 577.0, 36.0], cCthPMTgGG, 5683051]
[paragraph, [692.0, 1550.0, 577.0, 36.0], cCthPMTgGG, 5683051]
[paragraph, [692.0, 1586.0, 577.0, 36.0], cCthPMTgGG, 5683051]
[paragraph, [693.0, 1639.0, 577.0, 36.0], PW75Bt4K3g, 5683051]
[paragraph, [693.0, 1675.0, 577.0, 36.0], PW75Bt4K3g, 5683051]
