[2339, 1653]
[ordered-list, [302.0, 169.0, 1129.0, 36.0], HdfjmNOEPp, 5753924]
[ordered-list, [302.0, 205.0, 1129.0, 36.0], HdfjmNOEPp, 5753924]
[ordered-list, [302.0, 241.0, 1129.0, 36.0], HdfjmNOEPp, 5753924]
[ordered-list, [302.0, 277.0, 1129.0, 36.0], HdfjmNOEPp, 5753924]
[ordered-list, [302.0, 313.0, 1129.0, 36.0], HdfjmNOEPp, 5753924]
[ordered-list, [302.0, 349.0, 1129.0, 36.0], HdfjmNOEPp, 5753924]
[ordered-list, [302.0, 385.0, 1129.0, 36.0], HdfjmNOEPp, 5753924]
[ordered-list, [302.0, 421.0, 1129.0, 36.0], HdfjmNOEPp, 5753924]
[ordered-list, [302.0, 457.0, 1129.0, 36.0], HdfjmNOEPp, 5753924]
[ordered-list, [302.0, 493.0, 1129.0, 36.0], HdfjmNOEPp, 5753924]
[ordered-list, [302.0, 529.0, 1129.0, 36.0], HdfjmNOEPp, 5753924]
[ordered-list, [302.0, 565.0, 1129.0, 36.0], HdfjmNOEPp, 5753924]
[ordered-list, [302.0, 601.0, 1129.0, 36.0], HdfjmNOEPp, 5753924]
[ordered-list, [302.0, 637.0, 1129.0, 36.0], HdfjmNOEPp, 5753924]
[ordered-list, [302.0, 673.0, 1129.0, 36.0], HdfjmNOEPp, 5753924]
[ordered-list, [302.0, 709.0, 1129.0, 36.0], HdfjmNOEPp, 5753924]
[ordered-list, [302.0, 745.0, 1129.0, 36.0], HdfjmNOEPp, 5753924]
[ordered-list, [302.0, 781.0, 1129.0, 36.0], HdfjmNOEPp, 5753924]
[ordered-list, [302.0, 817.0, 1129.0, 36.0], HdfjmNOEPp, 5753924]
[ordered-list, [302.0, 853.0, 1129.0, 36.0], HdfjmNOEPp, 5753924]
[ordered-list, [302.0, 889.0, 1129.0, 36.0], HdfjmNOEPp, 5753924]
[ordered-list, [302.0, 925.0, 1129.0, 36.0], HdfjmNOEPp, 5753924]
[ordered-list, [302.0, 961.0, 1129.0, 36.0], HdfjmNOEPp, 5753924]
[ordered-list, [302.0, 997.0, 1129.0, 36.0], HdfjmNOEPp, 5753924]
[ordered-list, [302.0, 1033.0, 1129.0, 36.0], HdfjmNOEPp, 5753924]
[ordered-list, [302.0, 1069.0, 1129.0, 36.0], HdfjmNOEPp, 5753924]
[ordered-list, [302.0, 1105.0, 1129.0, 36.0], HdfjmNOEPp, 5753924]
[ordered-list, [302.0, 1141.0, 1129.0, 36.0], HdfjmNOEPp, 5753924]
[paragraph, [232.0, 1219.0, 1192.0, 36.0], shoonya_0sK1HUE3PFN8GE, 5753924]
[paragraph, [232.0, 1255.0, 1192.0, 36.0], shoonya_0sK1HUE3PFN8GE, 5753924]
[paragraph, [232.0, 1291.0, 1192.0, 36.0], shoonya_0sK1HUE3PFN8GE, 5753924]
[paragraph, [232.0, 1327.0, 1192.0, 36.0], shoonya_0sK1HUE3PFN8GE, 5753924]
[paragraph, [232.0, 1363.0, 1192.0, 36.0], shoonya_0sK1HUE3PFN8GE, 5753924]
[paragraph, [232.0, 1399.0, 1192.0, 36.0], shoonya_0sK1HUE3PFN8GE, 5753924]
[paragraph, [232.0, 1435.0, 1192.0, 36.0], shoonya_0sK1HUE3PFN8GE, 5753924]
[paragraph, [232.0, 1471.0, 1192.0, 36.0], shoonya_0sK1HUE3PFN8GE, 5753924]
[paragraph, [232.0, 1507.0, 1192.0, 36.0], shoonya_0sK1HUE3PFN8GE, 5753924]
[paragraph, [232.0, 1543.0, 1192.0, 36.0], shoonya_0sK1HUE3PFN8GE, 5753924]
[paragraph, [232.0, 1579.0, 1192.0, 36.0], shoonya_0sK1HUE3PFN8GE, 5753924]
[paragraph, [232.0, 1615.0, 1192.0, 36.0], shoonya_0sK1HUE3PFN8GE, 5753924]
[paragraph, [232.0, 1651.0, 1192.0, 36.0], shoonya_0sK1HUE3PFN8GE, 5753924]
[paragraph, [232.0, 1687.0, 1192.0, 36.0], shoonya_0sK1HUE3PFN8GE, 5753924]
[paragraph, [232.0, 1723.0, 1192.0, 36.0], shoonya_0sK1HUE3PFN8GE, 5753924]
[paragraph, [232.0, 1759.0, 1192.0, 36.0], shoonya_0sK1HUE3PFN8GE, 5753924]
[paragraph, [232.0, 1795.0, 1192.0, 36.0], shoonya_0sK1HUE3PFN8GE, 5753924]
[paragraph, [232.0, 1831.0, 1192.0, 36.0], shoonya_0sK1HUE3PFN8GE, 5753924]
[paragraph, [232.0, 1867.0, 1192.0, 36.0], shoonya_0sK1HUE3PFN8GE, 5753924]
[paragraph, [232.0, 1903.0, 1192.0, 36.0], shoonya_0sK1HUE3PFN8GE, 5753924]
[paragraph, [232.0, 1939.0, 1192.0, 36.0], shoonya_0sK1HUE3PFN8GE, 5753924]
[paragraph, [232.0, 1975.0, 1192.0, 36.0], shoonya_0sK1HUE3PFN8GE, 5753924]
[paragraph, [232.0, 2011.0, 1192.0, 36.0], shoonya_0sK1HUE3PFN8GE, 5753924]
[paragraph, [232.0, 2047.0, 1192.0, 36.0], shoonya_0sK1HUE3PFN8GE, 5753924]
[paragraph, [232.0, 2083.0, 1192.0, 36.0], shoonya_0sK1HUE3PFN8GE, 5753924]
