[1518, 1075]
[headline, [308.0, 318.0, 660.0, 37.5], shoonya_5sVF7UQXFXA3X5, 5722221]
[headline, [308.0, 355.5, 660.0, 37.5], shoonya_5sVF7UQXFXA3X5, 5722221]
[paragraph, [87.0, 442.0, 430.0, 36.0], shoonya_0sJ52QA6S3BBZP, 5722221]
[paragraph, [87.0, 478.0, 430.0, 36.0], shoonya_0sJ52QA6S3BBZP, 5722221]
[paragraph, [87.0, 514.0, 430.0, 36.0], shoonya_0sJ52QA6S3BBZP, 5722221]
[paragraph, [87.0, 550.0, 430.0, 36.0], shoonya_0sJ52QA6S3BBZP, 5722221]
[paragraph, [87.0, 586.0, 430.0, 36.0], shoonya_0sJ52QA6S3BBZP, 5722221]
[paragraph, [87.0, 622.0, 430.0, 36.0], shoonya_0sJ52QA6S3BBZP, 5722221]
[paragraph, [87.0, 658.0, 430.0, 36.0], shoonya_0sJ52QA6S3BBZP, 5722221]
[paragraph, [87.0, 694.0, 430.0, 36.0], shoonya_0sJ52QA6S3BBZP, 5722221]
[paragraph, [87.0, 730.0, 430.0, 36.0], shoonya_0sJ52QA6S3BBZP, 5722221]
[paragraph, [87.0, 766.0, 430.0, 36.0], shoonya_0sJ52QA6S3BBZP, 5722221]
[paragraph, [87.0, 802.0, 430.0, 36.0], shoonya_0sJ52QA6S3BBZP, 5722221]
[paragraph, [87.0, 838.0, 430.0, 36.0], shoonya_0sJ52QA6S3BBZP, 5722221]
[paragraph, [87.0, 874.0, 430.0, 36.0], shoonya_0sJ52QA6S3BBZP, 5722221]
[paragraph, [534.0, 442.0, 427.0, 36.0], shoonya_3s5C9JO765JP6Z, 5722221]
[paragraph, [534.0, 478.0, 427.0, 36.0], shoonya_3s5C9JO765JP6Z, 5722221]
[paragraph, [534.0, 514.0, 427.0, 36.0], shoonya_3s5C9JO765JP6Z, 5722221]
[paragraph, [534.0, 550.0, 427.0, 36.0], shoonya_3s5C9JO765JP6Z, 5722221]
[paragraph, [534.0, 586.0, 427.0, 36.0], shoonya_3s5C9JO765JP6Z, 5722221]
[paragraph, [534.0, 622.0, 427.0, 36.0], shoonya_3s5C9JO765JP6Z, 5722221]
[paragraph, [534.0, 658.0, 427.0, 36.0], shoonya_3s5C9JO765JP6Z, 5722221]
[paragraph, [536.0, 717.0, 426.0, 36.0], shoonya_2s7FOB8FPL8NVJ, 5722221]
[paragraph, [536.0, 753.0, 426.0, 36.0], shoonya_2s7FOB8FPL8NVJ, 5722221]
[paragraph, [536.0, 789.0, 426.0, 36.0], shoonya_2s7FOB8FPL8NVJ, 5722221]
[paragraph, [536.0, 825.0, 426.0, 36.0], shoonya_2s7FOB8FPL8NVJ, 5722221]
[paragraph, [536.0, 861.0, 426.0, 36.0], shoonya_2s7FOB8FPL8NVJ, 5722221]
[paragraph, [536.0, 897.0, 426.0, 36.0], shoonya_2s7FOB8FPL8NVJ, 5722221]
[paragraph, [536.0, 933.0, 426.0, 36.0], shoonya_2s7FOB8FPL8NVJ, 5722221]
[paragraph, [536.0, 969.0, 426.0, 36.0], shoonya_2s7FOB8FPL8NVJ, 5722221]
[paragraph, [536.0, 1005.0, 426.0, 36.0], shoonya_2s7FOB8FPL8NVJ, 5722221]
[paragraph, [536.0, 1041.0, 426.0, 36.0], shoonya_2s7FOB8FPL8NVJ, 5722221]
[paragraph, [536.0, 1077.0, 426.0, 36.0], shoonya_2s7FOB8FPL8NVJ, 5722221]
[paragraph, [536.0, 1113.0, 426.0, 36.0], shoonya_2s7FOB8FPL8NVJ, 5722221]
[paragraph, [536.0, 1149.0, 426.0, 36.0], shoonya_2s7FOB8FPL8NVJ, 5722221]
[paragraph, [536.0, 1185.0, 426.0, 36.0], shoonya_2s7FOB8FPL8NVJ, 5722221]
[paragraph, [536.0, 1221.0, 426.0, 36.0], shoonya_2s7FOB8FPL8NVJ, 5722221]
[paragraph, [536.0, 1257.0, 426.0, 36.0], shoonya_2s7FOB8FPL8NVJ, 5722221]
[paragraph, [536.0, 1293.0, 426.0, 36.0], shoonya_2s7FOB8FPL8NVJ, 5722221]
[paragraph, [86.0, 931.0, 431.0, 36.0], shoonya_1sR8R8NVUKM9F9, 5722221]
[paragraph, [86.0, 967.0, 431.0, 36.0], shoonya_1sR8R8NVUKM9F9, 5722221]
[paragraph, [86.0, 1003.0, 431.0, 36.0], shoonya_1sR8R8NVUKM9F9, 5722221]
[paragraph, [86.0, 1039.0, 431.0, 36.0], shoonya_1sR8R8NVUKM9F9, 5722221]
[paragraph, [86.0, 1075.0, 431.0, 36.0], shoonya_1sR8R8NVUKM9F9, 5722221]
[paragraph, [86.0, 1111.0, 431.0, 36.0], shoonya_1sR8R8NVUKM9F9, 5722221]
[paragraph, [86.0, 1147.0, 431.0, 36.0], shoonya_1sR8R8NVUKM9F9, 5722221]
[paragraph, [86.0, 1183.0, 431.0, 36.0], shoonya_1sR8R8NVUKM9F9, 5722221]
[paragraph, [86.0, 1219.0, 431.0, 36.0], shoonya_1sR8R8NVUKM9F9, 5722221]
[paragraph, [86.0, 1255.0, 431.0, 36.0], shoonya_1sR8R8NVUKM9F9, 5722221]
[paragraph, [86.0, 1291.0, 431.0, 36.0], shoonya_1sR8R8NVUKM9F9, 5722221]
[folio, [598.0, 1390.0, 276.0, 36.0], shoonya_8sH6SXN10GNU1X, 5722221]
