[2200, 1700]
[section-title, [281.0, 226.0, 291.0, 52.5], shoonya_0sYDQKMTHXGHT5, 5687293]
[paragraph, [266.0, 328.0, 1152.0, 36.0], shoonya_2sNE2MBJDHBKJC, 5687293]
[paragraph, [266.0, 364.0, 1152.0, 36.0], shoonya_2sNE2MBJDHBKJC, 5687293]
[paragraph, [266.0, 400.0, 1152.0, 36.0], shoonya_2sNE2MBJDHBKJC, 5687293]
[paragraph, [266.0, 436.0, 1152.0, 36.0], shoonya_2sNE2MBJDHBKJC, 5687293]
[paragraph, [266.0, 472.0, 1152.0, 36.0], shoonya_2sNE2MBJDHBKJC, 5687293]
[paragraph, [266.0, 508.0, 1152.0, 36.0], shoonya_2sNE2MBJDHBKJC, 5687293]
[paragraph, [266.0, 544.0, 1152.0, 36.0], shoonya_2sNE2MBJDHBKJC, 5687293]
[paragraph, [266.0, 580.0, 1152.0, 36.0], shoonya_2sNE2MBJDHBKJC, 5687293]
[paragraph, [266.0, 616.0, 1152.0, 36.0], shoonya_2sNE2MBJDHBKJC, 5687293]
[paragraph, [266.0, 652.0, 1152.0, 36.0], shoonya_2sNE2MBJDHBKJC, 5687293]
[paragraph, [266.0, 688.0, 1152.0, 36.0], shoonya_2sNE2MBJDHBKJC, 5687293]
[paragraph, [266.0, 724.0, 1152.0, 36.0], shoonya_2sNE2MBJDHBKJC, 5687293]
[paragraph, [266.0, 760.0, 1152.0, 36.0], shoonya_2sNE2MBJDHBKJC, 5687293]
[paragraph, [266.0, 796.0, 1152.0, 36.0], shoonya_2sNE2MBJDHBKJC, 5687293]
[paragraph, [266.0, 832.0, 1152.0, 36.0], shoonya_2sNE2MBJDHBKJC, 5687293]
[paragraph, [266.0, 868.0, 1152.0, 36.0], shoonya_2sNE2MBJDHBKJC, 5687293]
[paragraph, [266.0, 904.0, 1152.0, 36.0], shoonya_2sNE2MBJDHBKJC, 5687293]
[paragraph, [266.0, 940.0, 1152.0, 36.0], shoonya_2sNE2MBJDHBKJC, 5687293]
[paragraph, [266.0, 976.0, 1152.0, 36.0], shoonya_2sNE2MBJDHBKJC, 5687293]
[section-title, [288.0, 1064.0, 376.0, 52.5], shoonya_3sQ5GXG9E53MV8, 5687293]
[paragraph, [267.0, 1153.0, 1151.0, 36.0], shoonya_4s7RKA92JUN7TK, 5687293]
[paragraph, [267.0, 1189.0, 1151.0, 36.0], shoonya_4s7RKA92JUN7TK, 5687293]
[paragraph, [267.0, 1225.0, 1151.0, 36.0], shoonya_4s7RKA92JUN7TK, 5687293]
[paragraph, [267.0, 1261.0, 1151.0, 36.0], shoonya_4s7RKA92JUN7TK, 5687293]
[paragraph, [267.0, 1297.0, 1151.0, 36.0], shoonya_4s7RKA92JUN7TK, 5687293]
[paragraph, [267.0, 1333.0, 1151.0, 36.0], shoonya_4s7RKA92JUN7TK, 5687293]
[paragraph, [267.0, 1369.0, 1151.0, 36.0], shoonya_4s7RKA92JUN7TK, 5687293]
[paragraph, [267.0, 1405.0, 1151.0, 36.0], shoonya_4s7RKA92JUN7TK, 5687293]
[paragraph, [267.0, 1441.0, 1151.0, 36.0], shoonya_4s7RKA92JUN7TK, 5687293]
[paragraph, [267.0, 1477.0, 1151.0, 36.0], shoonya_4s7RKA92JUN7TK, 5687293]
[paragraph, [267.0, 1513.0, 1151.0, 36.0], shoonya_4s7RKA92JUN7TK, 5687293]
[paragraph, [267.0, 1549.0, 1151.0, 36.0], shoonya_4s7RKA92JUN7TK, 5687293]
[paragraph, [267.0, 1585.0, 1151.0, 36.0], shoonya_4s7RKA92JUN7TK, 5687293]
[paragraph, [267.0, 1621.0, 1151.0, 36.0], shoonya_4s7RKA92JUN7TK, 5687293]
[paragraph, [267.0, 1657.0, 1151.0, 36.0], shoonya_4s7RKA92JUN7TK, 5687293]
[paragraph, [267.0, 1693.0, 1151.0, 36.0], shoonya_4s7RKA92JUN7TK, 5687293]
