[1004, 621]
[paragraph, [38.0, 109.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 127.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 145.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 163.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 181.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 199.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 217.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 235.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 253.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 271.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 289.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 307.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 325.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 343.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 361.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 379.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 397.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 415.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 433.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 451.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 469.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 487.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 505.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 523.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 541.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 559.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 577.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 595.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 613.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 631.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 649.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 667.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 685.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 703.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 721.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 739.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 757.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 775.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 793.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 811.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 829.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 847.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 865.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 883.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 901.0, 546.0, 18.0], NiHadPlpKB, 5740600]
[paragraph, [38.0, 919.0, 546.0, 18.0], NiHadPlpKB, 5740600]
