[2338, 1654]
[headline, [770.0, 226.0, 196.0, 67.5], shoonya_3sQ8AHAV58YJGP, 5753497]
[paragraph, [259.0, 363.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 399.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 435.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 471.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 507.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 543.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 579.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 615.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 651.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 687.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 723.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 759.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 795.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 831.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 867.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 903.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 939.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 975.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 1011.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 1047.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 1083.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 1119.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 1155.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 1191.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 1227.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 1263.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 1299.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 1335.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 1371.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 1407.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 1443.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 1479.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 1515.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 1551.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 1587.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [259.0, 1623.0, 1219.0, 36.0], shoonya_1sTOBIYDQ6S8NN, 5753497]
[paragraph, [244.0, 1655.0, 1243.0, 36.0], shoonya_0sK942F1ZSZ35P, 5753497]
[paragraph, [244.0, 1691.0, 1243.0, 36.0], shoonya_0sK942F1ZSZ35P, 5753497]
[paragraph, [244.0, 1727.0, 1243.0, 36.0], shoonya_0sK942F1ZSZ35P, 5753497]
[paragraph, [244.0, 1763.0, 1243.0, 36.0], shoonya_0sK942F1ZSZ35P, 5753497]
[paragraph, [244.0, 1799.0, 1243.0, 36.0], shoonya_0sK942F1ZSZ35P, 5753497]
[paragraph, [244.0, 1835.0, 1243.0, 36.0], shoonya_0sK942F1ZSZ35P, 5753497]
[paragraph, [244.0, 1871.0, 1243.0, 36.0], shoonya_0sK942F1ZSZ35P, 5753497]
[paragraph, [244.0, 1907.0, 1243.0, 36.0], shoonya_0sK942F1ZSZ35P, 5753497]
[paragraph, [244.0, 1943.0, 1243.0, 36.0], shoonya_0sK942F1ZSZ35P, 5753497]
[paragraph, [244.0, 1979.0, 1243.0, 36.0], shoonya_0sK942F1ZSZ35P, 5753497]
[paragraph, [244.0, 2015.0, 1243.0, 36.0], shoonya_0sK942F1ZSZ35P, 5753497]
