[1492, 1000]
[folio, [369.0, 157.0, 296.0, 18.0], bE2sXuQzXS, 5720154]
[paragraph, [242.0, 211.0, 457.0, 18.0], shoonya_1sJK6KHJ9OUSXV, 5720154]
[paragraph, [242.0, 229.0, 457.0, 18.0], shoonya_1sJK6KHJ9OUSXV, 5720154]
[paragraph, [242.0, 247.0, 457.0, 18.0], shoonya_1sJK6KHJ9OUSXV, 5720154]
[paragraph, [242.0, 265.0, 457.0, 18.0], shoonya_1sJK6KHJ9OUSXV, 5720154]
[paragraph, [252.0, 313.0, 476.0, 18.0], kZmRJnff4T, 5720154]
[paragraph, [252.0, 331.0, 476.0, 18.0], kZmRJnff4T, 5720154]
[paragraph, [252.0, 349.0, 476.0, 18.0], kZmRJnff4T, 5720154]
[paragraph, [252.0, 367.0, 476.0, 18.0], kZmRJnff4T, 5720154]
[paragraph, [252.0, 385.0, 476.0, 18.0], kZmRJnff4T, 5720154]
[paragraph, [252.0, 413.0, 526.0, 18.0], 4GqJrO4C5Z, 5720154]
[paragraph, [252.0, 431.0, 526.0, 18.0], 4GqJrO4C5Z, 5720154]
[paragraph, [252.0, 449.0, 526.0, 18.0], 4GqJrO4C5Z, 5720154]
[paragraph, [252.0, 467.0, 526.0, 18.0], 4GqJrO4C5Z, 5720154]
[paragraph, [252.0, 485.0, 526.0, 18.0], 4GqJrO4C5Z, 5720154]
[paragraph, [252.0, 503.0, 526.0, 18.0], 4GqJrO4C5Z, 5720154]
[paragraph, [252.0, 521.0, 526.0, 18.0], 4GqJrO4C5Z, 5720154]
[paragraph, [252.0, 539.0, 526.0, 18.0], 4GqJrO4C5Z, 5720154]
[paragraph, [252.0, 557.0, 526.0, 18.0], 4GqJrO4C5Z, 5720154]
[paragraph, [248.0, 595.0, 527.0, 18.0], nZCP5UMvmk, 5720154]
[paragraph, [248.0, 613.0, 527.0, 18.0], nZCP5UMvmk, 5720154]
[paragraph, [248.0, 631.0, 527.0, 18.0], nZCP5UMvmk, 5720154]
[paragraph, [248.0, 649.0, 527.0, 18.0], nZCP5UMvmk, 5720154]
[paragraph, [262.0, 692.0, 496.0, 18.0], 4wyelTj9Yr, 5720154]
[paragraph, [262.0, 710.0, 496.0, 18.0], 4wyelTj9Yr, 5720154]
[paragraph, [262.0, 728.0, 496.0, 18.0], 4wyelTj9Yr, 5720154]
[paragraph, [262.0, 746.0, 496.0, 18.0], 4wyelTj9Yr, 5720154]
[paragraph, [262.0, 764.0, 496.0, 18.0], 4wyelTj9Yr, 5720154]
[paragraph, [262.0, 782.0, 496.0, 18.0], 4wyelTj9Yr, 5720154]
[paragraph, [262.0, 800.0, 496.0, 18.0], 4wyelTj9Yr, 5720154]
[paragraph, [262.0, 818.0, 496.0, 18.0], 4wyelTj9Yr, 5720154]
[paragraph, [262.0, 836.0, 496.0, 18.0], 4wyelTj9Yr, 5720154]
[paragraph, [260.0, 877.0, 466.0, 18.0], Q53QFjzso-, 5720154]
[paragraph, [260.0, 895.0, 466.0, 18.0], Q53QFjzso-, 5720154]
[paragraph, [260.0, 913.0, 466.0, 18.0], Q53QFjzso-, 5720154]
[paragraph, [260.0, 931.0, 466.0, 18.0], Q53QFjzso-, 5720154]
[paragraph, [262.0, 970.0, 501.0, 18.0], Qrlpu2Udp9, 5720154]
[paragraph, [262.0, 988.0, 501.0, 18.0], Qrlpu2Udp9, 5720154]
[paragraph, [262.0, 1006.0, 501.0, 18.0], Qrlpu2Udp9, 5720154]
[paragraph, [262.0, 1024.0, 501.0, 18.0], Qrlpu2Udp9, 5720154]
[paragraph, [262.0, 1042.0, 501.0, 18.0], Qrlpu2Udp9, 5720154]
[paragraph, [258.0, 1068.0, 451.0, 18.0], wWQhLJrwgk, 5720154]
[paragraph, [258.0, 1086.0, 451.0, 18.0], wWQhLJrwgk, 5720154]
[paragraph, [258.0, 1104.0, 451.0, 18.0], wWQhLJrwgk, 5720154]
[paragraph, [258.0, 1122.0, 451.0, 18.0], wWQhLJrwgk, 5720154]
[paragraph, [253.0, 1155.0, 524.0, 18.0], HODMyHtlCf, 5720154]
[paragraph, [253.0, 1173.0, 524.0, 18.0], HODMyHtlCf, 5720154]
[paragraph, [253.0, 1191.0, 524.0, 18.0], HODMyHtlCf, 5720154]
[paragraph, [253.0, 1209.0, 524.0, 18.0], HODMyHtlCf, 5720154]
[paragraph, [253.0, 1227.0, 524.0, 18.0], HODMyHtlCf, 5720154]
[paragraph, [253.0, 1245.0, 524.0, 18.0], HODMyHtlCf, 5720154]
[paragraph, [253.0, 1263.0, 524.0, 18.0], HODMyHtlCf, 5720154]
[paragraph, [253.0, 1281.0, 524.0, 18.0], HODMyHtlCf, 5720154]
[paragraph, [253.0, 1299.0, 524.0, 18.0], HODMyHtlCf, 5720154]
