[595, 454]
[paragraph, [18.0, 48.0, 206.0, 18.0], joA0WRDBHS, 6460895]
[paragraph, [18.0, 66.0, 206.0, 18.0], joA0WRDBHS, 6460895]
[paragraph, [18.0, 84.0, 206.0, 18.0], joA0WRDBHS, 6460895]
[paragraph, [18.0, 102.0, 206.0, 18.0], joA0WRDBHS, 6460895]
[paragraph, [18.0, 120.0, 206.0, 18.0], joA0WRDBHS, 6460895]
[paragraph, [22.0, 149.0, 200.0, 18.0], EZtzxYq6U9, 6460895]
[paragraph, [22.0, 167.0, 200.0, 18.0], EZtzxYq6U9, 6460895]
[paragraph, [22.0, 185.0, 200.0, 18.0], EZtzxYq6U9, 6460895]
[paragraph, [22.0, 203.0, 200.0, 18.0], EZtzxYq6U9, 6460895]
[paragraph, [21.0, 229.0, 202.0, 18.0], E_henYsD-J, 6460895]
[paragraph, [21.0, 247.0, 202.0, 18.0], E_henYsD-J, 6460895]
[paragraph, [21.0, 265.0, 202.0, 18.0], E_henYsD-J, 6460895]
[paragraph, [21.0, 283.0, 202.0, 18.0], E_henYsD-J, 6460895]
[paragraph, [21.0, 301.0, 202.0, 18.0], E_henYsD-J, 6460895]
[paragraph, [222.0, 282.0, 190.0, 18.0], riuJkOzoHS, 6460895]
[paragraph, [223.0, 309.0, 202.0, 18.0], yVA54zKcZX, 6460895]
[paragraph, [223.0, 327.0, 202.0, 18.0], yVA54zKcZX, 6460895]
[paragraph, [223.0, 345.0, 202.0, 18.0], yVA54zKcZX, 6460895]
[paragraph, [223.0, 363.0, 202.0, 18.0], yVA54zKcZX, 6460895]
[paragraph, [223.0, 381.0, 202.0, 18.0], yVA54zKcZX, 6460895]
[paragraph, [223.0, 399.0, 202.0, 18.0], yVA54zKcZX, 6460895]
[paragraph, [223.0, 417.0, 202.0, 18.0], yVA54zKcZX, 6460895]
[paragraph, [223.0, 435.0, 202.0, 18.0], yVA54zKcZX, 6460895]
[paragraph, [223.0, 453.0, 202.0, 18.0], yVA54zKcZX, 6460895]
[paragraph, [223.0, 471.0, 202.0, 18.0], yVA54zKcZX, 6460895]
[paragraph, [223.0, 489.0, 202.0, 18.0], yVA54zKcZX, 6460895]
[paragraph, [223.0, 507.0, 202.0, 18.0], yVA54zKcZX, 6460895]
[paragraph, [223.0, 525.0, 202.0, 18.0], yVA54zKcZX, 6460895]
[paragraph, [223.0, 543.0, 202.0, 18.0], yVA54zKcZX, 6460895]
[paragraph, [24.0, 326.0, 199.0, 18.0], yGbilhfjlS, 6460895]
[paragraph, [24.0, 344.0, 199.0, 18.0], yGbilhfjlS, 6460895]
[paragraph, [24.0, 362.0, 199.0, 18.0], yGbilhfjlS, 6460895]
[paragraph, [24.0, 380.0, 199.0, 18.0], yGbilhfjlS, 6460895]
[paragraph, [24.0, 398.0, 199.0, 18.0], yGbilhfjlS, 6460895]
[paragraph, [24.0, 416.0, 199.0, 18.0], yGbilhfjlS, 6460895]
[paragraph, [24.0, 434.0, 199.0, 18.0], yGbilhfjlS, 6460895]
[paragraph, [24.0, 452.0, 199.0, 18.0], yGbilhfjlS, 6460895]
[paragraph, [24.0, 470.0, 199.0, 18.0], yGbilhfjlS, 6460895]
[paragraph, [24.0, 488.0, 199.0, 18.0], yGbilhfjlS, 6460895]
[paragraph, [24.0, 506.0, 199.0, 18.0], yGbilhfjlS, 6460895]
[paragraph, [24.0, 524.0, 199.0, 18.0], yGbilhfjlS, 6460895]
[paragraph, [24.0, 542.0, 199.0, 18.0], yGbilhfjlS, 6460895]
[folio, [18.0, 571.0, 71.0, 18.0], C7xXhAwcLI, 6460895]
