[1200, 825]
[paragraph, [134.0, 102.0, 556.0, 18.0], shoonya_0sRWRW5OZM15QC, 5691395]
[paragraph, [134.0, 120.0, 556.0, 18.0], shoonya_0sRWRW5OZM15QC, 5691395]
[paragraph, [134.0, 138.0, 556.0, 18.0], shoonya_0sRWRW5OZM15QC, 5691395]
[paragraph, [134.0, 156.0, 556.0, 18.0], shoonya_0sRWRW5OZM15QC, 5691395]
[paragraph, [134.0, 174.0, 556.0, 18.0], shoonya_0sRWRW5OZM15QC, 5691395]
[paragraph, [134.0, 192.0, 556.0, 18.0], shoonya_0sRWRW5OZM15QC, 5691395]
[paragraph, [134.0, 210.0, 556.0, 18.0], shoonya_0sRWRW5OZM15QC, 5691395]
[paragraph, [134.0, 228.0, 556.0, 18.0], shoonya_0sRWRW5OZM15QC, 5691395]
[paragraph, [134.0, 246.0, 556.0, 18.0], shoonya_0sRWRW5OZM15QC, 5691395]
[paragraph, [134.0, 264.0, 556.0, 18.0], shoonya_0sRWRW5OZM15QC, 5691395]
[paragraph, [134.0, 282.0, 556.0, 18.0], shoonya_0sRWRW5OZM15QC, 5691395]
[paragraph, [134.0, 300.0, 556.0, 18.0], shoonya_0sRWRW5OZM15QC, 5691395]
[paragraph, [134.0, 318.0, 556.0, 18.0], shoonya_0sRWRW5OZM15QC, 5691395]
[paragraph, [134.0, 336.0, 556.0, 18.0], shoonya_0sRWRW5OZM15QC, 5691395]
[paragraph, [134.0, 354.0, 556.0, 18.0], shoonya_0sRWRW5OZM15QC, 5691395]
[paragraph, [134.0, 372.0, 556.0, 18.0], shoonya_0sRWRW5OZM15QC, 5691395]
[paragraph, [134.0, 390.0, 556.0, 18.0], shoonya_0sRWRW5OZM15QC, 5691395]
[paragraph, [134.0, 408.0, 556.0, 18.0], shoonya_0sRWRW5OZM15QC, 5691395]
[paragraph, [134.0, 426.0, 556.0, 18.0], shoonya_0sRWRW5OZM15QC, 5691395]
[paragraph, [134.0, 444.0, 556.0, 18.0], shoonya_0sRWRW5OZM15QC, 5691395]
[paragraph, [134.0, 462.0, 556.0, 18.0], shoonya_0sRWRW5OZM15QC, 5691395]
[paragraph, [132.0, 496.0, 557.0, 18.0], shoonya_2s3LZUHRD9LHJK, 5691395]
[paragraph, [132.0, 514.0, 557.0, 18.0], shoonya_2s3LZUHRD9LHJK, 5691395]
[paragraph, [132.0, 532.0, 557.0, 18.0], shoonya_2s3LZUHRD9LHJK, 5691395]
[paragraph, [132.0, 550.0, 557.0, 18.0], shoonya_2s3LZUHRD9LHJK, 5691395]
[paragraph, [132.0, 568.0, 557.0, 18.0], shoonya_2s3LZUHRD9LHJK, 5691395]
[paragraph, [132.0, 586.0, 557.0, 18.0], shoonya_2s3LZUHRD9LHJK, 5691395]
[paragraph, [132.0, 604.0, 557.0, 18.0], shoonya_2s3LZUHRD9LHJK, 5691395]
[paragraph, [132.0, 622.0, 557.0, 18.0], shoonya_2s3LZUHRD9LHJK, 5691395]
[paragraph, [132.0, 640.0, 557.0, 18.0], shoonya_2s3LZUHRD9LHJK, 5691395]
[paragraph, [132.0, 658.0, 557.0, 18.0], shoonya_2s3LZUHRD9LHJK, 5691395]
[paragraph, [132.0, 676.0, 557.0, 18.0], shoonya_2s3LZUHRD9LHJK, 5691395]
[paragraph, [132.0, 694.0, 557.0, 18.0], shoonya_2s3LZUHRD9LHJK, 5691395]
[paragraph, [132.0, 712.0, 557.0, 18.0], shoonya_2s3LZUHRD9LHJK, 5691395]
[paragraph, [132.0, 730.0, 557.0, 18.0], shoonya_2s3LZUHRD9LHJK, 5691395]
[paragraph, [132.0, 758.0, 556.0, 18.0], shoonya_1sLKKYE5V3RQ2I, 5691395]
[paragraph, [132.0, 776.0, 556.0, 18.0], shoonya_1sLKKYE5V3RQ2I, 5691395]
[paragraph, [132.0, 794.0, 556.0, 18.0], shoonya_1sLKKYE5V3RQ2I, 5691395]
[paragraph, [132.0, 812.0, 556.0, 18.0], shoonya_1sLKKYE5V3RQ2I, 5691395]
[paragraph, [132.0, 830.0, 556.0, 18.0], shoonya_1sLKKYE5V3RQ2I, 5691395]
[paragraph, [132.0, 848.0, 556.0, 18.0], shoonya_1sLKKYE5V3RQ2I, 5691395]
[paragraph, [132.0, 866.0, 556.0, 18.0], shoonya_1sLKKYE5V3RQ2I, 5691395]
[paragraph, [132.0, 884.0, 556.0, 18.0], shoonya_1sLKKYE5V3RQ2I, 5691395]
[paragraph, [132.0, 902.0, 556.0, 18.0], shoonya_1sLKKYE5V3RQ2I, 5691395]
[paragraph, [132.0, 920.0, 556.0, 18.0], shoonya_1sLKKYE5V3RQ2I, 5691395]
[paragraph, [132.0, 938.0, 556.0, 18.0], shoonya_1sLKKYE5V3RQ2I, 5691395]
[paragraph, [132.0, 956.0, 556.0, 18.0], shoonya_1sLKKYE5V3RQ2I, 5691395]
[paragraph, [132.0, 974.0, 556.0, 18.0], shoonya_1sLKKYE5V3RQ2I, 5691395]
[paragraph, [132.0, 992.0, 556.0, 18.0], shoonya_1sLKKYE5V3RQ2I, 5691395]
[paragraph, [132.0, 1010.0, 556.0, 18.0], shoonya_1sLKKYE5V3RQ2I, 5691395]
[paragraph, [132.0, 1028.0, 556.0, 18.0], shoonya_1sLKKYE5V3RQ2I, 5691395]
