[1565, 1152]
[paragraph, [586.0, 117.0, 431.0, 36.0], shoonya_9sO5K965N4MTZ9, 5712581]
[paragraph, [586.0, 153.0, 431.0, 36.0], shoonya_9sO5K965N4MTZ9, 5712581]
[paragraph, [102.0, 121.0, 481.0, 36.0], shoonya_6s00OIR2ALKIX2, 5712581]
[paragraph, [102.0, 157.0, 481.0, 36.0], shoonya_6s00OIR2ALKIX2, 5712581]
[paragraph, [102.0, 193.0, 481.0, 36.0], shoonya_6s00OIR2ALKIX2, 5712581]
[paragraph, [102.0, 229.0, 481.0, 36.0], shoonya_6s00OIR2ALKIX2, 5712581]
[paragraph, [102.0, 265.0, 481.0, 36.0], shoonya_6s00OIR2ALKIX2, 5712581]
[paragraph, [102.0, 301.0, 481.0, 36.0], shoonya_6s00OIR2ALKIX2, 5712581]
[paragraph, [587.0, 197.0, 452.0, 36.0], shoonya_3sKIUAPK233DKZ, 5712581]
[paragraph, [587.0, 233.0, 452.0, 36.0], shoonya_3sKIUAPK233DKZ, 5712581]
[paragraph, [587.0, 269.0, 452.0, 36.0], shoonya_3sKIUAPK233DKZ, 5712581]
[paragraph, [587.0, 305.0, 452.0, 36.0], shoonya_3sKIUAPK233DKZ, 5712581]
[paragraph, [587.0, 341.0, 452.0, 36.0], shoonya_3sKIUAPK233DKZ, 5712581]
[paragraph, [587.0, 377.0, 452.0, 36.0], shoonya_3sKIUAPK233DKZ, 5712581]
[paragraph, [102.0, 366.0, 481.0, 36.0], shoonya_4sW6VTXYPT3OMG, 5712581]
[paragraph, [102.0, 402.0, 481.0, 36.0], shoonya_4sW6VTXYPT3OMG, 5712581]
[paragraph, [102.0, 438.0, 481.0, 36.0], shoonya_4sW6VTXYPT3OMG, 5712581]
[paragraph, [102.0, 474.0, 481.0, 36.0], shoonya_4sW6VTXYPT3OMG, 5712581]
[paragraph, [102.0, 510.0, 481.0, 36.0], shoonya_4sW6VTXYPT3OMG, 5712581]
[paragraph, [581.0, 424.0, 462.0, 36.0], shoonya_2s7B0WZU22Q6LU, 5712581]
[paragraph, [581.0, 460.0, 462.0, 36.0], shoonya_2s7B0WZU22Q6LU, 5712581]
[paragraph, [581.0, 496.0, 462.0, 36.0], shoonya_2s7B0WZU22Q6LU, 5712581]
[paragraph, [581.0, 532.0, 462.0, 36.0], shoonya_2s7B0WZU22Q6LU, 5712581]
[paragraph, [581.0, 568.0, 462.0, 36.0], shoonya_2s7B0WZU22Q6LU, 5712581]
[paragraph, [581.0, 604.0, 462.0, 36.0], shoonya_2s7B0WZU22Q6LU, 5712581]
[paragraph, [581.0, 640.0, 462.0, 36.0], shoonya_2s7B0WZU22Q6LU, 5712581]
[paragraph, [581.0, 676.0, 462.0, 36.0], shoonya_2s7B0WZU22Q6LU, 5712581]
[paragraph, [581.0, 712.0, 462.0, 36.0], shoonya_2s7B0WZU22Q6LU, 5712581]
[paragraph, [581.0, 748.0, 462.0, 36.0], shoonya_2s7B0WZU22Q6LU, 5712581]
[paragraph, [581.0, 784.0, 462.0, 36.0], shoonya_2s7B0WZU22Q6LU, 5712581]
[paragraph, [581.0, 820.0, 462.0, 36.0], shoonya_2s7B0WZU22Q6LU, 5712581]
[paragraph, [100.0, 571.0, 483.0, 36.0], shoonya_0sWNARCN3I2KVY, 5712581]
[paragraph, [100.0, 607.0, 483.0, 36.0], shoonya_0sWNARCN3I2KVY, 5712581]
[paragraph, [100.0, 643.0, 483.0, 36.0], shoonya_0sWNARCN3I2KVY, 5712581]
[paragraph, [100.0, 679.0, 483.0, 36.0], shoonya_0sWNARCN3I2KVY, 5712581]
[paragraph, [100.0, 715.0, 483.0, 36.0], shoonya_0sWNARCN3I2KVY, 5712581]
[paragraph, [100.0, 751.0, 483.0, 36.0], shoonya_0sWNARCN3I2KVY, 5712581]
[paragraph, [100.0, 787.0, 483.0, 36.0], shoonya_0sWNARCN3I2KVY, 5712581]
[paragraph, [100.0, 823.0, 483.0, 36.0], shoonya_0sWNARCN3I2KVY, 5712581]
[paragraph, [100.0, 859.0, 483.0, 36.0], shoonya_0sWNARCN3I2KVY, 5712581]
[paragraph, [100.0, 895.0, 483.0, 36.0], shoonya_0sWNARCN3I2KVY, 5712581]
[paragraph, [100.0, 931.0, 483.0, 36.0], shoonya_0sWNARCN3I2KVY, 5712581]
[paragraph, [100.0, 967.0, 483.0, 36.0], shoonya_0sWNARCN3I2KVY, 5712581]
[paragraph, [100.0, 1003.0, 483.0, 36.0], shoonya_0sWNARCN3I2KVY, 5712581]
[paragraph, [584.0, 875.0, 462.0, 36.0], shoonya_8sU9LLEX2ZJ24R, 5712581]
[paragraph, [584.0, 911.0, 462.0, 36.0], shoonya_8sU9LLEX2ZJ24R, 5712581]
[paragraph, [584.0, 947.0, 462.0, 36.0], shoonya_8sU9LLEX2ZJ24R, 5712581]
[paragraph, [581.0, 987.0, 471.0, 36.0], shoonya_1sXGZCCQAH8SUH, 5712581]
[paragraph, [581.0, 1023.0, 471.0, 36.0], shoonya_1sXGZCCQAH8SUH, 5712581]
[paragraph, [581.0, 1059.0, 471.0, 36.0], shoonya_1sXGZCCQAH8SUH, 5712581]
[paragraph, [581.0, 1095.0, 471.0, 36.0], shoonya_1sXGZCCQAH8SUH, 5712581]
[paragraph, [581.0, 1131.0, 471.0, 36.0], shoonya_1sXGZCCQAH8SUH, 5712581]
[paragraph, [581.0, 1167.0, 471.0, 36.0], shoonya_1sXGZCCQAH8SUH, 5712581]
[paragraph, [581.0, 1203.0, 471.0, 36.0], shoonya_1sXGZCCQAH8SUH, 5712581]
[paragraph, [581.0, 1239.0, 471.0, 36.0], shoonya_1sXGZCCQAH8SUH, 5712581]
[paragraph, [581.0, 1275.0, 471.0, 36.0], shoonya_1sXGZCCQAH8SUH, 5712581]
[paragraph, [581.0, 1311.0, 471.0, 36.0], shoonya_1sXGZCCQAH8SUH, 5712581]
[paragraph, [581.0, 1347.0, 471.0, 36.0], shoonya_1sXGZCCQAH8SUH, 5712581]
[paragraph, [581.0, 1383.0, 471.0, 36.0], shoonya_1sXGZCCQAH8SUH, 5712581]
[paragraph, [99.0, 1072.0, 483.0, 36.0], shoonya_7sLR3E569C6P1T, 5712581]
[paragraph, [99.0, 1108.0, 483.0, 36.0], shoonya_7sLR3E569C6P1T, 5712581]
[paragraph, [99.0, 1144.0, 483.0, 36.0], shoonya_7sLR3E569C6P1T, 5712581]
[paragraph, [103.0, 1203.0, 481.0, 36.0], shoonya_5sFUVUIPZ4KMNG, 5712581]
[paragraph, [103.0, 1239.0, 481.0, 36.0], shoonya_5sFUVUIPZ4KMNG, 5712581]
[paragraph, [103.0, 1275.0, 481.0, 36.0], shoonya_5sFUVUIPZ4KMNG, 5712581]
[paragraph, [103.0, 1311.0, 481.0, 36.0], shoonya_5sFUVUIPZ4KMNG, 5712581]
[paragraph, [103.0, 1347.0, 481.0, 36.0], shoonya_5sFUVUIPZ4KMNG, 5712581]
[paragraph, [103.0, 1383.0, 481.0, 36.0], shoonya_5sFUVUIPZ4KMNG, 5712581]
[folio, [117.0, 1449.0, 143.0, 36.0], WuFCk0jBn1, 5712581]
