[1518, 1004]
[folio, [445.0, 77.0, 115.0, 36.0], xeb8HqdEU3, 6471526]
[headline, [381.0, 169.0, 235.0, 37.5], 3Q6OLcqFor, 6471526]
[paragraph, [658.0, 277.0, 294.0, 36.0], QWuJAtqUDR, 6471526]
[paragraph, [658.0, 313.0, 294.0, 36.0], QWuJAtqUDR, 6471526]
[paragraph, [658.0, 349.0, 294.0, 36.0], QWuJAtqUDR, 6471526]
[paragraph, [658.0, 385.0, 294.0, 36.0], QWuJAtqUDR, 6471526]
[paragraph, [658.0, 421.0, 294.0, 36.0], QWuJAtqUDR, 6471526]
[paragraph, [658.0, 457.0, 294.0, 36.0], QWuJAtqUDR, 6471526]
[paragraph, [658.0, 493.0, 294.0, 36.0], QWuJAtqUDR, 6471526]
[paragraph, [658.0, 529.0, 294.0, 36.0], QWuJAtqUDR, 6471526]
[paragraph, [658.0, 565.0, 294.0, 36.0], QWuJAtqUDR, 6471526]
[paragraph, [658.0, 601.0, 294.0, 36.0], QWuJAtqUDR, 6471526]
[paragraph, [658.0, 637.0, 294.0, 36.0], QWuJAtqUDR, 6471526]
[paragraph, [658.0, 673.0, 294.0, 36.0], QWuJAtqUDR, 6471526]
[paragraph, [658.0, 709.0, 294.0, 36.0], QWuJAtqUDR, 6471526]
[paragraph, [658.0, 745.0, 294.0, 36.0], QWuJAtqUDR, 6471526]
[paragraph, [658.0, 781.0, 294.0, 36.0], QWuJAtqUDR, 6471526]
[paragraph, [54.0, 568.0, 291.0, 36.0], shoonya_1s617S24U1L2SI, 6471526]
[paragraph, [54.0, 604.0, 291.0, 36.0], shoonya_1s617S24U1L2SI, 6471526]
[paragraph, [54.0, 640.0, 291.0, 36.0], shoonya_1s617S24U1L2SI, 6471526]
[paragraph, [54.0, 676.0, 291.0, 36.0], shoonya_1s617S24U1L2SI, 6471526]
[paragraph, [54.0, 712.0, 291.0, 36.0], shoonya_1s617S24U1L2SI, 6471526]
[paragraph, [54.0, 748.0, 291.0, 36.0], shoonya_1s617S24U1L2SI, 6471526]
[paragraph, [54.0, 784.0, 291.0, 36.0], shoonya_1s617S24U1L2SI, 6471526]
[paragraph, [54.0, 820.0, 291.0, 36.0], shoonya_1s617S24U1L2SI, 6471526]
[paragraph, [54.0, 856.0, 291.0, 36.0], shoonya_1s617S24U1L2SI, 6471526]
[paragraph, [54.0, 892.0, 291.0, 36.0], shoonya_1s617S24U1L2SI, 6471526]
[paragraph, [54.0, 928.0, 291.0, 36.0], shoonya_1s617S24U1L2SI, 6471526]
[paragraph, [54.0, 964.0, 291.0, 36.0], shoonya_1s617S24U1L2SI, 6471526]
[paragraph, [54.0, 1000.0, 291.0, 36.0], shoonya_1s617S24U1L2SI, 6471526]
[paragraph, [54.0, 1036.0, 291.0, 36.0], shoonya_1s617S24U1L2SI, 6471526]
[paragraph, [54.0, 1072.0, 291.0, 36.0], shoonya_1s617S24U1L2SI, 6471526]
[paragraph, [54.0, 1108.0, 291.0, 36.0], shoonya_1s617S24U1L2SI, 6471526]
[paragraph, [54.0, 1144.0, 291.0, 36.0], shoonya_1s617S24U1L2SI, 6471526]
[paragraph, [54.0, 1180.0, 291.0, 36.0], shoonya_1s617S24U1L2SI, 6471526]
[paragraph, [54.0, 1216.0, 291.0, 36.0], shoonya_1s617S24U1L2SI, 6471526]
[paragraph, [54.0, 1252.0, 291.0, 36.0], shoonya_1s617S24U1L2SI, 6471526]
[paragraph, [54.0, 1288.0, 291.0, 36.0], shoonya_1s617S24U1L2SI, 6471526]
[paragraph, [54.0, 1324.0, 291.0, 36.0], shoonya_1s617S24U1L2SI, 6471526]
[paragraph, [54.0, 1360.0, 291.0, 36.0], shoonya_1s617S24U1L2SI, 6471526]
[paragraph, [354.0, 569.0, 291.0, 36.0], shoonya_4sQ3J1LLQZ263D, 6471526]
[paragraph, [354.0, 605.0, 291.0, 36.0], shoonya_4sQ3J1LLQZ263D, 6471526]
[paragraph, [354.0, 641.0, 291.0, 36.0], shoonya_4sQ3J1LLQZ263D, 6471526]
[paragraph, [354.0, 677.0, 291.0, 36.0], shoonya_4sQ3J1LLQZ263D, 6471526]
[paragraph, [354.0, 713.0, 291.0, 36.0], shoonya_4sQ3J1LLQZ263D, 6471526]
[paragraph, [354.0, 749.0, 291.0, 36.0], shoonya_4sQ3J1LLQZ263D, 6471526]
[paragraph, [354.0, 785.0, 291.0, 36.0], shoonya_4sQ3J1LLQZ263D, 6471526]
[paragraph, [354.0, 821.0, 291.0, 36.0], shoonya_4sQ3J1LLQZ263D, 6471526]
[paragraph, [354.0, 857.0, 291.0, 36.0], shoonya_4sQ3J1LLQZ263D, 6471526]
