[1468, 909]
[headline, [203.0, 73.0, 494.0, 25.5], shoonya_3sL587JJEI5HUF, 5770724]
[headline, [203.0, 98.5, 494.0, 25.5], shoonya_3sL587JJEI5HUF, 5770724]
[headline, [203.0, 124.0, 494.0, 25.5], shoonya_3sL587JJEI5HUF, 5770724]
[author, [267.0, 155.0, 370.0, 18.0], CHy_cnLV9K, 5770724]
[author, [267.0, 173.0, 370.0, 18.0], CHy_cnLV9K, 5770724]
[paragraph, [454.0, 239.0, 371.0, 18.0], ccAlr57h3A, 5770724]
[paragraph, [454.0, 257.0, 371.0, 18.0], ccAlr57h3A, 5770724]
[paragraph, [454.0, 275.0, 371.0, 18.0], ccAlr57h3A, 5770724]
[paragraph, [454.0, 293.0, 371.0, 18.0], ccAlr57h3A, 5770724]
[paragraph, [454.0, 311.0, 371.0, 18.0], ccAlr57h3A, 5770724]
[paragraph, [454.0, 329.0, 371.0, 18.0], ccAlr57h3A, 5770724]
[paragraph, [454.0, 347.0, 371.0, 18.0], ccAlr57h3A, 5770724]
[paragraph, [454.0, 365.0, 371.0, 18.0], ccAlr57h3A, 5770724]
[paragraph, [69.0, 247.0, 378.0, 18.0], 8e41PQ6D0F, 5770724]
[paragraph, [69.0, 265.0, 378.0, 18.0], 8e41PQ6D0F, 5770724]
[paragraph, [69.0, 283.0, 378.0, 18.0], 8e41PQ6D0F, 5770724]
[paragraph, [69.0, 301.0, 378.0, 18.0], 8e41PQ6D0F, 5770724]
[paragraph, [69.0, 319.0, 378.0, 18.0], 8e41PQ6D0F, 5770724]
[paragraph, [69.0, 337.0, 378.0, 18.0], 8e41PQ6D0F, 5770724]
[paragraph, [69.0, 355.0, 378.0, 18.0], 8e41PQ6D0F, 5770724]
[paragraph, [69.0, 373.0, 378.0, 18.0], 8e41PQ6D0F, 5770724]
[paragraph, [69.0, 391.0, 378.0, 18.0], 8e41PQ6D0F, 5770724]
[paragraph, [69.0, 409.0, 378.0, 18.0], 8e41PQ6D0F, 5770724]
[paragraph, [69.0, 427.0, 378.0, 18.0], 8e41PQ6D0F, 5770724]
[paragraph, [456.0, 384.0, 370.0, 18.0], vTATjKeorC, 5770724]
[paragraph, [456.0, 402.0, 370.0, 18.0], vTATjKeorC, 5770724]
[paragraph, [456.0, 420.0, 370.0, 18.0], vTATjKeorC, 5770724]
[paragraph, [456.0, 438.0, 370.0, 18.0], vTATjKeorC, 5770724]
[paragraph, [456.0, 456.0, 370.0, 18.0], vTATjKeorC, 5770724]
[paragraph, [456.0, 474.0, 370.0, 18.0], vTATjKeorC, 5770724]
[paragraph, [456.0, 492.0, 370.0, 18.0], vTATjKeorC, 5770724]
[paragraph, [456.0, 510.0, 370.0, 18.0], vTATjKeorC, 5770724]
[paragraph, [456.0, 528.0, 370.0, 18.0], vTATjKeorC, 5770724]
[paragraph, [71.0, 452.0, 379.0, 18.0], CDRqbnzHRw, 5770724]
[paragraph, [71.0, 470.0, 379.0, 18.0], CDRqbnzHRw, 5770724]
[paragraph, [71.0, 488.0, 379.0, 18.0], CDRqbnzHRw, 5770724]
[paragraph, [71.0, 506.0, 379.0, 18.0], CDRqbnzHRw, 5770724]
[paragraph, [71.0, 524.0, 379.0, 18.0], CDRqbnzHRw, 5770724]
[paragraph, [71.0, 542.0, 379.0, 18.0], CDRqbnzHRw, 5770724]
[paragraph, [71.0, 560.0, 379.0, 18.0], CDRqbnzHRw, 5770724]
[paragraph, [71.0, 578.0, 379.0, 18.0], CDRqbnzHRw, 5770724]
[paragraph, [71.0, 596.0, 379.0, 18.0], CDRqbnzHRw, 5770724]
[paragraph, [71.0, 614.0, 379.0, 18.0], CDRqbnzHRw, 5770724]
[paragraph, [71.0, 632.0, 379.0, 18.0], CDRqbnzHRw, 5770724]
[paragraph, [71.0, 650.0, 379.0, 18.0], CDRqbnzHRw, 5770724]
[paragraph, [71.0, 668.0, 379.0, 18.0], CDRqbnzHRw, 5770724]
[paragraph, [71.0, 686.0, 379.0, 18.0], CDRqbnzHRw, 5770724]
[paragraph, [71.0, 704.0, 379.0, 18.0], CDRqbnzHRw, 5770724]
[paragraph, [71.0, 722.0, 379.0, 18.0], CDRqbnzHRw, 5770724]
[paragraph, [465.0, 555.0, 374.0, 18.0], 1eBhwLaWyz, 5770724]
[paragraph, [465.0, 573.0, 374.0, 18.0], 1eBhwLaWyz, 5770724]
[paragraph, [465.0, 591.0, 374.0, 18.0], 1eBhwLaWyz, 5770724]
[paragraph, [465.0, 609.0, 374.0, 18.0], 1eBhwLaWyz, 5770724]
[paragraph, [465.0, 627.0, 374.0, 18.0], 1eBhwLaWyz, 5770724]
[paragraph, [465.0, 645.0, 374.0, 18.0], 1eBhwLaWyz, 5770724]
[paragraph, [465.0, 663.0, 374.0, 18.0], 1eBhwLaWyz, 5770724]
[paragraph, [465.0, 681.0, 374.0, 18.0], 1eBhwLaWyz, 5770724]
[paragraph, [465.0, 699.0, 374.0, 18.0], 1eBhwLaWyz, 5770724]
[paragraph, [465.0, 717.0, 374.0, 18.0], 1eBhwLaWyz, 5770724]
[paragraph, [465.0, 735.0, 374.0, 18.0], 1eBhwLaWyz, 5770724]
[paragraph, [465.0, 753.0, 374.0, 18.0], 1eBhwLaWyz, 5770724]
[paragraph, [465.0, 771.0, 374.0, 18.0], 1eBhwLaWyz, 5770724]
[paragraph, [465.0, 789.0, 374.0, 18.0], 1eBhwLaWyz, 5770724]
[paragraph, [465.0, 807.0, 374.0, 18.0], 1eBhwLaWyz, 5770724]
[paragraph, [465.0, 825.0, 374.0, 18.0], 1eBhwLaWyz, 5770724]
[paragraph, [465.0, 843.0, 374.0, 18.0], 1eBhwLaWyz, 5770724]
[paragraph, [465.0, 861.0, 374.0, 18.0], 1eBhwLaWyz, 5770724]
[paragraph, [465.0, 879.0, 374.0, 18.0], 1eBhwLaWyz, 5770724]
[paragraph, [465.0, 897.0, 374.0, 18.0], 1eBhwLaWyz, 5770724]
[paragraph, [465.0, 915.0, 374.0, 18.0], 1eBhwLaWyz, 5770724]
[paragraph, [465.0, 933.0, 374.0, 18.0], 1eBhwLaWyz, 5770724]
[paragraph, [465.0, 951.0, 374.0, 18.0], 1eBhwLaWyz, 5770724]
[paragraph, [465.0, 969.0, 374.0, 18.0], 1eBhwLaWyz, 5770724]
[paragraph, [465.0, 987.0, 374.0, 18.0], 1eBhwLaWyz, 5770724]
[section-title, [178.0, 743.0, 181.0, 30.0], sanpwkbnIk, 5770724]
[paragraph, [79.0, 779.0, 374.0, 18.0], Isz5b6VaFK, 5770724]
[paragraph, [79.0, 797.0, 374.0, 18.0], Isz5b6VaFK, 5770724]
[paragraph, [79.0, 815.0, 374.0, 18.0], Isz5b6VaFK, 5770724]
[paragraph, [79.0, 833.0, 374.0, 18.0], Isz5b6VaFK, 5770724]
[paragraph, [79.0, 851.0, 374.0, 18.0], Isz5b6VaFK, 5770724]
[paragraph, [79.0, 869.0, 374.0, 18.0], Isz5b6VaFK, 5770724]
[paragraph, [79.0, 887.0, 374.0, 18.0], Isz5b6VaFK, 5770724]
[paragraph, [79.0, 905.0, 374.0, 18.0], Isz5b6VaFK, 5770724]
[paragraph, [79.0, 923.0, 374.0, 18.0], Isz5b6VaFK, 5770724]
[paragraph, [79.0, 941.0, 374.0, 18.0], Isz5b6VaFK, 5770724]
[paragraph, [78.0, 948.0, 376.0, 18.0], UBSx0YY7Z9, 5770724]
[paragraph, [78.0, 966.0, 376.0, 18.0], UBSx0YY7Z9, 5770724]
[paragraph, [78.0, 984.0, 376.0, 18.0], UBSx0YY7Z9, 5770724]
[footnote, [71.0, 1020.0, 777.0, 18.0], 3r5aTW8Lai, 5770724]
[footnote, [71.0, 1038.0, 777.0, 18.0], 3r5aTW8Lai, 5770724]
[footnote, [71.0, 1056.0, 777.0, 18.0], 3r5aTW8Lai, 5770724]
[footnote, [71.0, 1074.0, 777.0, 18.0], 3r5aTW8Lai, 5770724]
[footnote, [71.0, 1092.0, 777.0, 18.0], 3r5aTW8Lai, 5770724]
[footnote, [71.0, 1110.0, 777.0, 18.0], 3r5aTW8Lai, 5770724]
[footnote, [71.0, 1128.0, 777.0, 18.0], 3r5aTW8Lai, 5770724]
[footnote, [71.0, 1146.0, 777.0, 18.0], 3r5aTW8Lai, 5770724]
[footnote, [71.0, 1164.0, 777.0, 18.0], 3r5aTW8Lai, 5770724]
[footnote, [71.0, 1182.0, 777.0, 18.0], 3r5aTW8Lai, 5770724]
[footnote, [71.0, 1200.0, 777.0, 18.0], 3r5aTW8Lai, 5770724]
[footnote, [71.0, 1218.0, 777.0, 18.0], 3r5aTW8Lai, 5770724]
[footnote, [71.0, 1236.0, 777.0, 18.0], 3r5aTW8Lai, 5770724]
[footnote, [71.0, 1254.0, 777.0, 18.0], 3r5aTW8Lai, 5770724]
[footnote, [71.0, 1272.0, 777.0, 18.0], 3r5aTW8Lai, 5770724]
[footnote, [71.0, 1290.0, 777.0, 18.0], 3r5aTW8Lai, 5770724]
