[1031, 622]
[section-title, [252.0, 68.0, 112.0, 30.0], PV4rN8afDL, 5710277]
[paragraph, [49.0, 112.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 130.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 148.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 166.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 184.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 202.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 220.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 238.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 256.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 274.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 292.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 310.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 328.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 346.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 364.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 382.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 400.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 418.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 436.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 454.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 472.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 490.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 508.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 526.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 544.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 562.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 580.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 598.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 616.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 634.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 652.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [49.0, 670.0, 533.0, 18.0], shoonya_1sPZMEKS7D5RIQ, 5710277]
[paragraph, [52.0, 706.0, 529.0, 18.0], shoonya_0sPTFOVK7Z3OD1, 5710277]
[paragraph, [52.0, 724.0, 529.0, 18.0], shoonya_0sPTFOVK7Z3OD1, 5710277]
[paragraph, [52.0, 742.0, 529.0, 18.0], shoonya_0sPTFOVK7Z3OD1, 5710277]
[paragraph, [52.0, 760.0, 529.0, 18.0], shoonya_0sPTFOVK7Z3OD1, 5710277]
[paragraph, [52.0, 778.0, 529.0, 18.0], shoonya_0sPTFOVK7Z3OD1, 5710277]
[paragraph, [52.0, 796.0, 529.0, 18.0], shoonya_0sPTFOVK7Z3OD1, 5710277]
[paragraph, [52.0, 814.0, 529.0, 18.0], shoonya_0sPTFOVK7Z3OD1, 5710277]
[paragraph, [52.0, 832.0, 529.0, 18.0], shoonya_0sPTFOVK7Z3OD1, 5710277]
[paragraph, [52.0, 850.0, 529.0, 18.0], shoonya_0sPTFOVK7Z3OD1, 5710277]
[paragraph, [52.0, 868.0, 529.0, 18.0], shoonya_0sPTFOVK7Z3OD1, 5710277]
[paragraph, [52.0, 886.0, 529.0, 18.0], shoonya_0sPTFOVK7Z3OD1, 5710277]
[paragraph, [52.0, 904.0, 529.0, 18.0], shoonya_0sPTFOVK7Z3OD1, 5710277]
[paragraph, [52.0, 922.0, 529.0, 18.0], shoonya_0sPTFOVK7Z3OD1, 5710277]
[paragraph, [52.0, 940.0, 529.0, 18.0], shoonya_0sPTFOVK7Z3OD1, 5710277]
