[1273, 873]
[chapter-title, [383.0, 63.0, 210.0, 30.0], shoonya_9s6XPL2IJS2YCV, 5776354]
[paragraph, [173.0, 102.0, 630.0, 18.0], shoonya_0s4H76FHX8S5CE, 5776354]
[paragraph, [173.0, 120.0, 630.0, 18.0], shoonya_0s4H76FHX8S5CE, 5776354]
[paragraph, [173.0, 138.0, 630.0, 18.0], shoonya_0s4H76FHX8S5CE, 5776354]
[paragraph, [173.0, 156.0, 630.0, 18.0], shoonya_0s4H76FHX8S5CE, 5776354]
[paragraph, [173.0, 174.0, 630.0, 18.0], shoonya_0s4H76FHX8S5CE, 5776354]
[paragraph, [173.0, 192.0, 630.0, 18.0], shoonya_0s4H76FHX8S5CE, 5776354]
[paragraph, [173.0, 210.0, 630.0, 18.0], shoonya_0s4H76FHX8S5CE, 5776354]
[paragraph, [173.0, 228.0, 630.0, 18.0], shoonya_0s4H76FHX8S5CE, 5776354]
[paragraph, [173.0, 246.0, 630.0, 18.0], shoonya_0s4H76FHX8S5CE, 5776354]
[paragraph, [173.0, 264.0, 630.0, 18.0], shoonya_0s4H76FHX8S5CE, 5776354]
[paragraph, [173.0, 282.0, 630.0, 18.0], shoonya_0s4H76FHX8S5CE, 5776354]
[paragraph, [173.0, 300.0, 630.0, 18.0], shoonya_0s4H76FHX8S5CE, 5776354]
[paragraph, [177.0, 329.0, 627.0, 18.0], shoonya_4sI4F9RYW85YC9, 5776354]
[paragraph, [177.0, 347.0, 627.0, 18.0], shoonya_4sI4F9RYW85YC9, 5776354]
[paragraph, [177.0, 365.0, 627.0, 18.0], shoonya_4sI4F9RYW85YC9, 5776354]
[paragraph, [177.0, 383.0, 627.0, 18.0], shoonya_4sI4F9RYW85YC9, 5776354]
[paragraph, [177.0, 401.0, 627.0, 18.0], shoonya_4sI4F9RYW85YC9, 5776354]
[paragraph, [179.0, 430.0, 627.0, 18.0], shoonya_1sIHRBIJLSHMFW, 5776354]
[paragraph, [179.0, 448.0, 627.0, 18.0], shoonya_1sIHRBIJLSHMFW, 5776354]
[paragraph, [179.0, 466.0, 627.0, 18.0], shoonya_1sIHRBIJLSHMFW, 5776354]
[paragraph, [179.0, 484.0, 627.0, 18.0], shoonya_1sIHRBIJLSHMFW, 5776354]
[paragraph, [179.0, 502.0, 627.0, 18.0], shoonya_1sIHRBIJLSHMFW, 5776354]
[paragraph, [179.0, 520.0, 627.0, 18.0], shoonya_1sIHRBIJLSHMFW, 5776354]
[paragraph, [179.0, 538.0, 627.0, 18.0], shoonya_1sIHRBIJLSHMFW, 5776354]
[paragraph, [179.0, 556.0, 627.0, 18.0], shoonya_1sIHRBIJLSHMFW, 5776354]
[paragraph, [181.0, 584.0, 626.0, 18.0], shoonya_7sIBK4342LQKVG, 5776354]
[paragraph, [181.0, 602.0, 626.0, 18.0], shoonya_7sIBK4342LQKVG, 5776354]
[paragraph, [181.0, 620.0, 626.0, 18.0], shoonya_7sIBK4342LQKVG, 5776354]
[paragraph, [181.0, 638.0, 626.0, 18.0], shoonya_7sIBK4342LQKVG, 5776354]
[paragraph, [182.0, 663.0, 626.0, 18.0], shoonya_6sRJAACJX41B7X, 5776354]
[paragraph, [182.0, 681.0, 626.0, 18.0], shoonya_6sRJAACJX41B7X, 5776354]
[paragraph, [182.0, 699.0, 626.0, 18.0], shoonya_6sRJAACJX41B7X, 5776354]
[paragraph, [182.0, 717.0, 626.0, 18.0], shoonya_6sRJAACJX41B7X, 5776354]
[paragraph, [183.0, 742.0, 625.0, 18.0], shoonya_2sJ47DYU9W69D0, 5776354]
[paragraph, [183.0, 760.0, 625.0, 18.0], shoonya_2sJ47DYU9W69D0, 5776354]
[paragraph, [183.0, 778.0, 625.0, 18.0], shoonya_2sJ47DYU9W69D0, 5776354]
[paragraph, [183.0, 796.0, 625.0, 18.0], shoonya_2sJ47DYU9W69D0, 5776354]
[paragraph, [183.0, 814.0, 625.0, 18.0], shoonya_2sJ47DYU9W69D0, 5776354]
[paragraph, [183.0, 832.0, 625.0, 18.0], shoonya_2sJ47DYU9W69D0, 5776354]
[paragraph, [183.0, 850.0, 625.0, 18.0], shoonya_2sJ47DYU9W69D0, 5776354]
[paragraph, [183.0, 868.0, 625.0, 18.0], shoonya_2sJ47DYU9W69D0, 5776354]
[paragraph, [184.0, 896.0, 623.0, 18.0], shoonya_3sAL2NIC8PFKBG, 5776354]
[paragraph, [184.0, 914.0, 623.0, 18.0], shoonya_3sAL2NIC8PFKBG, 5776354]
[paragraph, [184.0, 932.0, 623.0, 18.0], shoonya_3sAL2NIC8PFKBG, 5776354]
[paragraph, [184.0, 950.0, 623.0, 18.0], shoonya_3sAL2NIC8PFKBG, 5776354]
[paragraph, [185.0, 975.0, 625.0, 18.0], shoonya_5sOGF2RVILSVWZ, 5776354]
[paragraph, [185.0, 993.0, 625.0, 18.0], shoonya_5sOGF2RVILSVWZ, 5776354]
[paragraph, [185.0, 1011.0, 625.0, 18.0], shoonya_5sOGF2RVILSVWZ, 5776354]
[paragraph, [185.0, 1029.0, 625.0, 18.0], shoonya_5sOGF2RVILSVWZ, 5776354]
[paragraph, [185.0, 1047.0, 625.0, 18.0], shoonya_5sOGF2RVILSVWZ, 5776354]
[paragraph, [185.0, 1065.0, 625.0, 18.0], shoonya_5sOGF2RVILSVWZ, 5776354]
[paragraph, [185.0, 1083.0, 625.0, 18.0], shoonya_5sOGF2RVILSVWZ, 5776354]
