[792, 612]
[folio, [88.0, 46.0, 111.0, 18.0], ij_kCRTm0H, 6491614]
[folio, [50.0, 71.0, 70.0, 18.0], gEPp8EkC4y, 6491614]
[folio, [50.0, 89.0, 70.0, 18.0], gEPp8EkC4y, 6491614]
[folio, [50.0, 107.0, 70.0, 18.0], gEPp8EkC4y, 6491614]
[headline, [158.0, 109.0, 334.0, 25.5], tpqmtwyPfB, 6491614]
[author, [458.0, 151.0, 105.0, 18.0], TZB_pkEQkk, 6491614]
[paragraph, [52.0, 185.0, 254.0, 18.0], shoonya_0sGWYFQ4LLP1LJ, 6491614]
[paragraph, [52.0, 203.0, 254.0, 18.0], shoonya_0sGWYFQ4LLP1LJ, 6491614]
[paragraph, [52.0, 221.0, 254.0, 18.0], shoonya_0sGWYFQ4LLP1LJ, 6491614]
[paragraph, [52.0, 239.0, 254.0, 18.0], shoonya_0sGWYFQ4LLP1LJ, 6491614]
[paragraph, [52.0, 257.0, 254.0, 18.0], shoonya_0sGWYFQ4LLP1LJ, 6491614]
[paragraph, [52.0, 275.0, 254.0, 18.0], shoonya_0sGWYFQ4LLP1LJ, 6491614]
[paragraph, [52.0, 293.0, 254.0, 18.0], shoonya_0sGWYFQ4LLP1LJ, 6491614]
[paragraph, [309.0, 188.0, 257.0, 18.0], oBf0by7HnR, 6491614]
[paragraph, [309.0, 206.0, 257.0, 18.0], oBf0by7HnR, 6491614]
[paragraph, [308.0, 228.0, 257.0, 18.0], Yck4JfYhH7, 6491614]
[paragraph, [308.0, 246.0, 257.0, 18.0], Yck4JfYhH7, 6491614]
[paragraph, [308.0, 264.0, 257.0, 18.0], Yck4JfYhH7, 6491614]
[paragraph, [308.0, 282.0, 257.0, 18.0], Yck4JfYhH7, 6491614]
[paragraph, [308.0, 300.0, 257.0, 18.0], Yck4JfYhH7, 6491614]
[paragraph, [308.0, 318.0, 257.0, 18.0], Yck4JfYhH7, 6491614]
[paragraph, [308.0, 336.0, 257.0, 18.0], Yck4JfYhH7, 6491614]
[paragraph, [52.0, 321.0, 252.0, 18.0], 6RsBJc-xUb, 6491614]
[paragraph, [52.0, 339.0, 252.0, 18.0], 6RsBJc-xUb, 6491614]
[paragraph, [52.0, 357.0, 252.0, 18.0], 6RsBJc-xUb, 6491614]
[paragraph, [52.0, 375.0, 252.0, 18.0], 6RsBJc-xUb, 6491614]
[paragraph, [52.0, 393.0, 252.0, 18.0], 6RsBJc-xUb, 6491614]
[paragraph, [52.0, 411.0, 252.0, 18.0], 6RsBJc-xUb, 6491614]
[paragraph, [52.0, 429.0, 252.0, 18.0], 6RsBJc-xUb, 6491614]
[paragraph, [309.0, 361.0, 256.0, 18.0], 3-q9W990ip, 6491614]
[paragraph, [309.0, 379.0, 256.0, 18.0], 3-q9W990ip, 6491614]
[paragraph, [309.0, 397.0, 256.0, 18.0], 3-q9W990ip, 6491614]
[paragraph, [309.0, 415.0, 256.0, 18.0], 3-q9W990ip, 6491614]
[paragraph, [309.0, 433.0, 256.0, 18.0], 3-q9W990ip, 6491614]
[paragraph, [309.0, 451.0, 256.0, 18.0], 3-q9W990ip, 6491614]
[paragraph, [309.0, 469.0, 256.0, 18.0], 3-q9W990ip, 6491614]
[paragraph, [309.0, 487.0, 256.0, 18.0], 3-q9W990ip, 6491614]
[paragraph, [309.0, 505.0, 256.0, 18.0], 3-q9W990ip, 6491614]
[paragraph, [309.0, 523.0, 256.0, 18.0], 3-q9W990ip, 6491614]
[paragraph, [309.0, 541.0, 256.0, 18.0], 3-q9W990ip, 6491614]
[paragraph, [309.0, 559.0, 256.0, 18.0], 3-q9W990ip, 6491614]
[paragraph, [47.0, 455.0, 257.0, 18.0], uhJ4tNepP0, 6491614]
[paragraph, [47.0, 473.0, 257.0, 18.0], uhJ4tNepP0, 6491614]
[paragraph, [47.0, 491.0, 257.0, 18.0], uhJ4tNepP0, 6491614]
[paragraph, [47.0, 509.0, 257.0, 18.0], uhJ4tNepP0, 6491614]
[paragraph, [47.0, 527.0, 257.0, 18.0], uhJ4tNepP0, 6491614]
[paragraph, [47.0, 545.0, 257.0, 18.0], uhJ4tNepP0, 6491614]
[paragraph, [47.0, 563.0, 257.0, 18.0], uhJ4tNepP0, 6491614]
[paragraph, [47.0, 581.0, 257.0, 18.0], uhJ4tNepP0, 6491614]
[paragraph, [47.0, 599.0, 257.0, 18.0], uhJ4tNepP0, 6491614]
[paragraph, [47.0, 617.0, 257.0, 18.0], uhJ4tNepP0, 6491614]
[paragraph, [47.0, 635.0, 257.0, 18.0], uhJ4tNepP0, 6491614]
[paragraph, [47.0, 653.0, 257.0, 18.0], uhJ4tNepP0, 6491614]
[paragraph, [47.0, 671.0, 257.0, 18.0], uhJ4tNepP0, 6491614]
[paragraph, [47.0, 689.0, 257.0, 18.0], uhJ4tNepP0, 6491614]
[paragraph, [309.0, 590.0, 255.0, 18.0], eedhpgpp-x, 6491614]
[paragraph, [309.0, 608.0, 255.0, 18.0], eedhpgpp-x, 6491614]
[paragraph, [309.0, 626.0, 255.0, 18.0], eedhpgpp-x, 6491614]
[paragraph, [309.0, 644.0, 255.0, 18.0], eedhpgpp-x, 6491614]
[paragraph, [309.0, 662.0, 255.0, 18.0], eedhpgpp-x, 6491614]
[paragraph, [309.0, 680.0, 255.0, 18.0], eedhpgpp-x, 6491614]
[paragraph, [309.0, 698.0, 255.0, 18.0], eedhpgpp-x, 6491614]
