[1388, 886]
[folio, [34.0, 59.0, 165.0, 18.0], QMn6Xajlu1, 5742348]
[folio, [358.0, 61.0, 154.0, 18.0], shoonya_0sISP7K9CQNYTC, 5742348]
[paragraph, [450.0, 118.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 136.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 154.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 172.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 190.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 208.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 226.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 244.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 262.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 280.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 298.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 316.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 334.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 352.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 370.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 388.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 406.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 424.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 442.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 460.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 478.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 496.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 514.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 532.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 550.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 568.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 586.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 604.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 622.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 640.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 658.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 676.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 694.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 712.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 730.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 748.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 766.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 784.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 802.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 820.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 838.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 856.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 874.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 892.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 910.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 928.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 946.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 964.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 982.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 1000.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 1018.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 1036.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 1054.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 1072.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 1090.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 1108.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 1126.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 1144.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 1162.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 1180.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 1198.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 1216.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 1234.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 1252.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 1270.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [450.0, 1288.0, 404.0, 18.0], YPgLJWPKrP, 5742348]
[paragraph, [31.0, 120.0, 395.0, 18.0], hIusQYanih, 5742348]
[paragraph, [31.0, 138.0, 395.0, 18.0], hIusQYanih, 5742348]
[paragraph, [31.0, 156.0, 395.0, 18.0], hIusQYanih, 5742348]
[paragraph, [31.0, 174.0, 395.0, 18.0], hIusQYanih, 5742348]
[paragraph, [31.0, 192.0, 395.0, 18.0], hIusQYanih, 5742348]
[paragraph, [31.0, 229.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 247.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 265.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 283.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 301.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 319.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 337.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 355.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 373.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 391.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 409.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 427.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 445.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 463.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 481.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 499.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 517.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 535.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 553.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 571.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 589.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 607.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
