[1387, 987]
[chapter-title, [349.0, 87.0, 321.0, 30.0], UrObZ5vMFD, 5652703]
[chapter-title, [349.0, 117.0, 321.0, 30.0], UrObZ5vMFD, 5652703]
[chapter-title, [349.0, 147.0, 321.0, 30.0], UrObZ5vMFD, 5652703]
[paragraph, [48.0, 374.0, 892.0, 18.0], shoonya_0s3AFIVQ7CE3LH, 5652703]
[paragraph, [48.0, 392.0, 892.0, 18.0], shoonya_0s3AFIVQ7CE3LH, 5652703]
[paragraph, [48.0, 410.0, 892.0, 18.0], shoonya_0s3AFIVQ7CE3LH, 5652703]
[paragraph, [48.0, 428.0, 892.0, 18.0], shoonya_0s3AFIVQ7CE3LH, 5652703]
[paragraph, [48.0, 446.0, 892.0, 18.0], shoonya_0s3AFIVQ7CE3LH, 5652703]
[paragraph, [48.0, 464.0, 892.0, 18.0], shoonya_0s3AFIVQ7CE3LH, 5652703]
[paragraph, [48.0, 482.0, 892.0, 18.0], shoonya_0s3AFIVQ7CE3LH, 5652703]
[paragraph, [48.0, 500.0, 892.0, 18.0], shoonya_0s3AFIVQ7CE3LH, 5652703]
[paragraph, [48.0, 518.0, 892.0, 18.0], shoonya_0s3AFIVQ7CE3LH, 5652703]
[paragraph, [48.0, 536.0, 892.0, 18.0], shoonya_0s3AFIVQ7CE3LH, 5652703]
[paragraph, [48.0, 554.0, 892.0, 18.0], shoonya_0s3AFIVQ7CE3LH, 5652703]
[paragraph, [48.0, 572.0, 892.0, 18.0], shoonya_0s3AFIVQ7CE3LH, 5652703]
[paragraph, [48.0, 590.0, 892.0, 18.0], shoonya_0s3AFIVQ7CE3LH, 5652703]
[paragraph, [48.0, 608.0, 892.0, 18.0], shoonya_0s3AFIVQ7CE3LH, 5652703]
[paragraph, [48.0, 626.0, 892.0, 18.0], shoonya_0s3AFIVQ7CE3LH, 5652703]
[paragraph, [48.0, 644.0, 892.0, 18.0], shoonya_0s3AFIVQ7CE3LH, 5652703]
[paragraph, [48.0, 662.0, 892.0, 18.0], shoonya_0s3AFIVQ7CE3LH, 5652703]
[paragraph, [48.0, 680.0, 892.0, 18.0], shoonya_0s3AFIVQ7CE3LH, 5652703]
[paragraph, [48.0, 698.0, 892.0, 18.0], shoonya_0s3AFIVQ7CE3LH, 5652703]
[paragraph, [48.0, 716.0, 892.0, 18.0], shoonya_0s3AFIVQ7CE3LH, 5652703]
[paragraph, [48.0, 734.0, 892.0, 18.0], shoonya_0s3AFIVQ7CE3LH, 5652703]
[paragraph, [48.0, 752.0, 892.0, 18.0], shoonya_0s3AFIVQ7CE3LH, 5652703]
[paragraph, [48.0, 770.0, 892.0, 18.0], shoonya_0s3AFIVQ7CE3LH, 5652703]
[paragraph, [48.0, 788.0, 892.0, 18.0], shoonya_0s3AFIVQ7CE3LH, 5652703]
[paragraph, [48.0, 806.0, 892.0, 18.0], shoonya_0s3AFIVQ7CE3LH, 5652703]
[paragraph, [48.0, 824.0, 892.0, 18.0], shoonya_0s3AFIVQ7CE3LH, 5652703]
[paragraph, [38.0, 853.0, 910.0, 18.0], C2c1nVU9V7, 5652703]
[paragraph, [38.0, 871.0, 910.0, 18.0], C2c1nVU9V7, 5652703]
[paragraph, [38.0, 889.0, 910.0, 18.0], C2c1nVU9V7, 5652703]
[paragraph, [38.0, 907.0, 910.0, 18.0], C2c1nVU9V7, 5652703]
[paragraph, [38.0, 925.0, 910.0, 18.0], C2c1nVU9V7, 5652703]
[paragraph, [38.0, 943.0, 910.0, 18.0], C2c1nVU9V7, 5652703]
[paragraph, [38.0, 961.0, 910.0, 18.0], C2c1nVU9V7, 5652703]
[paragraph, [38.0, 979.0, 910.0, 18.0], C2c1nVU9V7, 5652703]
[paragraph, [38.0, 997.0, 910.0, 18.0], C2c1nVU9V7, 5652703]
[paragraph, [38.0, 1015.0, 910.0, 18.0], C2c1nVU9V7, 5652703]
[paragraph, [38.0, 1033.0, 910.0, 18.0], C2c1nVU9V7, 5652703]
[paragraph, [38.0, 1051.0, 910.0, 18.0], C2c1nVU9V7, 5652703]
[paragraph, [38.0, 1069.0, 910.0, 18.0], C2c1nVU9V7, 5652703]
[paragraph, [24.0, 1084.0, 937.0, 18.0], 6pglhhPxSN, 5652703]
[paragraph, [24.0, 1102.0, 937.0, 18.0], 6pglhhPxSN, 5652703]
[paragraph, [24.0, 1120.0, 937.0, 18.0], 6pglhhPxSN, 5652703]
[paragraph, [24.0, 1138.0, 937.0, 18.0], 6pglhhPxSN, 5652703]
[paragraph, [24.0, 1156.0, 937.0, 18.0], 6pglhhPxSN, 5652703]
[paragraph, [24.0, 1174.0, 937.0, 18.0], 6pglhhPxSN, 5652703]
[paragraph, [18.0, 1208.0, 836.0, 18.0], K689JX1pBl, 5652703]
[paragraph, [18.0, 1226.0, 836.0, 18.0], K689JX1pBl, 5652703]
[paragraph, [18.0, 1244.0, 836.0, 18.0], K689JX1pBl, 5652703]
[paragraph, [18.0, 1262.0, 836.0, 18.0], K689JX1pBl, 5652703]
[paragraph, [18.0, 1280.0, 836.0, 18.0], K689JX1pBl, 5652703]
