[3509, 2480]
[sub-section-title, [1137.0, 542.0, 220.0, 73.5], 8eREA16CfC, 5723709]
[paragraph, [365.0, 794.0, 1761.0, 52.5], shoonya_3sQH3LC88PKDAI, 5723709]
[paragraph, [365.0, 846.5, 1761.0, 52.5], shoonya_3sQH3LC88PKDAI, 5723709]
[paragraph, [365.0, 899.0, 1761.0, 52.5], shoonya_3sQH3LC88PKDAI, 5723709]
[paragraph, [365.0, 951.5, 1761.0, 52.5], shoonya_3sQH3LC88PKDAI, 5723709]
[paragraph, [365.0, 1004.0, 1761.0, 52.5], shoonya_3sQH3LC88PKDAI, 5723709]
[paragraph, [365.0, 1056.5, 1761.0, 52.5], shoonya_3sQH3LC88PKDAI, 5723709]
[paragraph, [365.0, 1109.0, 1761.0, 52.5], shoonya_3sQH3LC88PKDAI, 5723709]
[paragraph, [365.0, 1161.5, 1761.0, 52.5], shoonya_3sQH3LC88PKDAI, 5723709]
[paragraph, [365.0, 1214.0, 1761.0, 52.5], shoonya_3sQH3LC88PKDAI, 5723709]
[paragraph, [365.0, 1266.5, 1761.0, 52.5], shoonya_3sQH3LC88PKDAI, 5723709]
[paragraph, [365.0, 1319.0, 1761.0, 52.5], shoonya_3sQH3LC88PKDAI, 5723709]
[paragraph, [365.0, 1371.5, 1761.0, 52.5], shoonya_3sQH3LC88PKDAI, 5723709]
[paragraph, [365.0, 1424.0, 1761.0, 52.5], shoonya_3sQH3LC88PKDAI, 5723709]
[paragraph, [365.0, 1476.5, 1761.0, 52.5], shoonya_3sQH3LC88PKDAI, 5723709]
[paragraph, [365.0, 1529.0, 1761.0, 52.5], shoonya_3sQH3LC88PKDAI, 5723709]
[paragraph, [365.0, 1581.5, 1761.0, 52.5], shoonya_3sQH3LC88PKDAI, 5723709]
[paragraph, [365.0, 1634.0, 1761.0, 52.5], shoonya_3sQH3LC88PKDAI, 5723709]
[paragraph, [365.0, 1686.5, 1761.0, 52.5], shoonya_3sQH3LC88PKDAI, 5723709]
[paragraph, [365.0, 1739.0, 1761.0, 52.5], shoonya_3sQH3LC88PKDAI, 5723709]
[paragraph, [365.0, 1791.5, 1761.0, 52.5], shoonya_3sQH3LC88PKDAI, 5723709]
[paragraph, [361.0, 1939.0, 1769.0, 52.5], shoonya_1sMSR1NLM6CUI0, 5723709]
[paragraph, [361.0, 1991.5, 1769.0, 52.5], shoonya_1sMSR1NLM6CUI0, 5723709]
[paragraph, [361.0, 2044.0, 1769.0, 52.5], shoonya_1sMSR1NLM6CUI0, 5723709]
[paragraph, [361.0, 2096.5, 1769.0, 52.5], shoonya_1sMSR1NLM6CUI0, 5723709]
[paragraph, [361.0, 2149.0, 1769.0, 52.5], shoonya_1sMSR1NLM6CUI0, 5723709]
[paragraph, [361.0, 2201.5, 1769.0, 52.5], shoonya_1sMSR1NLM6CUI0, 5723709]
[paragraph, [361.0, 2254.0, 1769.0, 52.5], shoonya_1sMSR1NLM6CUI0, 5723709]
[paragraph, [361.0, 2306.5, 1769.0, 52.5], shoonya_1sMSR1NLM6CUI0, 5723709]
[paragraph, [361.0, 2359.0, 1769.0, 52.5], shoonya_1sMSR1NLM6CUI0, 5723709]
[paragraph, [361.0, 2411.5, 1769.0, 52.5], shoonya_1sMSR1NLM6CUI0, 5723709]
[paragraph, [361.0, 2464.0, 1769.0, 52.5], shoonya_1sMSR1NLM6CUI0, 5723709]
[paragraph, [361.0, 2516.5, 1769.0, 52.5], shoonya_1sMSR1NLM6CUI0, 5723709]
[paragraph, [361.0, 2569.0, 1769.0, 52.5], shoonya_1sMSR1NLM6CUI0, 5723709]
[paragraph, [361.0, 2621.5, 1769.0, 52.5], shoonya_1sMSR1NLM6CUI0, 5723709]
[paragraph, [361.0, 2674.0, 1769.0, 52.5], shoonya_1sMSR1NLM6CUI0, 5723709]
[paragraph, [361.0, 2726.5, 1769.0, 52.5], shoonya_1sMSR1NLM6CUI0, 5723709]
[paragraph, [361.0, 2779.0, 1769.0, 52.5], shoonya_1sMSR1NLM6CUI0, 5723709]
[paragraph, [361.0, 2831.5, 1769.0, 52.5], shoonya_1sMSR1NLM6CUI0, 5723709]
[paragraph, [361.0, 2884.0, 1769.0, 52.5], shoonya_1sMSR1NLM6CUI0, 5723709]
[paragraph, [361.0, 2936.5, 1769.0, 52.5], shoonya_1sMSR1NLM6CUI0, 5723709]
[paragraph, [361.0, 2989.0, 1769.0, 52.5], shoonya_1sMSR1NLM6CUI0, 5723709]
[paragraph, [361.0, 3041.5, 1769.0, 52.5], shoonya_1sMSR1NLM6CUI0, 5723709]
[folio, [11.0, 3372.0, 2468.0, 52.5], iNYirRA06l, 5723709]
[folio, [11.0, 3424.5, 2468.0, 52.5], iNYirRA06l, 5723709]
