[792, 612]
[flag, [96.0, 115.0, 433.0, 18.0], shoonya_2s692PNROCZYOF, 6496482]
[flag, [96.0, 133.0, 433.0, 18.0], shoonya_2s692PNROCZYOF, 6496482]
[flag, [96.0, 151.0, 433.0, 18.0], shoonya_2s692PNROCZYOF, 6496482]
[flag, [96.0, 169.0, 433.0, 18.0], shoonya_2s692PNROCZYOF, 6496482]
[contact-info, [117.0, 466.0, 405.0, 18.0], shoonya_0s0O9CF4HGWPID, 6496482]
[contact-info, [117.0, 484.0, 405.0, 18.0], shoonya_0s0O9CF4HGWPID, 6496482]
[contact-info, [117.0, 502.0, 405.0, 18.0], shoonya_0s0O9CF4HGWPID, 6496482]
[contact-info, [117.0, 520.0, 405.0, 18.0], shoonya_0s0O9CF4HGWPID, 6496482]
[contact-info, [117.0, 538.0, 405.0, 18.0], shoonya_0s0O9CF4HGWPID, 6496482]
[contact-info, [117.0, 556.0, 405.0, 18.0], shoonya_0s0O9CF4HGWPID, 6496482]
[contact-info, [88.0, 600.0, 455.0, 18.0], shoonya_3sDDOTZRSBOX4I, 6496482]
[contact-info, [88.0, 618.0, 455.0, 18.0], shoonya_3sDDOTZRSBOX4I, 6496482]
[contact-info, [88.0, 636.0, 455.0, 18.0], shoonya_3sDDOTZRSBOX4I, 6496482]
[contact-info, [88.0, 654.0, 455.0, 18.0], shoonya_3sDDOTZRSBOX4I, 6496482]
[contact-info, [88.0, 672.0, 455.0, 18.0], shoonya_3sDDOTZRSBOX4I, 6496482]
[contact-info, [88.0, 690.0, 455.0, 18.0], shoonya_3sDDOTZRSBOX4I, 6496482]
[website-link, [334.0, 690.0, 170.0, 18.0], -qz4HGY8el, 6496482]
