[1273, 888]
[chapter-title, [365.0, 85.0, 237.0, 30.0], shoonya_0s5DT62K8YB1I0, 5776432]
[paragraph, [156.0, 118.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 136.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 154.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 172.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 190.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 208.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 226.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 244.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 262.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 280.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 298.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 316.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 334.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 352.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 370.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 388.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 406.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 424.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 442.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 460.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 478.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 496.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 514.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 532.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 550.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 568.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 586.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 604.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 622.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 640.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 658.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 676.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 694.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 712.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [156.0, 730.0, 658.0, 18.0], lreYjWoGRD, 5776432]
[paragraph, [155.0, 755.0, 664.0, 18.0], 27s-NktHOG, 5776432]
[paragraph, [155.0, 773.0, 664.0, 18.0], 27s-NktHOG, 5776432]
[paragraph, [155.0, 791.0, 664.0, 18.0], 27s-NktHOG, 5776432]
[paragraph, [155.0, 809.0, 664.0, 18.0], 27s-NktHOG, 5776432]
[paragraph, [155.0, 827.0, 664.0, 18.0], 27s-NktHOG, 5776432]
[paragraph, [155.0, 845.0, 664.0, 18.0], 27s-NktHOG, 5776432]
[paragraph, [155.0, 863.0, 664.0, 18.0], 27s-NktHOG, 5776432]
[paragraph, [155.0, 881.0, 664.0, 18.0], 27s-NktHOG, 5776432]
[paragraph, [155.0, 899.0, 664.0, 18.0], 27s-NktHOG, 5776432]
[paragraph, [155.0, 917.0, 664.0, 18.0], 27s-NktHOG, 5776432]
[paragraph, [155.0, 935.0, 664.0, 18.0], 27s-NktHOG, 5776432]
[paragraph, [155.0, 953.0, 664.0, 18.0], 27s-NktHOG, 5776432]
[paragraph, [155.0, 971.0, 664.0, 18.0], 27s-NktHOG, 5776432]
[paragraph, [155.0, 989.0, 664.0, 18.0], 27s-NktHOG, 5776432]
[paragraph, [155.0, 1007.0, 664.0, 18.0], 27s-NktHOG, 5776432]
[paragraph, [155.0, 1025.0, 664.0, 18.0], 27s-NktHOG, 5776432]
[paragraph, [155.0, 1043.0, 664.0, 18.0], 27s-NktHOG, 5776432]
[paragraph, [155.0, 1061.0, 664.0, 18.0], 27s-NktHOG, 5776432]
[paragraph, [155.0, 1079.0, 664.0, 18.0], 27s-NktHOG, 5776432]
[paragraph, [155.0, 1097.0, 664.0, 18.0], 27s-NktHOG, 5776432]
[paragraph, [155.0, 1115.0, 664.0, 18.0], 27s-NktHOG, 5776432]
[paragraph, [155.0, 1133.0, 664.0, 18.0], 27s-NktHOG, 5776432]
