[1241, 1241]
[section-title, [108.0, 641.0, 204.0, 30.0], k9y05xCELT, 5726473]
[unordered-list, [100.0, 692.0, 650.0, 18.0], awf8hTbX_F, 5726473]
[unordered-list, [100.0, 710.0, 650.0, 18.0], awf8hTbX_F, 5726473]
[unordered-list, [100.0, 728.0, 650.0, 18.0], awf8hTbX_F, 5726473]
[unordered-list, [100.0, 746.0, 650.0, 18.0], awf8hTbX_F, 5726473]
[unordered-list, [100.0, 764.0, 650.0, 18.0], awf8hTbX_F, 5726473]
[unordered-list, [100.0, 782.0, 650.0, 18.0], awf8hTbX_F, 5726473]
[unordered-list, [100.0, 800.0, 650.0, 18.0], awf8hTbX_F, 5726473]
[unordered-list, [100.0, 818.0, 650.0, 18.0], awf8hTbX_F, 5726473]
[unordered-list, [100.0, 836.0, 650.0, 18.0], awf8hTbX_F, 5726473]
[unordered-list, [100.0, 854.0, 650.0, 18.0], awf8hTbX_F, 5726473]
[unordered-list, [100.0, 872.0, 650.0, 18.0], awf8hTbX_F, 5726473]
[unordered-list, [100.0, 890.0, 650.0, 18.0], awf8hTbX_F, 5726473]
[unordered-list, [100.0, 908.0, 650.0, 18.0], awf8hTbX_F, 5726473]
[unordered-list, [100.0, 926.0, 650.0, 18.0], awf8hTbX_F, 5726473]
[unordered-list, [100.0, 944.0, 650.0, 18.0], awf8hTbX_F, 5726473]
[unordered-list, [100.0, 962.0, 650.0, 18.0], awf8hTbX_F, 5726473]
[unordered-list, [100.0, 980.0, 650.0, 18.0], awf8hTbX_F, 5726473]
[unordered-list, [100.0, 998.0, 650.0, 18.0], awf8hTbX_F, 5726473]
[unordered-list, [100.0, 1028.0, 771.0, 18.0], vhChnA2IC0, 5726473]
[unordered-list, [100.0, 1046.0, 771.0, 18.0], vhChnA2IC0, 5726473]
[unordered-list, [100.0, 1064.0, 771.0, 18.0], vhChnA2IC0, 5726473]
[unordered-list, [100.0, 1082.0, 771.0, 18.0], vhChnA2IC0, 5726473]
[folio, [168.0, 1151.0, 164.0, 18.0], emtsfQkAwH, 5726473]
