[1162, 749]
[folio, [317.0, 76.0, 125.0, 18.0], shoonya_2sW86XNLL8N0MX, 5699675]
[paragraph, [77.0, 119.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 137.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 155.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 173.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 191.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 209.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 227.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 245.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 263.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 281.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 299.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 317.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 335.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 353.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 371.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 389.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 407.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 425.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 443.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 461.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 479.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 497.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 515.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 533.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 551.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 569.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 587.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 605.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 623.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 641.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 659.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 677.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 695.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 713.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 731.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 749.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 767.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 785.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 803.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 821.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 839.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 857.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 875.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 893.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 911.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [77.0, 929.0, 596.0, 18.0], shoonya_0s28NAZTOEE95C, 5699675]
[paragraph, [81.0, 954.0, 590.0, 18.0], shoonya_3sJ58OJ3LNRBF2, 5699675]
[paragraph, [81.0, 972.0, 590.0, 18.0], shoonya_3sJ58OJ3LNRBF2, 5699675]
[paragraph, [81.0, 990.0, 590.0, 18.0], shoonya_3sJ58OJ3LNRBF2, 5699675]
[footnote, [132.0, 1061.0, 359.0, 18.0], shoonya_1sPXP3K19861UO, 5699675]
