[1162, 749]
[folio, [312.0, 75.0, 131.0, 18.0], shoonya_7sX9ZIT7SR9KPH, 5699774]
[ordered-list, [80.0, 124.0, 600.0, 18.0], PlT9zHmAJ4, 5699774]
[ordered-list, [80.0, 142.0, 600.0, 18.0], PlT9zHmAJ4, 5699774]
[ordered-list, [80.0, 160.0, 600.0, 18.0], PlT9zHmAJ4, 5699774]
[ordered-list, [80.0, 178.0, 600.0, 18.0], PlT9zHmAJ4, 5699774]
[ordered-list, [80.0, 196.0, 600.0, 18.0], PlT9zHmAJ4, 5699774]
[ordered-list, [80.0, 214.0, 600.0, 18.0], PlT9zHmAJ4, 5699774]
[ordered-list, [80.0, 232.0, 600.0, 18.0], PlT9zHmAJ4, 5699774]
[ordered-list, [80.0, 250.0, 600.0, 18.0], PlT9zHmAJ4, 5699774]
[ordered-list, [80.0, 268.0, 600.0, 18.0], PlT9zHmAJ4, 5699774]
[ordered-list, [80.0, 286.0, 600.0, 18.0], PlT9zHmAJ4, 5699774]
[ordered-list, [80.0, 304.0, 600.0, 18.0], PlT9zHmAJ4, 5699774]
[ordered-list, [80.0, 322.0, 600.0, 18.0], PlT9zHmAJ4, 5699774]
[ordered-list, [80.0, 340.0, 600.0, 18.0], PlT9zHmAJ4, 5699774]
[ordered-list, [80.0, 358.0, 600.0, 18.0], PlT9zHmAJ4, 5699774]
[ordered-list, [80.0, 376.0, 600.0, 18.0], PlT9zHmAJ4, 5699774]
[paragraph, [79.0, 403.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 421.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 439.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 457.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 475.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 493.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 511.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 529.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 547.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 565.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 583.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 601.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 619.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 637.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 655.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 673.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 691.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 709.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 727.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 745.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 763.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 781.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 799.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 817.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 835.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 853.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 871.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 889.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 907.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 925.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 943.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 961.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 979.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 997.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 1015.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 1033.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 1051.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
[paragraph, [79.0, 1069.0, 589.0, 18.0], shoonya_0sTK2GCBRD1UZU, 5699774]
