[1241, 1754]
[section-title, [136.0, 52.0, 277.0, 30.0], shoonya_6s8O3SWYT4MF1Y, 6476882]
[paragraph, [136.0, 89.0, 1480.0, 18.0], shoonya_0sAFKG4S7LJBUO, 6476882]
[paragraph, [136.0, 107.0, 1480.0, 18.0], shoonya_0sAFKG4S7LJBUO, 6476882]
[paragraph, [136.0, 125.0, 1480.0, 18.0], shoonya_0sAFKG4S7LJBUO, 6476882]
[paragraph, [136.0, 143.0, 1480.0, 18.0], shoonya_0sAFKG4S7LJBUO, 6476882]
[paragraph, [136.0, 161.0, 1480.0, 18.0], shoonya_0sAFKG4S7LJBUO, 6476882]
[paragraph, [136.0, 179.0, 1480.0, 18.0], shoonya_0sAFKG4S7LJBUO, 6476882]
[paragraph, [136.0, 197.0, 1480.0, 18.0], shoonya_0sAFKG4S7LJBUO, 6476882]
[paragraph, [136.0, 215.0, 1480.0, 18.0], shoonya_0sAFKG4S7LJBUO, 6476882]
[paragraph, [136.0, 233.0, 1480.0, 18.0], shoonya_0sAFKG4S7LJBUO, 6476882]
[paragraph, [133.0, 262.0, 1473.0, 18.0], wWWLgsj_bN, 6476882]
[paragraph, [133.0, 280.0, 1473.0, 18.0], wWWLgsj_bN, 6476882]
[paragraph, [133.0, 298.0, 1473.0, 18.0], wWWLgsj_bN, 6476882]
[paragraph, [133.0, 316.0, 1473.0, 18.0], wWWLgsj_bN, 6476882]
[paragraph, [133.0, 334.0, 1473.0, 18.0], wWWLgsj_bN, 6476882]
[paragraph, [133.0, 352.0, 1473.0, 18.0], wWWLgsj_bN, 6476882]
[paragraph, [133.0, 370.0, 1473.0, 18.0], wWWLgsj_bN, 6476882]
[paragraph, [133.0, 388.0, 1473.0, 18.0], wWWLgsj_bN, 6476882]
[paragraph, [133.0, 406.0, 1473.0, 18.0], wWWLgsj_bN, 6476882]
[paragraph, [137.0, 474.0, 1480.0, 18.0], A9_jXkL-lL, 6476882]
[paragraph, [137.0, 492.0, 1480.0, 18.0], A9_jXkL-lL, 6476882]
[paragraph, [137.0, 510.0, 1480.0, 18.0], A9_jXkL-lL, 6476882]
[paragraph, [137.0, 528.0, 1480.0, 18.0], A9_jXkL-lL, 6476882]
[paragraph, [137.0, 546.0, 1480.0, 18.0], A9_jXkL-lL, 6476882]
[paragraph, [137.0, 564.0, 1480.0, 18.0], A9_jXkL-lL, 6476882]
[paragraph, [137.0, 582.0, 1480.0, 18.0], A9_jXkL-lL, 6476882]
[paragraph, [137.0, 600.0, 1480.0, 18.0], A9_jXkL-lL, 6476882]
[paragraph, [137.0, 618.0, 1480.0, 18.0], A9_jXkL-lL, 6476882]
[paragraph, [137.0, 636.0, 1480.0, 18.0], A9_jXkL-lL, 6476882]
[paragraph, [137.0, 654.0, 1480.0, 18.0], A9_jXkL-lL, 6476882]
[paragraph, [137.0, 672.0, 1480.0, 18.0], A9_jXkL-lL, 6476882]
[paragraph, [137.0, 690.0, 1480.0, 18.0], A9_jXkL-lL, 6476882]
[paragraph, [137.0, 708.0, 1480.0, 18.0], A9_jXkL-lL, 6476882]
[section-title, [131.0, 744.0, 343.0, 30.0], 4L-YwaFMcf, 6476882]
[ordered-list, [133.0, 787.0, 1482.0, 18.0], 6xSMXyBuk0, 6476882]
[ordered-list, [133.0, 805.0, 1482.0, 18.0], 6xSMXyBuk0, 6476882]
[ordered-list, [133.0, 823.0, 1482.0, 18.0], 6xSMXyBuk0, 6476882]
[ordered-list, [133.0, 841.0, 1482.0, 18.0], 6xSMXyBuk0, 6476882]
[ordered-list, [133.0, 859.0, 1482.0, 18.0], 6xSMXyBuk0, 6476882]
[ordered-list, [133.0, 877.0, 1482.0, 18.0], 6xSMXyBuk0, 6476882]
[ordered-list, [133.0, 895.0, 1482.0, 18.0], 6xSMXyBuk0, 6476882]
[ordered-list, [133.0, 913.0, 1482.0, 18.0], 6xSMXyBuk0, 6476882]
[ordered-list, [133.0, 931.0, 1482.0, 18.0], 6xSMXyBuk0, 6476882]
[ordered-list, [133.0, 949.0, 1482.0, 18.0], 6xSMXyBuk0, 6476882]
[ordered-list, [133.0, 967.0, 1482.0, 18.0], 6xSMXyBuk0, 6476882]
[ordered-list, [133.0, 985.0, 1482.0, 18.0], 6xSMXyBuk0, 6476882]
[ordered-list, [133.0, 1003.0, 1482.0, 18.0], 6xSMXyBuk0, 6476882]
[ordered-list, [133.0, 1021.0, 1482.0, 18.0], 6xSMXyBuk0, 6476882]
[ordered-list, [133.0, 1039.0, 1482.0, 18.0], 6xSMXyBuk0, 6476882]
[ordered-list, [133.0, 1057.0, 1482.0, 18.0], 6xSMXyBuk0, 6476882]
[ordered-list, [133.0, 1075.0, 1482.0, 18.0], 6xSMXyBuk0, 6476882]
