[1468, 909]
[headline, [326.0, 77.0, 320.0, 25.5], ggGTYss_ro, 5770116]
[headline, [326.0, 102.5, 320.0, 25.5], ggGTYss_ro, 5770116]
[paragraph, [460.0, 145.0, 375.0, 18.0], nj06vK1Wvi, 5770116]
[paragraph, [460.0, 163.0, 375.0, 18.0], nj06vK1Wvi, 5770116]
[paragraph, [460.0, 181.0, 375.0, 18.0], nj06vK1Wvi, 5770116]
[paragraph, [125.0, 150.0, 328.0, 18.0], WK5AglJWeU, 5770116]
[paragraph, [125.0, 168.0, 328.0, 18.0], WK5AglJWeU, 5770116]
[paragraph, [125.0, 186.0, 328.0, 18.0], WK5AglJWeU, 5770116]
[paragraph, [125.0, 204.0, 328.0, 18.0], WK5AglJWeU, 5770116]
[paragraph, [460.0, 208.0, 367.0, 18.0], HmVoyVNDqo, 5770116]
[paragraph, [460.0, 226.0, 367.0, 18.0], HmVoyVNDqo, 5770116]
[paragraph, [460.0, 244.0, 367.0, 18.0], HmVoyVNDqo, 5770116]
[paragraph, [460.0, 262.0, 367.0, 18.0], HmVoyVNDqo, 5770116]
[paragraph, [460.0, 280.0, 367.0, 18.0], HmVoyVNDqo, 5770116]
[paragraph, [460.0, 298.0, 367.0, 18.0], HmVoyVNDqo, 5770116]
[paragraph, [460.0, 316.0, 367.0, 18.0], HmVoyVNDqo, 5770116]
[paragraph, [460.0, 334.0, 367.0, 18.0], HmVoyVNDqo, 5770116]
[paragraph, [460.0, 352.0, 367.0, 18.0], HmVoyVNDqo, 5770116]
[paragraph, [460.0, 370.0, 367.0, 18.0], HmVoyVNDqo, 5770116]
[paragraph, [460.0, 388.0, 367.0, 18.0], HmVoyVNDqo, 5770116]
[paragraph, [460.0, 406.0, 367.0, 18.0], HmVoyVNDqo, 5770116]
[paragraph, [460.0, 424.0, 367.0, 18.0], HmVoyVNDqo, 5770116]
[paragraph, [460.0, 442.0, 367.0, 18.0], HmVoyVNDqo, 5770116]
[paragraph, [460.0, 460.0, 367.0, 18.0], HmVoyVNDqo, 5770116]
[paragraph, [460.0, 478.0, 367.0, 18.0], HmVoyVNDqo, 5770116]
[paragraph, [460.0, 496.0, 367.0, 18.0], HmVoyVNDqo, 5770116]
[paragraph, [460.0, 514.0, 367.0, 18.0], HmVoyVNDqo, 5770116]
[paragraph, [460.0, 532.0, 367.0, 18.0], HmVoyVNDqo, 5770116]
[ordered-list, [86.0, 232.0, 371.0, 18.0], KZR1Ahf-ap, 5770116]
[ordered-list, [86.0, 250.0, 371.0, 18.0], KZR1Ahf-ap, 5770116]
[ordered-list, [86.0, 268.0, 371.0, 18.0], KZR1Ahf-ap, 5770116]
[ordered-list, [86.0, 286.0, 371.0, 18.0], KZR1Ahf-ap, 5770116]
[ordered-list, [86.0, 304.0, 371.0, 18.0], KZR1Ahf-ap, 5770116]
[ordered-list, [86.0, 322.0, 371.0, 18.0], KZR1Ahf-ap, 5770116]
[ordered-list, [86.0, 340.0, 371.0, 18.0], KZR1Ahf-ap, 5770116]
[ordered-list, [86.0, 358.0, 371.0, 18.0], KZR1Ahf-ap, 5770116]
[ordered-list, [86.0, 376.0, 371.0, 18.0], KZR1Ahf-ap, 5770116]
[ordered-list, [86.0, 394.0, 371.0, 18.0], KZR1Ahf-ap, 5770116]
[ordered-list, [86.0, 412.0, 371.0, 18.0], KZR1Ahf-ap, 5770116]
[ordered-list, [86.0, 430.0, 371.0, 18.0], KZR1Ahf-ap, 5770116]
[ordered-list, [86.0, 448.0, 371.0, 18.0], KZR1Ahf-ap, 5770116]
[ordered-list, [86.0, 466.0, 371.0, 18.0], KZR1Ahf-ap, 5770116]
[ordered-list, [86.0, 484.0, 371.0, 18.0], KZR1Ahf-ap, 5770116]
[ordered-list, [86.0, 502.0, 371.0, 18.0], KZR1Ahf-ap, 5770116]
[ordered-list, [86.0, 520.0, 371.0, 18.0], KZR1Ahf-ap, 5770116]
[ordered-list, [86.0, 538.0, 371.0, 18.0], KZR1Ahf-ap, 5770116]
[ordered-list, [86.0, 556.0, 371.0, 18.0], KZR1Ahf-ap, 5770116]
[ordered-list, [86.0, 574.0, 371.0, 18.0], KZR1Ahf-ap, 5770116]
[ordered-list, [86.0, 592.0, 371.0, 18.0], KZR1Ahf-ap, 5770116]
[ordered-list, [86.0, 610.0, 371.0, 18.0], KZR1Ahf-ap, 5770116]
[ordered-list, [86.0, 628.0, 371.0, 18.0], KZR1Ahf-ap, 5770116]
[paragraph, [453.0, 548.0, 378.0, 18.0], gKNUA50F5O, 5770116]
[paragraph, [453.0, 566.0, 378.0, 18.0], gKNUA50F5O, 5770116]
[paragraph, [453.0, 584.0, 378.0, 18.0], gKNUA50F5O, 5770116]
[paragraph, [453.0, 602.0, 378.0, 18.0], gKNUA50F5O, 5770116]
[paragraph, [453.0, 620.0, 378.0, 18.0], gKNUA50F5O, 5770116]
[paragraph, [453.0, 638.0, 378.0, 18.0], gKNUA50F5O, 5770116]
[paragraph, [453.0, 656.0, 378.0, 18.0], gKNUA50F5O, 5770116]
[paragraph, [453.0, 674.0, 378.0, 18.0], gKNUA50F5O, 5770116]
[paragraph, [453.0, 692.0, 378.0, 18.0], gKNUA50F5O, 5770116]
[paragraph, [453.0, 710.0, 378.0, 18.0], gKNUA50F5O, 5770116]
[paragraph, [453.0, 728.0, 378.0, 18.0], gKNUA50F5O, 5770116]
[paragraph, [453.0, 746.0, 378.0, 18.0], gKNUA50F5O, 5770116]
[paragraph, [453.0, 764.0, 378.0, 18.0], gKNUA50F5O, 5770116]
[paragraph, [453.0, 782.0, 378.0, 18.0], gKNUA50F5O, 5770116]
[paragraph, [453.0, 800.0, 378.0, 18.0], gKNUA50F5O, 5770116]
[paragraph, [453.0, 818.0, 378.0, 18.0], gKNUA50F5O, 5770116]
[paragraph, [453.0, 836.0, 378.0, 18.0], gKNUA50F5O, 5770116]
[paragraph, [78.0, 665.0, 365.0, 18.0], G8C2ef57Rd, 5770116]
[paragraph, [78.0, 683.0, 365.0, 18.0], G8C2ef57Rd, 5770116]
[paragraph, [78.0, 701.0, 365.0, 18.0], G8C2ef57Rd, 5770116]
[paragraph, [78.0, 719.0, 365.0, 18.0], G8C2ef57Rd, 5770116]
[paragraph, [78.0, 737.0, 365.0, 18.0], G8C2ef57Rd, 5770116]
[paragraph, [78.0, 755.0, 365.0, 18.0], G8C2ef57Rd, 5770116]
[paragraph, [78.0, 773.0, 365.0, 18.0], G8C2ef57Rd, 5770116]
[paragraph, [78.0, 791.0, 365.0, 18.0], G8C2ef57Rd, 5770116]
[paragraph, [78.0, 809.0, 365.0, 18.0], G8C2ef57Rd, 5770116]
[paragraph, [78.0, 827.0, 365.0, 18.0], G8C2ef57Rd, 5770116]
[paragraph, [78.0, 845.0, 365.0, 18.0], G8C2ef57Rd, 5770116]
[paragraph, [78.0, 863.0, 365.0, 18.0], G8C2ef57Rd, 5770116]
[paragraph, [78.0, 881.0, 365.0, 18.0], G8C2ef57Rd, 5770116]
[paragraph, [78.0, 899.0, 365.0, 18.0], G8C2ef57Rd, 5770116]
[paragraph, [78.0, 917.0, 365.0, 18.0], G8C2ef57Rd, 5770116]
[paragraph, [78.0, 935.0, 365.0, 18.0], G8C2ef57Rd, 5770116]
[paragraph, [78.0, 953.0, 365.0, 18.0], G8C2ef57Rd, 5770116]
[paragraph, [78.0, 971.0, 365.0, 18.0], G8C2ef57Rd, 5770116]
[paragraph, [78.0, 989.0, 365.0, 18.0], G8C2ef57Rd, 5770116]
[paragraph, [449.0, 863.0, 371.0, 18.0], yUMYcFV7XO, 5770116]
[paragraph, [449.0, 881.0, 371.0, 18.0], yUMYcFV7XO, 5770116]
[paragraph, [449.0, 899.0, 371.0, 18.0], yUMYcFV7XO, 5770116]
[paragraph, [449.0, 917.0, 371.0, 18.0], yUMYcFV7XO, 5770116]
[paragraph, [449.0, 935.0, 371.0, 18.0], yUMYcFV7XO, 5770116]
[paragraph, [449.0, 953.0, 371.0, 18.0], yUMYcFV7XO, 5770116]
[paragraph, [449.0, 971.0, 371.0, 18.0], yUMYcFV7XO, 5770116]
[paragraph, [449.0, 989.0, 371.0, 18.0], yUMYcFV7XO, 5770116]
[paragraph, [487.0, 1013.0, 302.0, 18.0], eT6e8gpYAM, 5770116]
[paragraph, [487.0, 1031.0, 302.0, 18.0], eT6e8gpYAM, 5770116]
[paragraph, [487.0, 1049.0, 302.0, 18.0], eT6e8gpYAM, 5770116]
[paragraph, [487.0, 1067.0, 302.0, 18.0], eT6e8gpYAM, 5770116]
[paragraph, [487.0, 1085.0, 302.0, 18.0], eT6e8gpYAM, 5770116]
[paragraph, [487.0, 1103.0, 302.0, 18.0], eT6e8gpYAM, 5770116]
[paragraph, [487.0, 1121.0, 302.0, 18.0], eT6e8gpYAM, 5770116]
[paragraph, [70.0, 1019.0, 372.0, 18.0], v0y_C-aynL, 5770116]
[paragraph, [70.0, 1037.0, 372.0, 18.0], v0y_C-aynL, 5770116]
[paragraph, [70.0, 1055.0, 372.0, 18.0], v0y_C-aynL, 5770116]
[paragraph, [70.0, 1073.0, 372.0, 18.0], v0y_C-aynL, 5770116]
[paragraph, [70.0, 1091.0, 372.0, 18.0], v0y_C-aynL, 5770116]
[paragraph, [70.0, 1109.0, 372.0, 18.0], v0y_C-aynL, 5770116]
[paragraph, [70.0, 1127.0, 372.0, 18.0], v0y_C-aynL, 5770116]
[paragraph, [70.0, 1145.0, 372.0, 18.0], v0y_C-aynL, 5770116]
[paragraph, [70.0, 1163.0, 372.0, 18.0], v0y_C-aynL, 5770116]
[paragraph, [70.0, 1181.0, 372.0, 18.0], v0y_C-aynL, 5770116]
[paragraph, [70.0, 1199.0, 372.0, 18.0], v0y_C-aynL, 5770116]
[paragraph, [70.0, 1217.0, 372.0, 18.0], v0y_C-aynL, 5770116]
[paragraph, [70.0, 1235.0, 372.0, 18.0], v0y_C-aynL, 5770116]
[paragraph, [453.0, 1140.0, 374.0, 18.0], PRDPdaSKUp, 5770116]
[paragraph, [453.0, 1158.0, 374.0, 18.0], PRDPdaSKUp, 5770116]
[paragraph, [453.0, 1176.0, 374.0, 18.0], PRDPdaSKUp, 5770116]
[paragraph, [453.0, 1194.0, 374.0, 18.0], PRDPdaSKUp, 5770116]
[paragraph, [453.0, 1212.0, 374.0, 18.0], PRDPdaSKUp, 5770116]
[paragraph, [453.0, 1230.0, 374.0, 18.0], PRDPdaSKUp, 5770116]
[folio, [86.0, 1276.0, 436.0, 18.0], iYBB0CJSp7, 5770116]
[folio, [86.0, 1294.0, 436.0, 18.0], iYBB0CJSp7, 5770116]
[folio, [86.0, 1312.0, 436.0, 18.0], iYBB0CJSp7, 5770116]
[folio, [86.0, 1330.0, 436.0, 18.0], iYBB0CJSp7, 5770116]
[folio, [86.0, 1348.0, 436.0, 18.0], iYBB0CJSp7, 5770116]
[folio, [86.0, 1366.0, 436.0, 18.0], iYBB0CJSp7, 5770116]
[folio, [86.0, 1384.0, 436.0, 18.0], iYBB0CJSp7, 5770116]
[footnote, [114.0, 1285.0, 388.0, 18.0], shoonya_0sFTGTFZ9ZQW2N, 5770116]
[footnote, [114.0, 1303.0, 388.0, 18.0], shoonya_0sFTGTFZ9ZQW2N, 5770116]
[footnote, [114.0, 1321.0, 388.0, 18.0], shoonya_0sFTGTFZ9ZQW2N, 5770116]
[footnote, [114.0, 1339.0, 388.0, 18.0], shoonya_0sFTGTFZ9ZQW2N, 5770116]
[footnote, [114.0, 1357.0, 388.0, 18.0], shoonya_0sFTGTFZ9ZQW2N, 5770116]
[footnote, [114.0, 1375.0, 388.0, 18.0], shoonya_0sFTGTFZ9ZQW2N, 5770116]
