[975, 573]
[chapter-title, [150.0, 33.0, 285.0, 30.0], shoonya_0s1R5YFQCXPZ5E, 5775771]
[paragraph, [21.0, 78.0, 540.0, 18.0], CvRDpkwQag, 5775771]
[paragraph, [21.0, 96.0, 540.0, 18.0], CvRDpkwQag, 5775771]
[paragraph, [21.0, 114.0, 540.0, 18.0], CvRDpkwQag, 5775771]
[paragraph, [16.0, 136.0, 546.0, 18.0], HRURzmgTOS, 5775771]
[paragraph, [16.0, 154.0, 546.0, 18.0], HRURzmgTOS, 5775771]
[paragraph, [16.0, 172.0, 546.0, 18.0], HRURzmgTOS, 5775771]
[paragraph, [16.0, 190.0, 546.0, 18.0], HRURzmgTOS, 5775771]
[paragraph, [16.0, 208.0, 546.0, 18.0], HRURzmgTOS, 5775771]
[paragraph, [16.0, 226.0, 546.0, 18.0], HRURzmgTOS, 5775771]
[paragraph, [16.0, 244.0, 546.0, 18.0], HRURzmgTOS, 5775771]
[paragraph, [16.0, 262.0, 546.0, 18.0], HRURzmgTOS, 5775771]
[paragraph, [16.0, 280.0, 546.0, 18.0], HRURzmgTOS, 5775771]
[paragraph, [19.0, 313.0, 544.0, 18.0], Atb5tmshnG, 5775771]
[paragraph, [19.0, 331.0, 544.0, 18.0], Atb5tmshnG, 5775771]
[paragraph, [19.0, 349.0, 544.0, 18.0], Atb5tmshnG, 5775771]
[paragraph, [19.0, 367.0, 544.0, 18.0], Atb5tmshnG, 5775771]
[paragraph, [19.0, 385.0, 544.0, 18.0], Atb5tmshnG, 5775771]
[paragraph, [19.0, 403.0, 544.0, 18.0], Atb5tmshnG, 5775771]
[paragraph, [21.0, 428.0, 547.0, 18.0], LVq1RdM6mg, 5775771]
[paragraph, [21.0, 446.0, 547.0, 18.0], LVq1RdM6mg, 5775771]
[paragraph, [21.0, 464.0, 547.0, 18.0], LVq1RdM6mg, 5775771]
[paragraph, [21.0, 489.0, 551.0, 18.0], -2yqVDB56w, 5775771]
[paragraph, [21.0, 507.0, 551.0, 18.0], -2yqVDB56w, 5775771]
[paragraph, [21.0, 525.0, 551.0, 18.0], -2yqVDB56w, 5775771]
[paragraph, [21.0, 543.0, 551.0, 18.0], -2yqVDB56w, 5775771]
[paragraph, [21.0, 561.0, 551.0, 18.0], -2yqVDB56w, 5775771]
[paragraph, [19.0, 580.0, 550.0, 18.0], X7LHvc_B6p, 5775771]
[paragraph, [19.0, 598.0, 550.0, 18.0], X7LHvc_B6p, 5775771]
[paragraph, [19.0, 616.0, 550.0, 18.0], X7LHvc_B6p, 5775771]
[paragraph, [23.0, 639.0, 545.0, 18.0], D-LBW-Qj91, 5775771]
[paragraph, [23.0, 657.0, 545.0, 18.0], D-LBW-Qj91, 5775771]
[paragraph, [25.0, 678.0, 541.0, 18.0], mYPJKxIfWa, 5775771]
[paragraph, [25.0, 696.0, 541.0, 18.0], mYPJKxIfWa, 5775771]
[paragraph, [25.0, 714.0, 541.0, 18.0], mYPJKxIfWa, 5775771]
[paragraph, [25.0, 732.0, 541.0, 18.0], mYPJKxIfWa, 5775771]
[paragraph, [25.0, 750.0, 541.0, 18.0], mYPJKxIfWa, 5775771]
[paragraph, [25.0, 768.0, 541.0, 18.0], mYPJKxIfWa, 5775771]
[paragraph, [25.0, 786.0, 541.0, 18.0], mYPJKxIfWa, 5775771]
[paragraph, [25.0, 804.0, 541.0, 18.0], mYPJKxIfWa, 5775771]
[paragraph, [25.0, 822.0, 541.0, 18.0], mYPJKxIfWa, 5775771]
[paragraph, [25.0, 840.0, 541.0, 18.0], mYPJKxIfWa, 5775771]
[paragraph, [31.0, 864.0, 540.0, 18.0], T2TgGEa4-K, 5775771]
[paragraph, [31.0, 882.0, 540.0, 18.0], T2TgGEa4-K, 5775771]
[paragraph, [31.0, 900.0, 540.0, 18.0], T2TgGEa4-K, 5775771]
