[1601, 1128]
[headline, [330.0, 96.0, 456.0, 37.5], shoonya_0sGSR1HHZHK1II, 6472289]
[folio, [93.0, 97.0, 83.0, 36.0], QMbJQ3eqo_, 6472289]
[unordered-list, [418.0, 172.0, 305.0, 36.0], nD2U8zZO10, 6472289]
[unordered-list, [418.0, 208.0, 305.0, 36.0], nD2U8zZO10, 6472289]
[unordered-list, [418.0, 244.0, 305.0, 36.0], nD2U8zZO10, 6472289]
[unordered-list, [418.0, 280.0, 305.0, 36.0], nD2U8zZO10, 6472289]
[unordered-list, [418.0, 316.0, 305.0, 36.0], nD2U8zZO10, 6472289]
[unordered-list, [418.0, 352.0, 305.0, 36.0], nD2U8zZO10, 6472289]
[unordered-list, [418.0, 388.0, 305.0, 36.0], nD2U8zZO10, 6472289]
[unordered-list, [418.0, 424.0, 305.0, 36.0], nD2U8zZO10, 6472289]
[unordered-list, [418.0, 460.0, 305.0, 36.0], nD2U8zZO10, 6472289]
[unordered-list, [418.0, 496.0, 305.0, 36.0], nD2U8zZO10, 6472289]
[unordered-list, [418.0, 532.0, 305.0, 36.0], nD2U8zZO10, 6472289]
[unordered-list, [418.0, 568.0, 305.0, 36.0], nD2U8zZO10, 6472289]
[unordered-list, [418.0, 604.0, 305.0, 36.0], nD2U8zZO10, 6472289]
[unordered-list, [418.0, 640.0, 305.0, 36.0], nD2U8zZO10, 6472289]
[unordered-list, [418.0, 676.0, 305.0, 36.0], nD2U8zZO10, 6472289]
[unordered-list, [418.0, 712.0, 305.0, 36.0], nD2U8zZO10, 6472289]
[unordered-list, [418.0, 748.0, 305.0, 36.0], nD2U8zZO10, 6472289]
[folio, [86.0, 173.0, 267.0, 36.0], gPfT-fvJz5, 6472289]
[unordered-list, [755.0, 173.0, 304.0, 36.0], TULx5YQZYx, 6472289]
[unordered-list, [755.0, 209.0, 304.0, 36.0], TULx5YQZYx, 6472289]
[unordered-list, [755.0, 245.0, 304.0, 36.0], TULx5YQZYx, 6472289]
[unordered-list, [755.0, 281.0, 304.0, 36.0], TULx5YQZYx, 6472289]
[unordered-list, [755.0, 317.0, 304.0, 36.0], TULx5YQZYx, 6472289]
[unordered-list, [755.0, 353.0, 304.0, 36.0], TULx5YQZYx, 6472289]
[unordered-list, [755.0, 389.0, 304.0, 36.0], TULx5YQZYx, 6472289]
[unordered-list, [755.0, 425.0, 304.0, 36.0], TULx5YQZYx, 6472289]
[unordered-list, [755.0, 461.0, 304.0, 36.0], TULx5YQZYx, 6472289]
[unordered-list, [755.0, 497.0, 304.0, 36.0], TULx5YQZYx, 6472289]
[unordered-list, [755.0, 533.0, 304.0, 36.0], TULx5YQZYx, 6472289]
[unordered-list, [755.0, 569.0, 304.0, 36.0], TULx5YQZYx, 6472289]
[unordered-list, [755.0, 605.0, 304.0, 36.0], TULx5YQZYx, 6472289]
[unordered-list, [755.0, 641.0, 304.0, 36.0], TULx5YQZYx, 6472289]
[unordered-list, [755.0, 677.0, 304.0, 36.0], TULx5YQZYx, 6472289]
[unordered-list, [755.0, 713.0, 304.0, 36.0], TULx5YQZYx, 6472289]
[unordered-list, [755.0, 749.0, 304.0, 36.0], TULx5YQZYx, 6472289]
[unordered-list, [755.0, 785.0, 304.0, 36.0], TULx5YQZYx, 6472289]
[unordered-list, [88.0, 279.0, 304.0, 36.0], uV7Itr74Cn, 6472289]
[unordered-list, [88.0, 315.0, 304.0, 36.0], uV7Itr74Cn, 6472289]
[unordered-list, [88.0, 351.0, 304.0, 36.0], uV7Itr74Cn, 6472289]
[unordered-list, [88.0, 387.0, 304.0, 36.0], uV7Itr74Cn, 6472289]
[unordered-list, [88.0, 423.0, 304.0, 36.0], uV7Itr74Cn, 6472289]
[unordered-list, [88.0, 459.0, 304.0, 36.0], uV7Itr74Cn, 6472289]
[unordered-list, [88.0, 495.0, 304.0, 36.0], uV7Itr74Cn, 6472289]
[unordered-list, [88.0, 531.0, 304.0, 36.0], uV7Itr74Cn, 6472289]
[unordered-list, [88.0, 567.0, 304.0, 36.0], uV7Itr74Cn, 6472289]
[unordered-list, [88.0, 603.0, 304.0, 36.0], uV7Itr74Cn, 6472289]
[unordered-list, [88.0, 639.0, 304.0, 36.0], uV7Itr74Cn, 6472289]
[unordered-list, [88.0, 675.0, 304.0, 36.0], uV7Itr74Cn, 6472289]
[unordered-list, [88.0, 711.0, 304.0, 36.0], uV7Itr74Cn, 6472289]
[unordered-list, [88.0, 747.0, 304.0, 36.0], uV7Itr74Cn, 6472289]
[unordered-list, [88.0, 783.0, 304.0, 36.0], uV7Itr74Cn, 6472289]
[unordered-list, [88.0, 819.0, 304.0, 36.0], uV7Itr74Cn, 6472289]
[unordered-list, [88.0, 855.0, 304.0, 36.0], uV7Itr74Cn, 6472289]
[unordered-list, [88.0, 891.0, 304.0, 36.0], uV7Itr74Cn, 6472289]
[unordered-list, [88.0, 927.0, 304.0, 36.0], uV7Itr74Cn, 6472289]
[unordered-list, [88.0, 963.0, 304.0, 36.0], uV7Itr74Cn, 6472289]
[unordered-list, [88.0, 999.0, 304.0, 36.0], uV7Itr74Cn, 6472289]
[unordered-list, [88.0, 1035.0, 304.0, 36.0], uV7Itr74Cn, 6472289]
[unordered-list, [88.0, 1071.0, 304.0, 36.0], uV7Itr74Cn, 6472289]
[folio, [421.0, 816.0, 291.0, 36.0], vNReHSeIZg, 6472289]
[folio, [752.0, 839.0, 277.0, 36.0], D5YUwRGZsC, 6472289]
[unordered-list, [421.0, 923.0, 304.0, 36.0], PDTR2_Fbqq, 6472289]
[unordered-list, [421.0, 959.0, 304.0, 36.0], PDTR2_Fbqq, 6472289]
[unordered-list, [421.0, 995.0, 304.0, 36.0], PDTR2_Fbqq, 6472289]
[unordered-list, [421.0, 1031.0, 304.0, 36.0], PDTR2_Fbqq, 6472289]
[unordered-list, [421.0, 1067.0, 304.0, 36.0], PDTR2_Fbqq, 6472289]
[unordered-list, [421.0, 1103.0, 304.0, 36.0], PDTR2_Fbqq, 6472289]
[unordered-list, [421.0, 1139.0, 304.0, 36.0], PDTR2_Fbqq, 6472289]
[unordered-list, [421.0, 1175.0, 304.0, 36.0], PDTR2_Fbqq, 6472289]
[unordered-list, [421.0, 1211.0, 304.0, 36.0], PDTR2_Fbqq, 6472289]
[unordered-list, [421.0, 1247.0, 304.0, 36.0], PDTR2_Fbqq, 6472289]
[unordered-list, [421.0, 1283.0, 304.0, 36.0], PDTR2_Fbqq, 6472289]
[unordered-list, [752.0, 943.0, 304.0, 36.0], _RvQ1mmyEp, 6472289]
[unordered-list, [752.0, 979.0, 304.0, 36.0], _RvQ1mmyEp, 6472289]
[unordered-list, [752.0, 1015.0, 304.0, 36.0], _RvQ1mmyEp, 6472289]
[unordered-list, [752.0, 1051.0, 304.0, 36.0], _RvQ1mmyEp, 6472289]
[unordered-list, [752.0, 1087.0, 304.0, 36.0], _RvQ1mmyEp, 6472289]
[unordered-list, [752.0, 1123.0, 304.0, 36.0], _RvQ1mmyEp, 6472289]
[unordered-list, [752.0, 1159.0, 304.0, 36.0], _RvQ1mmyEp, 6472289]
[unordered-list, [752.0, 1195.0, 304.0, 36.0], _RvQ1mmyEp, 6472289]
[unordered-list, [752.0, 1231.0, 304.0, 36.0], _RvQ1mmyEp, 6472289]
[unordered-list, [752.0, 1267.0, 304.0, 36.0], _RvQ1mmyEp, 6472289]
[folio, [88.0, 1132.0, 283.0, 36.0], Imu5GeVFfE, 6472289]
