[1806, 1262]
[folio, [734.0, 97.0, 356.0, 36.0], oRDC_NzA_W, 5681075]
[paragraph, [96.0, 181.0, 500.0, 36.0], shoonya_5s6VRW4OVYR8UW, 5681075]
[paragraph, [96.0, 217.0, 500.0, 36.0], shoonya_5s6VRW4OVYR8UW, 5681075]
[paragraph, [96.0, 253.0, 500.0, 36.0], shoonya_5s6VRW4OVYR8UW, 5681075]
[paragraph, [96.0, 289.0, 500.0, 36.0], shoonya_5s6VRW4OVYR8UW, 5681075]
[paragraph, [96.0, 325.0, 500.0, 36.0], shoonya_5s6VRW4OVYR8UW, 5681075]
[paragraph, [96.0, 361.0, 500.0, 36.0], shoonya_5s6VRW4OVYR8UW, 5681075]
[paragraph, [96.0, 397.0, 500.0, 36.0], shoonya_5s6VRW4OVYR8UW, 5681075]
[paragraph, [96.0, 433.0, 500.0, 36.0], shoonya_5s6VRW4OVYR8UW, 5681075]
[paragraph, [648.0, 183.0, 502.0, 36.0], shoonya_8sF0QMJE7E06OZ, 5681075]
[paragraph, [648.0, 219.0, 502.0, 36.0], shoonya_8sF0QMJE7E06OZ, 5681075]
[paragraph, [648.0, 255.0, 502.0, 36.0], shoonya_8sF0QMJE7E06OZ, 5681075]
[paragraph, [648.0, 291.0, 502.0, 36.0], shoonya_8sF0QMJE7E06OZ, 5681075]
[paragraph, [648.0, 327.0, 502.0, 36.0], shoonya_8sF0QMJE7E06OZ, 5681075]
[paragraph, [649.0, 363.0, 501.0, 36.0], shoonya_6s0L59KF1ANH18, 5681075]
[paragraph, [649.0, 399.0, 501.0, 36.0], shoonya_6s0L59KF1ANH18, 5681075]
[paragraph, [649.0, 435.0, 501.0, 36.0], shoonya_6s0L59KF1ANH18, 5681075]
[paragraph, [649.0, 471.0, 501.0, 36.0], shoonya_6s0L59KF1ANH18, 5681075]
[paragraph, [649.0, 507.0, 501.0, 36.0], shoonya_6s0L59KF1ANH18, 5681075]
[paragraph, [101.0, 474.0, 495.0, 36.0], shoonya_4s5G386F7V22GR, 5681075]
[paragraph, [101.0, 510.0, 495.0, 36.0], shoonya_4s5G386F7V22GR, 5681075]
[paragraph, [101.0, 546.0, 495.0, 36.0], shoonya_4s5G386F7V22GR, 5681075]
[paragraph, [101.0, 582.0, 495.0, 36.0], shoonya_4s5G386F7V22GR, 5681075]
[paragraph, [101.0, 618.0, 495.0, 36.0], shoonya_4s5G386F7V22GR, 5681075]
[paragraph, [101.0, 654.0, 495.0, 36.0], shoonya_4s5G386F7V22GR, 5681075]
[paragraph, [652.0, 548.0, 498.0, 36.0], shoonya_3sZ2CVOF8NVXYZ, 5681075]
[paragraph, [652.0, 584.0, 498.0, 36.0], shoonya_3sZ2CVOF8NVXYZ, 5681075]
[paragraph, [652.0, 620.0, 498.0, 36.0], shoonya_3sZ2CVOF8NVXYZ, 5681075]
[paragraph, [652.0, 656.0, 498.0, 36.0], shoonya_3sZ2CVOF8NVXYZ, 5681075]
[paragraph, [652.0, 692.0, 498.0, 36.0], shoonya_3sZ2CVOF8NVXYZ, 5681075]
[paragraph, [652.0, 728.0, 498.0, 36.0], shoonya_3sZ2CVOF8NVXYZ, 5681075]
[paragraph, [652.0, 764.0, 498.0, 36.0], shoonya_3sZ2CVOF8NVXYZ, 5681075]
[paragraph, [652.0, 800.0, 498.0, 36.0], shoonya_3sZ2CVOF8NVXYZ, 5681075]
[paragraph, [652.0, 836.0, 498.0, 36.0], shoonya_3sZ2CVOF8NVXYZ, 5681075]
[paragraph, [652.0, 872.0, 498.0, 36.0], shoonya_3sZ2CVOF8NVXYZ, 5681075]
[paragraph, [102.0, 723.0, 496.0, 36.0], shoonya_2s1XD2QR55POYX, 5681075]
[paragraph, [102.0, 759.0, 496.0, 36.0], shoonya_2s1XD2QR55POYX, 5681075]
[paragraph, [102.0, 795.0, 496.0, 36.0], shoonya_2s1XD2QR55POYX, 5681075]
[paragraph, [102.0, 831.0, 496.0, 36.0], shoonya_2s1XD2QR55POYX, 5681075]
[paragraph, [102.0, 867.0, 496.0, 36.0], shoonya_2s1XD2QR55POYX, 5681075]
[paragraph, [102.0, 903.0, 496.0, 36.0], shoonya_2s1XD2QR55POYX, 5681075]
[paragraph, [656.0, 946.0, 498.0, 36.0], shoonya_1sMP69U955NB4T, 5681075]
[paragraph, [656.0, 982.0, 498.0, 36.0], shoonya_1sMP69U955NB4T, 5681075]
[paragraph, [656.0, 1018.0, 498.0, 36.0], shoonya_1sMP69U955NB4T, 5681075]
[paragraph, [656.0, 1054.0, 498.0, 36.0], shoonya_1sMP69U955NB4T, 5681075]
[paragraph, [656.0, 1090.0, 498.0, 36.0], shoonya_1sMP69U955NB4T, 5681075]
[paragraph, [656.0, 1126.0, 498.0, 36.0], shoonya_1sMP69U955NB4T, 5681075]
[paragraph, [656.0, 1162.0, 498.0, 36.0], shoonya_1sMP69U955NB4T, 5681075]
[paragraph, [656.0, 1198.0, 498.0, 36.0], shoonya_1sMP69U955NB4T, 5681075]
[paragraph, [656.0, 1234.0, 498.0, 36.0], shoonya_1sMP69U955NB4T, 5681075]
[paragraph, [656.0, 1270.0, 498.0, 36.0], shoonya_1sMP69U955NB4T, 5681075]
[paragraph, [656.0, 1306.0, 498.0, 36.0], shoonya_1sMP69U955NB4T, 5681075]
[paragraph, [102.0, 957.0, 497.0, 36.0], shoonya_0sNCQUYKQB8WWY, 5681075]
[paragraph, [102.0, 993.0, 497.0, 36.0], shoonya_0sNCQUYKQB8WWY, 5681075]
[paragraph, [102.0, 1029.0, 497.0, 36.0], shoonya_0sNCQUYKQB8WWY, 5681075]
[paragraph, [102.0, 1065.0, 497.0, 36.0], shoonya_0sNCQUYKQB8WWY, 5681075]
[paragraph, [102.0, 1101.0, 497.0, 36.0], shoonya_0sNCQUYKQB8WWY, 5681075]
[paragraph, [102.0, 1137.0, 497.0, 36.0], shoonya_0sNCQUYKQB8WWY, 5681075]
[paragraph, [102.0, 1173.0, 497.0, 36.0], shoonya_0sNCQUYKQB8WWY, 5681075]
[paragraph, [102.0, 1209.0, 497.0, 36.0], shoonya_0sNCQUYKQB8WWY, 5681075]
[paragraph, [102.0, 1245.0, 497.0, 36.0], shoonya_0sNCQUYKQB8WWY, 5681075]
[paragraph, [102.0, 1281.0, 497.0, 36.0], shoonya_0sNCQUYKQB8WWY, 5681075]
[paragraph, [102.0, 1317.0, 497.0, 36.0], shoonya_0sNCQUYKQB8WWY, 5681075]
[paragraph, [102.0, 1353.0, 497.0, 36.0], shoonya_0sNCQUYKQB8WWY, 5681075]
[paragraph, [102.0, 1389.0, 497.0, 36.0], shoonya_0sNCQUYKQB8WWY, 5681075]
[paragraph, [661.0, 1372.0, 498.0, 36.0], shoonya_7s0SJQFF18NL1H, 5681075]
[paragraph, [661.0, 1408.0, 498.0, 36.0], shoonya_7s0SJQFF18NL1H, 5681075]
[paragraph, [661.0, 1444.0, 498.0, 36.0], shoonya_7s0SJQFF18NL1H, 5681075]
[paragraph, [661.0, 1480.0, 498.0, 36.0], shoonya_7s0SJQFF18NL1H, 5681075]
[paragraph, [661.0, 1516.0, 498.0, 36.0], shoonya_7s0SJQFF18NL1H, 5681075]
[paragraph, [661.0, 1552.0, 498.0, 36.0], shoonya_7s0SJQFF18NL1H, 5681075]
[paragraph, [661.0, 1588.0, 498.0, 36.0], shoonya_7s0SJQFF18NL1H, 5681075]
[paragraph, [661.0, 1624.0, 498.0, 36.0], shoonya_7s0SJQFF18NL1H, 5681075]
[paragraph, [661.0, 1660.0, 498.0, 36.0], shoonya_7s0SJQFF18NL1H, 5681075]
[paragraph, [105.0, 1453.0, 498.0, 36.0], shoonya_9sRY2RPZ98GBF3, 5681075]
[paragraph, [105.0, 1489.0, 498.0, 36.0], shoonya_9sRY2RPZ98GBF3, 5681075]
[paragraph, [105.0, 1525.0, 498.0, 36.0], shoonya_9sRY2RPZ98GBF3, 5681075]
[paragraph, [105.0, 1561.0, 498.0, 36.0], shoonya_9sRY2RPZ98GBF3, 5681075]
[paragraph, [105.0, 1597.0, 498.0, 36.0], shoonya_9sRY2RPZ98GBF3, 5681075]
[paragraph, [105.0, 1633.0, 498.0, 36.0], shoonya_9sRY2RPZ98GBF3, 5681075]
[paragraph, [105.0, 1669.0, 498.0, 36.0], shoonya_9sRY2RPZ98GBF3, 5681075]
