[3968, 2806]
[headline, [1268.0, 262.0, 1271.0, 52.5], WKWHFTCC6k, 5684070]
[headline, [1268.0, 314.5, 1271.0, 52.5], WKWHFTCC6k, 5684070]
[headline, [1268.0, 367.0, 1271.0, 52.5], WKWHFTCC6k, 5684070]
[headline, [1268.0, 419.5, 1271.0, 52.5], WKWHFTCC6k, 5684070]
[headline, [1268.0, 472.0, 1271.0, 52.5], WKWHFTCC6k, 5684070]
[headline, [1268.0, 524.5, 1271.0, 52.5], WKWHFTCC6k, 5684070]
[headline, [1268.0, 577.0, 1271.0, 52.5], WKWHFTCC6k, 5684070]
[headline, [1268.0, 629.5, 1271.0, 52.5], WKWHFTCC6k, 5684070]
[author, [1461.0, 1529.0, 1050.0, 52.5], shoonya_5sNDMR5Q8N42ZR, 5684070]
[author, [1461.0, 1581.5, 1050.0, 52.5], shoonya_5sNDMR5Q8N42ZR, 5684070]
[author, [1461.0, 1634.0, 1050.0, 52.5], shoonya_5sNDMR5Q8N42ZR, 5684070]
[paragraph, [1385.0, 2205.0, 1240.0, 52.5], shoonya_2s6NX7N1Y6T5TQ, 5684070]
[paragraph, [1385.0, 2257.5, 1240.0, 52.5], shoonya_2s6NX7N1Y6T5TQ, 5684070]
[paragraph, [1385.0, 2310.0, 1240.0, 52.5], shoonya_2s6NX7N1Y6T5TQ, 5684070]
[paragraph, [1385.0, 2362.5, 1240.0, 52.5], shoonya_2s6NX7N1Y6T5TQ, 5684070]
[paragraph, [1385.0, 2415.0, 1240.0, 52.5], shoonya_2s6NX7N1Y6T5TQ, 5684070]
[paragraph, [1385.0, 2467.5, 1240.0, 52.5], shoonya_2s6NX7N1Y6T5TQ, 5684070]
[paragraph, [1385.0, 2520.0, 1240.0, 52.5], shoonya_2s6NX7N1Y6T5TQ, 5684070]
[paragraph, [1385.0, 2572.5, 1240.0, 52.5], shoonya_2s6NX7N1Y6T5TQ, 5684070]
[paragraph, [1385.0, 2625.0, 1240.0, 52.5], shoonya_2s6NX7N1Y6T5TQ, 5684070]
[paragraph, [1385.0, 2677.5, 1240.0, 52.5], shoonya_2s6NX7N1Y6T5TQ, 5684070]
[paragraph, [1385.0, 2730.0, 1240.0, 52.5], shoonya_2s6NX7N1Y6T5TQ, 5684070]
[paragraph, [1385.0, 2782.5, 1240.0, 52.5], shoonya_2s6NX7N1Y6T5TQ, 5684070]
[paragraph, [1385.0, 2835.0, 1240.0, 52.5], shoonya_2s6NX7N1Y6T5TQ, 5684070]
[paragraph, [1385.0, 2887.5, 1240.0, 52.5], shoonya_2s6NX7N1Y6T5TQ, 5684070]
[paragraph, [1385.0, 2940.0, 1240.0, 52.5], shoonya_2s6NX7N1Y6T5TQ, 5684070]
[paragraph, [168.0, 2222.0, 1201.0, 52.5], shoonya_0sY8QVQEKX0ZZ7, 5684070]
[paragraph, [168.0, 2274.5, 1201.0, 52.5], shoonya_0sY8QVQEKX0ZZ7, 5684070]
[paragraph, [168.0, 2327.0, 1201.0, 52.5], shoonya_0sY8QVQEKX0ZZ7, 5684070]
[paragraph, [168.0, 2379.5, 1201.0, 52.5], shoonya_0sY8QVQEKX0ZZ7, 5684070]
[paragraph, [168.0, 2432.0, 1201.0, 52.5], shoonya_0sY8QVQEKX0ZZ7, 5684070]
[paragraph, [168.0, 2484.5, 1201.0, 52.5], shoonya_0sY8QVQEKX0ZZ7, 5684070]
[paragraph, [168.0, 2537.0, 1201.0, 52.5], shoonya_0sY8QVQEKX0ZZ7, 5684070]
[paragraph, [168.0, 2589.5, 1201.0, 52.5], shoonya_0sY8QVQEKX0ZZ7, 5684070]
[paragraph, [168.0, 2642.0, 1201.0, 52.5], shoonya_0sY8QVQEKX0ZZ7, 5684070]
[paragraph, [168.0, 2694.5, 1201.0, 52.5], shoonya_0sY8QVQEKX0ZZ7, 5684070]
[paragraph, [168.0, 2747.0, 1201.0, 52.5], shoonya_0sY8QVQEKX0ZZ7, 5684070]
[paragraph, [168.0, 2799.5, 1201.0, 52.5], shoonya_0sY8QVQEKX0ZZ7, 5684070]
[paragraph, [168.0, 2852.0, 1201.0, 52.5], shoonya_0sY8QVQEKX0ZZ7, 5684070]
[paragraph, [168.0, 2904.5, 1201.0, 52.5], shoonya_0sY8QVQEKX0ZZ7, 5684070]
[paragraph, [168.0, 2957.0, 1201.0, 52.5], shoonya_0sY8QVQEKX0ZZ7, 5684070]
[paragraph, [168.0, 3009.5, 1201.0, 52.5], shoonya_0sY8QVQEKX0ZZ7, 5684070]
[paragraph, [168.0, 3062.0, 1201.0, 52.5], shoonya_0sY8QVQEKX0ZZ7, 5684070]
[paragraph, [168.0, 3114.5, 1201.0, 52.5], shoonya_0sY8QVQEKX0ZZ7, 5684070]
[paragraph, [168.0, 3167.0, 1201.0, 52.5], shoonya_0sY8QVQEKX0ZZ7, 5684070]
[paragraph, [168.0, 3219.5, 1201.0, 52.5], shoonya_0sY8QVQEKX0ZZ7, 5684070]
[paragraph, [168.0, 3272.0, 1201.0, 52.5], shoonya_0sY8QVQEKX0ZZ7, 5684070]
[paragraph, [168.0, 3324.5, 1201.0, 52.5], shoonya_0sY8QVQEKX0ZZ7, 5684070]
[paragraph, [168.0, 3377.0, 1201.0, 52.5], shoonya_0sY8QVQEKX0ZZ7, 5684070]
[paragraph, [168.0, 3429.5, 1201.0, 52.5], shoonya_0sY8QVQEKX0ZZ7, 5684070]
[paragraph, [168.0, 3482.0, 1201.0, 52.5], shoonya_0sY8QVQEKX0ZZ7, 5684070]
[paragraph, [168.0, 3534.5, 1201.0, 52.5], shoonya_0sY8QVQEKX0ZZ7, 5684070]
[paragraph, [168.0, 3587.0, 1201.0, 52.5], shoonya_0sY8QVQEKX0ZZ7, 5684070]
[paragraph, [168.0, 3639.5, 1201.0, 52.5], shoonya_0sY8QVQEKX0ZZ7, 5684070]
[paragraph, [1386.0, 3077.0, 1242.0, 52.5], shoonya_1sEFX8E4HN9FPY, 5684070]
[paragraph, [1386.0, 3129.5, 1242.0, 52.5], shoonya_1sEFX8E4HN9FPY, 5684070]
[paragraph, [1386.0, 3182.0, 1242.0, 52.5], shoonya_1sEFX8E4HN9FPY, 5684070]
[paragraph, [1386.0, 3234.5, 1242.0, 52.5], shoonya_1sEFX8E4HN9FPY, 5684070]
[paragraph, [1386.0, 3287.0, 1242.0, 52.5], shoonya_1sEFX8E4HN9FPY, 5684070]
[paragraph, [1386.0, 3339.5, 1242.0, 52.5], shoonya_1sEFX8E4HN9FPY, 5684070]
[paragraph, [1386.0, 3392.0, 1242.0, 52.5], shoonya_1sEFX8E4HN9FPY, 5684070]
[paragraph, [1386.0, 3444.5, 1242.0, 52.5], shoonya_1sEFX8E4HN9FPY, 5684070]
[paragraph, [1386.0, 3497.0, 1242.0, 52.5], shoonya_1sEFX8E4HN9FPY, 5684070]
[paragraph, [1386.0, 3549.5, 1242.0, 52.5], shoonya_1sEFX8E4HN9FPY, 5684070]
[paragraph, [1386.0, 3602.0, 1242.0, 52.5], shoonya_1sEFX8E4HN9FPY, 5684070]
[paragraph, [1386.0, 3654.5, 1242.0, 52.5], shoonya_1sEFX8E4HN9FPY, 5684070]
[folio, [241.0, 3803.0, 805.0, 52.5], t7RL6nMXhj, 5684070]
[folio, [241.0, 3855.5, 805.0, 52.5], t7RL6nMXhj, 5684070]
