[932, 612]
[folio, [240.0, 152.0, 181.0, 18.0], oYckOBdwef, 6460992]
[paragraph, [164.0, 194.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 212.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 230.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 248.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 266.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 284.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 302.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 320.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 338.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 356.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 374.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 392.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 410.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 428.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 446.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 464.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 482.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 500.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 518.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 536.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 554.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 572.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 590.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 608.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 626.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 644.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 662.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 680.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 698.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 716.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 734.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
[paragraph, [164.0, 752.0, 346.0, 18.0], shoonya_0sC9TCRKPH4AZR, 6460992]
