[1253, 921]
[chapter-title, [292.0, 117.0, 212.0, 30.0], shoonya_8sJV8WNVNSBAGN, 5776283]
[chapter-title, [292.0, 147.0, 212.0, 30.0], shoonya_8sJV8WNVNSBAGN, 5776283]
[paragraph, [80.0, 302.0, 629.0, 18.0], shoonya_7sDT8ETR7R9T32, 5776283]
[paragraph, [80.0, 320.0, 629.0, 18.0], shoonya_7sDT8ETR7R9T32, 5776283]
[paragraph, [80.0, 338.0, 629.0, 18.0], shoonya_7sDT8ETR7R9T32, 5776283]
[paragraph, [80.0, 356.0, 629.0, 18.0], shoonya_7sDT8ETR7R9T32, 5776283]
[paragraph, [80.0, 374.0, 629.0, 18.0], shoonya_7sDT8ETR7R9T32, 5776283]
[paragraph, [80.0, 392.0, 629.0, 18.0], shoonya_7sDT8ETR7R9T32, 5776283]
[paragraph, [80.0, 410.0, 629.0, 18.0], shoonya_7sDT8ETR7R9T32, 5776283]
[paragraph, [83.0, 430.0, 626.0, 18.0], shoonya_6sS50MNZ2P4LD6, 5776283]
[paragraph, [83.0, 448.0, 626.0, 18.0], shoonya_6sS50MNZ2P4LD6, 5776283]
[paragraph, [82.0, 479.0, 630.0, 18.0], shoonya_3sP0QXA49LC1SC, 5776283]
[paragraph, [82.0, 497.0, 630.0, 18.0], shoonya_3sP0QXA49LC1SC, 5776283]
[paragraph, [82.0, 531.0, 630.0, 18.0], shoonya_1sUKJ3BJYAMNTA, 5776283]
[paragraph, [82.0, 549.0, 630.0, 18.0], shoonya_1sUKJ3BJYAMNTA, 5776283]
[paragraph, [82.0, 567.0, 630.0, 18.0], shoonya_1sUKJ3BJYAMNTA, 5776283]
[paragraph, [82.0, 585.0, 630.0, 18.0], shoonya_1sUKJ3BJYAMNTA, 5776283]
[paragraph, [82.0, 603.0, 630.0, 18.0], shoonya_1sUKJ3BJYAMNTA, 5776283]
[paragraph, [82.0, 630.0, 629.0, 18.0], shoonya_0sQFF6VJW61X53, 5776283]
[paragraph, [82.0, 648.0, 629.0, 18.0], shoonya_0sQFF6VJW61X53, 5776283]
[paragraph, [82.0, 666.0, 629.0, 18.0], shoonya_0sQFF6VJW61X53, 5776283]
[paragraph, [82.0, 684.0, 629.0, 18.0], shoonya_0sQFF6VJW61X53, 5776283]
[paragraph, [82.0, 702.0, 629.0, 18.0], shoonya_0sQFF6VJW61X53, 5776283]
[paragraph, [82.0, 720.0, 629.0, 18.0], shoonya_0sQFF6VJW61X53, 5776283]
[paragraph, [82.0, 738.0, 629.0, 18.0], shoonya_0sQFF6VJW61X53, 5776283]
[paragraph, [82.0, 756.0, 629.0, 18.0], shoonya_0sQFF6VJW61X53, 5776283]
[paragraph, [82.0, 774.0, 629.0, 18.0], shoonya_0sQFF6VJW61X53, 5776283]
[paragraph, [82.0, 792.0, 629.0, 18.0], shoonya_0sQFF6VJW61X53, 5776283]
[paragraph, [82.0, 810.0, 629.0, 18.0], shoonya_0sQFF6VJW61X53, 5776283]
[paragraph, [82.0, 828.0, 629.0, 18.0], shoonya_0sQFF6VJW61X53, 5776283]
[paragraph, [84.0, 853.0, 630.0, 18.0], shoonya_2sSG52UXPR3PPS, 5776283]
[paragraph, [84.0, 871.0, 630.0, 18.0], shoonya_2sSG52UXPR3PPS, 5776283]
[paragraph, [84.0, 889.0, 630.0, 18.0], shoonya_2sSG52UXPR3PPS, 5776283]
[paragraph, [84.0, 907.0, 630.0, 18.0], shoonya_2sSG52UXPR3PPS, 5776283]
[paragraph, [84.0, 925.0, 630.0, 18.0], shoonya_2sSG52UXPR3PPS, 5776283]
[paragraph, [84.0, 943.0, 630.0, 18.0], shoonya_2sSG52UXPR3PPS, 5776283]
[paragraph, [84.0, 961.0, 630.0, 18.0], shoonya_2sSG52UXPR3PPS, 5776283]
[paragraph, [84.0, 979.0, 630.0, 18.0], shoonya_2sSG52UXPR3PPS, 5776283]
[paragraph, [84.0, 997.0, 630.0, 18.0], shoonya_2sSG52UXPR3PPS, 5776283]
[paragraph, [87.0, 1029.0, 627.0, 18.0], shoonya_4sFDSEML6BNLCU, 5776283]
[paragraph, [87.0, 1047.0, 627.0, 18.0], shoonya_4sFDSEML6BNLCU, 5776283]
[paragraph, [87.0, 1065.0, 627.0, 18.0], shoonya_4sFDSEML6BNLCU, 5776283]
