[1350, 900]
[chapter-title, [332.0, 401.0, 225.0, 30.0], shoonya_5sNCWG7ZDECN7I, 5759833]
[chapter-title, [332.0, 431.0, 225.0, 30.0], shoonya_5sNCWG7ZDECN7I, 5759833]
[author, [187.0, 471.0, 509.0, 18.0], shoonya_3sFFZ3IVLU9TS7, 5759833]
[author, [187.0, 489.0, 509.0, 18.0], shoonya_3sFFZ3IVLU9TS7, 5759833]
[paragraph, [156.0, 525.0, 571.0, 18.0], shoonya_0s2B5H4KVZ9YHV, 5759833]
[paragraph, [156.0, 543.0, 571.0, 18.0], shoonya_0s2B5H4KVZ9YHV, 5759833]
[paragraph, [156.0, 561.0, 571.0, 18.0], shoonya_0s2B5H4KVZ9YHV, 5759833]
[paragraph, [156.0, 579.0, 571.0, 18.0], shoonya_0s2B5H4KVZ9YHV, 5759833]
[paragraph, [156.0, 597.0, 571.0, 18.0], shoonya_0s2B5H4KVZ9YHV, 5759833]
[paragraph, [156.0, 615.0, 571.0, 18.0], shoonya_0s2B5H4KVZ9YHV, 5759833]
[paragraph, [156.0, 633.0, 571.0, 18.0], shoonya_0s2B5H4KVZ9YHV, 5759833]
[paragraph, [156.0, 651.0, 571.0, 18.0], shoonya_0s2B5H4KVZ9YHV, 5759833]
[paragraph, [156.0, 669.0, 571.0, 18.0], shoonya_0s2B5H4KVZ9YHV, 5759833]
[paragraph, [156.0, 687.0, 571.0, 18.0], shoonya_0s2B5H4KVZ9YHV, 5759833]
[paragraph, [156.0, 705.0, 571.0, 18.0], shoonya_0s2B5H4KVZ9YHV, 5759833]
[paragraph, [156.0, 723.0, 571.0, 18.0], shoonya_0s2B5H4KVZ9YHV, 5759833]
[paragraph, [156.0, 741.0, 571.0, 18.0], shoonya_0s2B5H4KVZ9YHV, 5759833]
[paragraph, [156.0, 759.0, 571.0, 18.0], shoonya_0s2B5H4KVZ9YHV, 5759833]
[paragraph, [156.0, 777.0, 571.0, 18.0], shoonya_0s2B5H4KVZ9YHV, 5759833]
[paragraph, [156.0, 795.0, 571.0, 18.0], shoonya_0s2B5H4KVZ9YHV, 5759833]
[paragraph, [156.0, 813.0, 571.0, 18.0], shoonya_0s2B5H4KVZ9YHV, 5759833]
[paragraph, [156.0, 831.0, 571.0, 18.0], shoonya_0s2B5H4KVZ9YHV, 5759833]
[paragraph, [156.0, 849.0, 571.0, 18.0], shoonya_0s2B5H4KVZ9YHV, 5759833]
[paragraph, [156.0, 867.0, 571.0, 18.0], shoonya_0s2B5H4KVZ9YHV, 5759833]
[paragraph, [156.0, 885.0, 571.0, 18.0], shoonya_0s2B5H4KVZ9YHV, 5759833]
[paragraph, [157.0, 921.0, 570.0, 18.0], shoonya_2s1LDS0VLIUVWH, 5759833]
[paragraph, [157.0, 939.0, 570.0, 18.0], shoonya_2s1LDS0VLIUVWH, 5759833]
[paragraph, [157.0, 957.0, 570.0, 18.0], shoonya_2s1LDS0VLIUVWH, 5759833]
[paragraph, [157.0, 975.0, 570.0, 18.0], shoonya_2s1LDS0VLIUVWH, 5759833]
[paragraph, [157.0, 993.0, 570.0, 18.0], shoonya_2s1LDS0VLIUVWH, 5759833]
[paragraph, [157.0, 1011.0, 570.0, 18.0], shoonya_2s1LDS0VLIUVWH, 5759833]
[paragraph, [157.0, 1029.0, 570.0, 18.0], shoonya_2s1LDS0VLIUVWH, 5759833]
[paragraph, [157.0, 1047.0, 570.0, 18.0], shoonya_2s1LDS0VLIUVWH, 5759833]
[paragraph, [157.0, 1065.0, 570.0, 18.0], shoonya_2s1LDS0VLIUVWH, 5759833]
[paragraph, [157.0, 1083.0, 570.0, 18.0], shoonya_2s1LDS0VLIUVWH, 5759833]
[paragraph, [157.0, 1101.0, 570.0, 18.0], shoonya_2s1LDS0VLIUVWH, 5759833]
[paragraph, [157.0, 1119.0, 570.0, 18.0], shoonya_2s1LDS0VLIUVWH, 5759833]
