[1483, 1081]
[flag, [317.0, 249.0, 449.0, 18.0], JBueXpTrg7, 5762989]
[flag, [317.0, 267.0, 449.0, 18.0], JBueXpTrg7, 5762989]
[flag, [317.0, 285.0, 449.0, 18.0], JBueXpTrg7, 5762989]
[flag, [317.0, 303.0, 449.0, 18.0], JBueXpTrg7, 5762989]
[paragraph, [140.0, 335.0, 792.0, 18.0], 2Eb_CSpQZY, 5762989]
[paragraph, [140.0, 353.0, 792.0, 18.0], 2Eb_CSpQZY, 5762989]
[paragraph, [140.0, 371.0, 792.0, 18.0], 2Eb_CSpQZY, 5762989]
[paragraph, [140.0, 389.0, 792.0, 18.0], 2Eb_CSpQZY, 5762989]
[paragraph, [140.0, 407.0, 792.0, 18.0], 2Eb_CSpQZY, 5762989]
[paragraph, [140.0, 425.0, 792.0, 18.0], 2Eb_CSpQZY, 5762989]
[paragraph, [140.0, 443.0, 792.0, 18.0], 2Eb_CSpQZY, 5762989]
[paragraph, [140.0, 461.0, 792.0, 18.0], 2Eb_CSpQZY, 5762989]
[paragraph, [140.0, 479.0, 792.0, 18.0], 2Eb_CSpQZY, 5762989]
[paragraph, [140.0, 497.0, 792.0, 18.0], 2Eb_CSpQZY, 5762989]
[section-title, [546.0, 529.0, 321.0, 30.0], RE7r-iscZL, 5762989]
[section-title, [546.0, 559.0, 321.0, 30.0], RE7r-iscZL, 5762989]
[section-title, [546.0, 589.0, 321.0, 30.0], RE7r-iscZL, 5762989]
[answer, [111.0, 623.0, 429.0, 18.0], 0OEX2EaG4I, 5762989]
[answer, [111.0, 641.0, 429.0, 18.0], 0OEX2EaG4I, 5762989]
[answer, [111.0, 659.0, 429.0, 18.0], 0OEX2EaG4I, 5762989]
[answer, [111.0, 677.0, 429.0, 18.0], 0OEX2EaG4I, 5762989]
[answer, [111.0, 695.0, 429.0, 18.0], 0OEX2EaG4I, 5762989]
[answer, [111.0, 713.0, 429.0, 18.0], 0OEX2EaG4I, 5762989]
[answer, [111.0, 731.0, 429.0, 18.0], 0OEX2EaG4I, 5762989]
[answer, [111.0, 749.0, 429.0, 18.0], 0OEX2EaG4I, 5762989]
[answer, [111.0, 767.0, 429.0, 18.0], 0OEX2EaG4I, 5762989]
[unordered-list, [540.0, 625.0, 416.0, 18.0], shoonya_0sQLI32AI23NY2, 5762989]
[unordered-list, [540.0, 643.0, 416.0, 18.0], shoonya_0sQLI32AI23NY2, 5762989]
[unordered-list, [540.0, 661.0, 416.0, 18.0], shoonya_0sQLI32AI23NY2, 5762989]
[unordered-list, [540.0, 679.0, 416.0, 18.0], shoonya_0sQLI32AI23NY2, 5762989]
[unordered-list, [540.0, 697.0, 416.0, 18.0], shoonya_0sQLI32AI23NY2, 5762989]
[unordered-list, [540.0, 715.0, 416.0, 18.0], shoonya_0sQLI32AI23NY2, 5762989]
[unordered-list, [540.0, 733.0, 416.0, 18.0], shoonya_0sQLI32AI23NY2, 5762989]
[unordered-list, [540.0, 751.0, 416.0, 18.0], shoonya_0sQLI32AI23NY2, 5762989]
[section-title, [336.0, 824.0, 466.0, 30.0], shoonya_4sR15FGEUZYP4J, 5762989]
[paragraph, [171.0, 899.0, 749.0, 18.0], Uj2fv3-gpd, 5762989]
[paragraph, [171.0, 917.0, 749.0, 18.0], Uj2fv3-gpd, 5762989]
[paragraph, [171.0, 935.0, 749.0, 18.0], Uj2fv3-gpd, 5762989]
[paragraph, [171.0, 953.0, 749.0, 18.0], Uj2fv3-gpd, 5762989]
[paragraph, [171.0, 971.0, 749.0, 18.0], Uj2fv3-gpd, 5762989]
[paragraph, [171.0, 989.0, 749.0, 18.0], Uj2fv3-gpd, 5762989]
[paragraph, [171.0, 1007.0, 749.0, 18.0], Uj2fv3-gpd, 5762989]
[contact-info, [253.0, 1040.0, 603.0, 18.0], W6yg_sgkr0, 5762989]
[contact-info, [253.0, 1058.0, 603.0, 18.0], W6yg_sgkr0, 5762989]
[contact-info, [253.0, 1076.0, 603.0, 18.0], W6yg_sgkr0, 5762989]
[contact-info, [253.0, 1094.0, 603.0, 18.0], W6yg_sgkr0, 5762989]
[contact-info, [253.0, 1112.0, 603.0, 18.0], W6yg_sgkr0, 5762989]
[contact-info, [253.0, 1130.0, 603.0, 18.0], W6yg_sgkr0, 5762989]
[contact-info, [253.0, 1148.0, 603.0, 18.0], W6yg_sgkr0, 5762989]
[website-link, [606.0, 1112.0, 207.0, 18.0], UrPcpDbaPl, 5762989]
[website-link, [503.0, 1136.0, 310.0, 18.0], lkxULhjY9T, 5762989]
[contact-info, [229.0, 1177.0, 629.0, 18.0], nvfgqY1bbs, 5762989]
[contact-info, [229.0, 1195.0, 629.0, 18.0], nvfgqY1bbs, 5762989]
[contact-info, [229.0, 1213.0, 629.0, 18.0], nvfgqY1bbs, 5762989]
[contact-info, [229.0, 1231.0, 629.0, 18.0], nvfgqY1bbs, 5762989]
[contact-info, [229.0, 1249.0, 629.0, 18.0], nvfgqY1bbs, 5762989]
[contact-info, [229.0, 1267.0, 629.0, 18.0], nvfgqY1bbs, 5762989]
[contact-info, [229.0, 1285.0, 629.0, 18.0], nvfgqY1bbs, 5762989]
[contact-info, [229.0, 1303.0, 629.0, 18.0], nvfgqY1bbs, 5762989]
