[3508, 2481]
[contact-info, [653.0, 86.0, 1147.0, 52.5], shoonya_5sFK9QJ7K5MSQP, 6516786]
[contact-info, [653.0, 138.5, 1147.0, 52.5], shoonya_5sFK9QJ7K5MSQP, 6516786]
[contact-info, [209.0, 268.0, 802.0, 52.5], CDrqAu0fzj, 6516786]
[contact-info, [209.0, 320.5, 802.0, 52.5], CDrqAu0fzj, 6516786]
[contact-info, [209.0, 373.0, 802.0, 52.5], CDrqAu0fzj, 6516786]
[section-title, [856.0, 498.0, 748.0, 93.0], leBAC9TZTM, 6516786]
[paragraph, [223.0, 1005.0, 269.0, 52.5], shoonya_3sVBAHZJ4L012Z, 6516786]
[paragraph, [219.0, 1115.0, 2042.0, 52.5], shoonya_0sP37B3NDWZ60M, 6516786]
[paragraph, [219.0, 1167.5, 2042.0, 52.5], shoonya_0sP37B3NDWZ60M, 6516786]
[paragraph, [219.0, 1220.0, 2042.0, 52.5], shoonya_0sP37B3NDWZ60M, 6516786]
[paragraph, [219.0, 1272.5, 2042.0, 52.5], shoonya_0sP37B3NDWZ60M, 6516786]
[paragraph, [219.0, 1325.0, 2042.0, 52.5], shoonya_0sP37B3NDWZ60M, 6516786]
[paragraph, [219.0, 1377.5, 2042.0, 52.5], shoonya_0sP37B3NDWZ60M, 6516786]
[unordered-list, [284.0, 1535.0, 1980.0, 52.5], shoonya_4s4GHB13HP9AYP, 6516786]
[unordered-list, [284.0, 1587.5, 1980.0, 52.5], shoonya_4s4GHB13HP9AYP, 6516786]
[unordered-list, [284.0, 1640.0, 1980.0, 52.5], shoonya_4s4GHB13HP9AYP, 6516786]
[unordered-list, [284.0, 1692.5, 1980.0, 52.5], shoonya_4s4GHB13HP9AYP, 6516786]
[unordered-list, [284.0, 1745.0, 1980.0, 52.5], shoonya_4s4GHB13HP9AYP, 6516786]
[unordered-list, [284.0, 1797.5, 1980.0, 52.5], shoonya_4s4GHB13HP9AYP, 6516786]
[unordered-list, [284.0, 1850.0, 1980.0, 52.5], shoonya_4s4GHB13HP9AYP, 6516786]
[unordered-list, [284.0, 1902.5, 1980.0, 52.5], shoonya_4s4GHB13HP9AYP, 6516786]
[unordered-list, [284.0, 1955.0, 1980.0, 52.5], shoonya_4s4GHB13HP9AYP, 6516786]
[unordered-list, [284.0, 2007.5, 1980.0, 52.5], shoonya_4s4GHB13HP9AYP, 6516786]
[contact-info, [209.0, 2233.0, 415.0, 52.5], yrOZnSoDkb, 6516786]
[contact-info, [209.0, 2285.5, 415.0, 52.5], yrOZnSoDkb, 6516786]
[contact-info, [1766.0, 3288.0, 494.0, 52.5], shoonya_6sXSXK22FKA1KJ, 6516786]
