[1447, 1063]
[folio, [418.0, 46.0, 217.0, 18.0], A03q2wpEA4, 5762545]
[folio, [418.0, 64.0, 217.0, 18.0], A03q2wpEA4, 5762545]
[headline, [106.0, 167.0, 847.0, 25.5], shoonya_5sCW31IUDJ8533, 5762545]
[headline, [106.0, 192.5, 847.0, 25.5], shoonya_5sCW31IUDJ8533, 5762545]
[headline, [106.0, 218.0, 847.0, 25.5], shoonya_5sCW31IUDJ8533, 5762545]
[paragraph, [533.0, 270.0, 418.0, 18.0], shoonya_1sEPLHYBM3YK9B, 5762545]
[paragraph, [533.0, 288.0, 418.0, 18.0], shoonya_1sEPLHYBM3YK9B, 5762545]
[paragraph, [533.0, 306.0, 418.0, 18.0], shoonya_1sEPLHYBM3YK9B, 5762545]
[paragraph, [533.0, 324.0, 418.0, 18.0], shoonya_1sEPLHYBM3YK9B, 5762545]
[paragraph, [533.0, 342.0, 418.0, 18.0], shoonya_1sEPLHYBM3YK9B, 5762545]
[paragraph, [533.0, 360.0, 418.0, 18.0], shoonya_1sEPLHYBM3YK9B, 5762545]
[paragraph, [533.0, 378.0, 418.0, 18.0], shoonya_1sEPLHYBM3YK9B, 5762545]
[paragraph, [533.0, 396.0, 418.0, 18.0], shoonya_1sEPLHYBM3YK9B, 5762545]
[paragraph, [533.0, 414.0, 418.0, 18.0], shoonya_1sEPLHYBM3YK9B, 5762545]
[paragraph, [533.0, 432.0, 418.0, 18.0], shoonya_1sEPLHYBM3YK9B, 5762545]
[paragraph, [533.0, 450.0, 418.0, 18.0], shoonya_1sEPLHYBM3YK9B, 5762545]
[paragraph, [533.0, 468.0, 418.0, 18.0], shoonya_1sEPLHYBM3YK9B, 5762545]
[paragraph, [533.0, 486.0, 418.0, 18.0], shoonya_1sEPLHYBM3YK9B, 5762545]
[paragraph, [533.0, 504.0, 418.0, 18.0], shoonya_1sEPLHYBM3YK9B, 5762545]
[paragraph, [533.0, 522.0, 418.0, 18.0], shoonya_1sEPLHYBM3YK9B, 5762545]
[paragraph, [533.0, 540.0, 418.0, 18.0], shoonya_1sEPLHYBM3YK9B, 5762545]
[paragraph, [533.0, 558.0, 418.0, 18.0], shoonya_1sEPLHYBM3YK9B, 5762545]
[paragraph, [533.0, 576.0, 418.0, 18.0], shoonya_1sEPLHYBM3YK9B, 5762545]
[paragraph, [533.0, 594.0, 418.0, 18.0], shoonya_1sEPLHYBM3YK9B, 5762545]
[paragraph, [533.0, 612.0, 418.0, 18.0], shoonya_1sEPLHYBM3YK9B, 5762545]
[paragraph, [533.0, 630.0, 418.0, 18.0], shoonya_1sEPLHYBM3YK9B, 5762545]
[paragraph, [533.0, 648.0, 418.0, 18.0], shoonya_1sEPLHYBM3YK9B, 5762545]
[paragraph, [533.0, 666.0, 418.0, 18.0], shoonya_1sEPLHYBM3YK9B, 5762545]
[paragraph, [533.0, 684.0, 418.0, 18.0], shoonya_1sEPLHYBM3YK9B, 5762545]
[paragraph, [533.0, 702.0, 418.0, 18.0], shoonya_1sEPLHYBM3YK9B, 5762545]
[paragraph, [533.0, 720.0, 418.0, 18.0], shoonya_1sEPLHYBM3YK9B, 5762545]
[paragraph, [533.0, 738.0, 418.0, 18.0], shoonya_1sEPLHYBM3YK9B, 5762545]
[paragraph, [108.0, 271.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 289.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 307.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 325.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 343.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 361.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 379.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 397.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 415.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 433.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 451.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 469.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 487.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 505.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 523.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 541.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 559.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 577.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 595.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 613.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 631.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 649.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 667.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 685.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 703.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 721.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 739.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 757.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 775.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 793.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 811.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 829.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 847.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 865.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 883.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 901.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 919.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 937.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 955.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 973.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [108.0, 991.0, 418.0, 18.0], shoonya_2sRZX6N9T4RW4A, 5762545]
[paragraph, [532.0, 786.0, 420.0, 18.0], shoonya_4s8AVW2D4NLI18, 5762545]
[paragraph, [532.0, 804.0, 420.0, 18.0], shoonya_4s8AVW2D4NLI18, 5762545]
[paragraph, [532.0, 822.0, 420.0, 18.0], shoonya_4s8AVW2D4NLI18, 5762545]
[paragraph, [532.0, 840.0, 420.0, 18.0], shoonya_4s8AVW2D4NLI18, 5762545]
[paragraph, [532.0, 858.0, 420.0, 18.0], shoonya_4s8AVW2D4NLI18, 5762545]
[paragraph, [532.0, 876.0, 420.0, 18.0], shoonya_4s8AVW2D4NLI18, 5762545]
[paragraph, [532.0, 894.0, 420.0, 18.0], shoonya_4s8AVW2D4NLI18, 5762545]
[paragraph, [532.0, 912.0, 420.0, 18.0], shoonya_4s8AVW2D4NLI18, 5762545]
[paragraph, [532.0, 930.0, 420.0, 18.0], shoonya_4s8AVW2D4NLI18, 5762545]
[paragraph, [532.0, 948.0, 420.0, 18.0], shoonya_4s8AVW2D4NLI18, 5762545]
[paragraph, [532.0, 966.0, 420.0, 18.0], shoonya_4s8AVW2D4NLI18, 5762545]
[paragraph, [532.0, 984.0, 420.0, 18.0], shoonya_4s8AVW2D4NLI18, 5762545]
