[1267, 753]
[folio, [326.0, 76.0, 105.0, 18.0], shoonya_2sBZM6CZIO7512, 5699418]
[paragraph, [84.0, 117.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 135.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 153.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 171.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 189.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 207.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 225.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 243.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 261.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 279.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 297.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 315.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 333.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 351.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 369.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 387.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 405.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 423.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 441.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 459.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 477.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 495.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 513.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 531.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 549.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 567.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 585.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 603.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 621.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 639.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 657.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 675.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 693.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 711.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 729.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 747.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 765.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 783.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 801.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 819.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [84.0, 837.0, 590.0, 18.0], shoonya_1sGZ60YATL0VNV, 5699418]
[paragraph, [82.0, 871.0, 594.0, 18.0], shoonya_0s70COV1STWMW6, 5699418]
[paragraph, [82.0, 889.0, 594.0, 18.0], shoonya_0s70COV1STWMW6, 5699418]
[paragraph, [82.0, 907.0, 594.0, 18.0], shoonya_0s70COV1STWMW6, 5699418]
[paragraph, [82.0, 925.0, 594.0, 18.0], shoonya_0s70COV1STWMW6, 5699418]
[paragraph, [82.0, 943.0, 594.0, 18.0], shoonya_0s70COV1STWMW6, 5699418]
