[4767, 3325]
[section-title, [1305.0, 860.0, 336.0, 93.0], 2jRdoDKBsa, 5709882]
[sub-section-title, [681.0, 1117.0, 1571.0, 73.5], pgSL4wzPVj, 5709882]
[sub-section-title, [681.0, 1190.5, 1571.0, 73.5], pgSL4wzPVj, 5709882]
[sub-section-title, [681.0, 1264.0, 1571.0, 73.5], pgSL4wzPVj, 5709882]
[paragraph, [178.0, 1404.0, 2572.0, 52.5], 273wZnsoEp, 5709882]
[paragraph, [178.0, 1456.5, 2572.0, 52.5], 273wZnsoEp, 5709882]
[paragraph, [178.0, 1509.0, 2572.0, 52.5], 273wZnsoEp, 5709882]
[paragraph, [178.0, 1561.5, 2572.0, 52.5], 273wZnsoEp, 5709882]
[paragraph, [178.0, 1614.0, 2572.0, 52.5], 273wZnsoEp, 5709882]
[paragraph, [178.0, 1666.5, 2572.0, 52.5], 273wZnsoEp, 5709882]
[paragraph, [178.0, 1719.0, 2572.0, 52.5], 273wZnsoEp, 5709882]
[paragraph, [178.0, 1771.5, 2572.0, 52.5], 273wZnsoEp, 5709882]
[paragraph, [178.0, 1824.0, 2572.0, 52.5], 273wZnsoEp, 5709882]
[paragraph, [178.0, 1876.5, 2572.0, 52.5], 273wZnsoEp, 5709882]
[paragraph, [178.0, 1929.0, 2572.0, 52.5], 273wZnsoEp, 5709882]
[paragraph, [178.0, 1981.5, 2572.0, 52.5], 273wZnsoEp, 5709882]
[paragraph, [178.0, 2034.0, 2572.0, 52.5], 273wZnsoEp, 5709882]
[paragraph, [178.0, 2086.5, 2572.0, 52.5], 273wZnsoEp, 5709882]
[paragraph, [178.0, 2139.0, 2572.0, 52.5], 273wZnsoEp, 5709882]
[paragraph, [178.0, 2191.5, 2572.0, 52.5], 273wZnsoEp, 5709882]
[paragraph, [178.0, 2256.0, 2585.0, 52.5], 28quYqRLvs, 5709882]
[paragraph, [178.0, 2308.5, 2585.0, 52.5], 28quYqRLvs, 5709882]
[paragraph, [178.0, 2361.0, 2585.0, 52.5], 28quYqRLvs, 5709882]
[paragraph, [178.0, 2413.5, 2585.0, 52.5], 28quYqRLvs, 5709882]
[paragraph, [178.0, 2466.0, 2585.0, 52.5], 28quYqRLvs, 5709882]
[paragraph, [178.0, 2518.5, 2585.0, 52.5], 28quYqRLvs, 5709882]
[paragraph, [182.0, 2622.0, 2539.0, 52.5], _YXejq-yv-, 5709882]
[paragraph, [182.0, 2674.5, 2539.0, 52.5], _YXejq-yv-, 5709882]
[paragraph, [182.0, 2727.0, 2539.0, 52.5], _YXejq-yv-, 5709882]
[paragraph, [182.0, 2779.5, 2539.0, 52.5], _YXejq-yv-, 5709882]
[paragraph, [182.0, 2832.0, 2539.0, 52.5], _YXejq-yv-, 5709882]
[paragraph, [182.0, 2884.5, 2539.0, 52.5], _YXejq-yv-, 5709882]
[paragraph, [182.0, 2937.0, 2539.0, 52.5], _YXejq-yv-, 5709882]
[paragraph, [182.0, 2989.5, 2539.0, 52.5], _YXejq-yv-, 5709882]
[paragraph, [182.0, 3042.0, 2539.0, 52.5], _YXejq-yv-, 5709882]
[paragraph, [182.0, 3094.5, 2539.0, 52.5], _YXejq-yv-, 5709882]
[paragraph, [182.0, 3147.0, 2539.0, 52.5], _YXejq-yv-, 5709882]
[paragraph, [182.0, 3199.5, 2539.0, 52.5], _YXejq-yv-, 5709882]
[paragraph, [182.0, 3252.0, 2539.0, 52.5], _YXejq-yv-, 5709882]
[paragraph, [191.0, 3341.0, 2497.0, 52.5], n9U1Hbt8LC, 5709882]
[paragraph, [191.0, 3393.5, 2497.0, 52.5], n9U1Hbt8LC, 5709882]
[paragraph, [191.0, 3446.0, 2497.0, 52.5], n9U1Hbt8LC, 5709882]
[paragraph, [191.0, 3498.5, 2497.0, 52.5], n9U1Hbt8LC, 5709882]
[paragraph, [182.0, 3590.0, 2526.0, 52.5], O5UlWW6QvH, 5709882]
[paragraph, [182.0, 3642.5, 2526.0, 52.5], O5UlWW6QvH, 5709882]
[paragraph, [182.0, 3695.0, 2526.0, 52.5], O5UlWW6QvH, 5709882]
[paragraph, [182.0, 3747.5, 2526.0, 52.5], O5UlWW6QvH, 5709882]
[paragraph, [182.0, 3800.0, 2526.0, 52.5], O5UlWW6QvH, 5709882]
[paragraph, [182.0, 3852.5, 2526.0, 52.5], O5UlWW6QvH, 5709882]
[paragraph, [182.0, 3905.0, 2526.0, 52.5], O5UlWW6QvH, 5709882]
[paragraph, [182.0, 3957.5, 2526.0, 52.5], O5UlWW6QvH, 5709882]
[paragraph, [182.0, 4010.0, 2526.0, 52.5], O5UlWW6QvH, 5709882]
[paragraph, [182.0, 4062.5, 2526.0, 52.5], O5UlWW6QvH, 5709882]
[paragraph, [182.0, 4115.0, 2526.0, 52.5], O5UlWW6QvH, 5709882]
