[1606, 1056]
[folio, [444.0, 96.0, 167.0, 36.0], RzmnKJYXLv, 5683938]
[folio, [85.0, 100.0, 266.0, 36.0], q9v7NSRAUY, 5683938]
[paragraph, [239.0, 153.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 189.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 225.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 261.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 297.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 333.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 369.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 405.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 441.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 477.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 513.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 549.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 585.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 621.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 657.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 693.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 729.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 765.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 801.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 837.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 873.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 909.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 945.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 981.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 1017.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 1053.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 1089.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 1125.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 1161.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 1197.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 1233.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 1269.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 1305.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 1341.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 1377.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 1413.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
[paragraph, [239.0, 1449.0, 575.0, 36.0], shoonya_0sQNWJBV52IOQY, 5683938]
