[2067, 1567]
[folio, [193.0, 195.0, 119.0, 36.0], hs_LsdobMH, 5735921]
[folio, [1140.0, 195.0, 234.0, 36.0], sRPVE4TQ5t, 5735921]
[paragraph, [790.0, 253.0, 580.0, 36.0], shoonya_0s1WYIK1XUQ8TY, 5735921]
[paragraph, [790.0, 289.0, 580.0, 36.0], shoonya_0s1WYIK1XUQ8TY, 5735921]
[paragraph, [790.0, 325.0, 580.0, 36.0], shoonya_0s1WYIK1XUQ8TY, 5735921]
[paragraph, [790.0, 361.0, 580.0, 36.0], shoonya_0s1WYIK1XUQ8TY, 5735921]
[paragraph, [790.0, 397.0, 580.0, 36.0], shoonya_0s1WYIK1XUQ8TY, 5735921]
[paragraph, [790.0, 433.0, 580.0, 36.0], shoonya_0s1WYIK1XUQ8TY, 5735921]
[paragraph, [790.0, 469.0, 580.0, 36.0], shoonya_0s1WYIK1XUQ8TY, 5735921]
[paragraph, [790.0, 505.0, 580.0, 36.0], shoonya_0s1WYIK1XUQ8TY, 5735921]
[paragraph, [790.0, 541.0, 580.0, 36.0], shoonya_0s1WYIK1XUQ8TY, 5735921]
[paragraph, [790.0, 577.0, 580.0, 36.0], shoonya_0s1WYIK1XUQ8TY, 5735921]
[paragraph, [790.0, 613.0, 580.0, 36.0], shoonya_0s1WYIK1XUQ8TY, 5735921]
[paragraph, [790.0, 649.0, 580.0, 36.0], shoonya_0s1WYIK1XUQ8TY, 5735921]
[paragraph, [790.0, 685.0, 580.0, 36.0], shoonya_0s1WYIK1XUQ8TY, 5735921]
[paragraph, [790.0, 721.0, 580.0, 36.0], shoonya_0s1WYIK1XUQ8TY, 5735921]
[paragraph, [451.0, 256.0, 320.0, 36.0], shoonya_10sMH3PC9IINWJ, 5735921]
[paragraph, [451.0, 292.0, 320.0, 36.0], shoonya_10sMH3PC9IINWJ, 5735921]
[paragraph, [451.0, 328.0, 320.0, 36.0], shoonya_10sMH3PC9IINWJ, 5735921]
[paragraph, [451.0, 364.0, 320.0, 36.0], shoonya_10sMH3PC9IINWJ, 5735921]
[paragraph, [451.0, 400.0, 320.0, 36.0], shoonya_10sMH3PC9IINWJ, 5735921]
[paragraph, [451.0, 436.0, 320.0, 36.0], shoonya_10sMH3PC9IINWJ, 5735921]
[paragraph, [451.0, 472.0, 320.0, 36.0], shoonya_10sMH3PC9IINWJ, 5735921]
[paragraph, [451.0, 508.0, 320.0, 36.0], shoonya_10sMH3PC9IINWJ, 5735921]
[paragraph, [451.0, 544.0, 320.0, 36.0], shoonya_10sMH3PC9IINWJ, 5735921]
[paragraph, [193.0, 604.0, 579.0, 36.0], shoonya_9s686FRZVC7JGO, 5735921]
[paragraph, [193.0, 640.0, 579.0, 36.0], shoonya_9s686FRZVC7JGO, 5735921]
[paragraph, [193.0, 676.0, 579.0, 36.0], shoonya_9s686FRZVC7JGO, 5735921]
[paragraph, [193.0, 712.0, 579.0, 36.0], shoonya_9s686FRZVC7JGO, 5735921]
[paragraph, [193.0, 748.0, 579.0, 36.0], shoonya_9s686FRZVC7JGO, 5735921]
[paragraph, [193.0, 784.0, 579.0, 36.0], shoonya_9s686FRZVC7JGO, 5735921]
[paragraph, [193.0, 820.0, 579.0, 36.0], shoonya_9s686FRZVC7JGO, 5735921]
[paragraph, [793.0, 784.0, 575.0, 36.0], shoonya_1s9YHL58T6KVH6, 5735921]
[paragraph, [793.0, 820.0, 575.0, 36.0], shoonya_1s9YHL58T6KVH6, 5735921]
[paragraph, [793.0, 856.0, 575.0, 36.0], shoonya_1s9YHL58T6KVH6, 5735921]
[paragraph, [793.0, 892.0, 575.0, 36.0], shoonya_1s9YHL58T6KVH6, 5735921]
[paragraph, [793.0, 928.0, 575.0, 36.0], shoonya_1s9YHL58T6KVH6, 5735921]
[paragraph, [793.0, 964.0, 575.0, 36.0], shoonya_1s9YHL58T6KVH6, 5735921]
[paragraph, [793.0, 1000.0, 575.0, 36.0], shoonya_1s9YHL58T6KVH6, 5735921]
[paragraph, [191.0, 876.0, 579.0, 36.0], shoonya_2sL8UWSTPPFHXY, 5735921]
[paragraph, [191.0, 912.0, 579.0, 36.0], shoonya_2sL8UWSTPPFHXY, 5735921]
[paragraph, [191.0, 948.0, 579.0, 36.0], shoonya_2sL8UWSTPPFHXY, 5735921]
[paragraph, [191.0, 984.0, 579.0, 36.0], shoonya_2sL8UWSTPPFHXY, 5735921]
[paragraph, [191.0, 1020.0, 579.0, 36.0], shoonya_2sL8UWSTPPFHXY, 5735921]
[paragraph, [191.0, 1056.0, 579.0, 36.0], shoonya_2sL8UWSTPPFHXY, 5735921]
[paragraph, [191.0, 1092.0, 579.0, 36.0], shoonya_2sL8UWSTPPFHXY, 5735921]
[paragraph, [191.0, 1128.0, 579.0, 36.0], shoonya_2sL8UWSTPPFHXY, 5735921]
[paragraph, [191.0, 1164.0, 579.0, 36.0], shoonya_2sL8UWSTPPFHXY, 5735921]
[paragraph, [191.0, 1200.0, 579.0, 36.0], shoonya_2sL8UWSTPPFHXY, 5735921]
[paragraph, [191.0, 1236.0, 579.0, 36.0], shoonya_2sL8UWSTPPFHXY, 5735921]
[paragraph, [191.0, 1272.0, 579.0, 36.0], shoonya_2sL8UWSTPPFHXY, 5735921]
[paragraph, [792.0, 1049.0, 577.0, 36.0], shoonya_5s6WH73V3FTN5Y, 5735921]
[paragraph, [792.0, 1085.0, 577.0, 36.0], shoonya_5s6WH73V3FTN5Y, 5735921]
[paragraph, [792.0, 1121.0, 577.0, 36.0], shoonya_5s6WH73V3FTN5Y, 5735921]
[paragraph, [792.0, 1157.0, 577.0, 36.0], shoonya_5s6WH73V3FTN5Y, 5735921]
[paragraph, [792.0, 1193.0, 577.0, 36.0], shoonya_5s6WH73V3FTN5Y, 5735921]
[paragraph, [792.0, 1229.0, 577.0, 36.0], shoonya_5s6WH73V3FTN5Y, 5735921]
[paragraph, [792.0, 1265.0, 577.0, 36.0], shoonya_5s6WH73V3FTN5Y, 5735921]
[paragraph, [792.0, 1301.0, 577.0, 36.0], shoonya_5s6WH73V3FTN5Y, 5735921]
[paragraph, [792.0, 1337.0, 577.0, 36.0], shoonya_5s6WH73V3FTN5Y, 5735921]
[paragraph, [792.0, 1373.0, 577.0, 36.0], shoonya_5s6WH73V3FTN5Y, 5735921]
[paragraph, [792.0, 1409.0, 577.0, 36.0], shoonya_5s6WH73V3FTN5Y, 5735921]
[paragraph, [792.0, 1445.0, 577.0, 36.0], shoonya_5s6WH73V3FTN5Y, 5735921]
[paragraph, [792.0, 1481.0, 577.0, 36.0], shoonya_5s6WH73V3FTN5Y, 5735921]
[sidebar, [1404.0, 1183.0, 146.0, 36.0], shoonya_11s7EN7CFX1SM9, 5735921]
[sidebar, [1404.0, 1219.0, 146.0, 36.0], shoonya_11s7EN7CFX1SM9, 5735921]
[paragraph, [190.0, 1316.0, 581.0, 36.0], shoonya_3sBLBMLBARNTSS, 5735921]
[paragraph, [190.0, 1352.0, 581.0, 36.0], shoonya_3sBLBMLBARNTSS, 5735921]
[paragraph, [190.0, 1388.0, 581.0, 36.0], shoonya_3sBLBMLBARNTSS, 5735921]
[paragraph, [190.0, 1424.0, 581.0, 36.0], shoonya_3sBLBMLBARNTSS, 5735921]
[paragraph, [190.0, 1460.0, 581.0, 36.0], shoonya_3sBLBMLBARNTSS, 5735921]
[paragraph, [190.0, 1496.0, 581.0, 36.0], shoonya_3sBLBMLBARNTSS, 5735921]
[paragraph, [190.0, 1532.0, 581.0, 36.0], shoonya_3sBLBMLBARNTSS, 5735921]
[paragraph, [190.0, 1568.0, 581.0, 36.0], shoonya_3sBLBMLBARNTSS, 5735921]
[paragraph, [190.0, 1604.0, 581.0, 36.0], shoonya_3sBLBMLBARNTSS, 5735921]
[paragraph, [190.0, 1640.0, 581.0, 36.0], shoonya_3sBLBMLBARNTSS, 5735921]
[paragraph, [190.0, 1676.0, 581.0, 36.0], shoonya_3sBLBMLBARNTSS, 5735921]
[paragraph, [190.0, 1712.0, 581.0, 36.0], shoonya_3sBLBMLBARNTSS, 5735921]
[paragraph, [190.0, 1748.0, 581.0, 36.0], shoonya_3sBLBMLBARNTSS, 5735921]
[paragraph, [794.0, 1538.0, 579.0, 36.0], shoonya_7sZ6BLFW7GRAII, 5735921]
[paragraph, [794.0, 1574.0, 579.0, 36.0], shoonya_7sZ6BLFW7GRAII, 5735921]
[paragraph, [794.0, 1610.0, 579.0, 36.0], shoonya_7sZ6BLFW7GRAII, 5735921]
[paragraph, [794.0, 1646.0, 579.0, 36.0], shoonya_7sZ6BLFW7GRAII, 5735921]
[paragraph, [800.0, 1718.0, 570.0, 36.0], shoonya_6sT3EWSPS5AB41, 5735921]
[paragraph, [800.0, 1754.0, 570.0, 36.0], shoonya_6sT3EWSPS5AB41, 5735921]
[folio, [197.0, 1822.0, 224.0, 36.0], Q9b4p3_04p, 5735921]
