[2175, 1462]
[folio, [153.0, 133.0, 193.0, 36.0], C8zQJlma4T, 5655149]
[paragraph, [149.0, 238.0, 1203.0, 36.0], shoonya_1s6SIRXUV6G8R6, 5655149]
[paragraph, [149.0, 274.0, 1203.0, 36.0], shoonya_1s6SIRXUV6G8R6, 5655149]
[paragraph, [149.0, 310.0, 1203.0, 36.0], shoonya_1s6SIRXUV6G8R6, 5655149]
[paragraph, [149.0, 346.0, 1203.0, 36.0], shoonya_1s6SIRXUV6G8R6, 5655149]
[paragraph, [149.0, 382.0, 1203.0, 36.0], shoonya_1s6SIRXUV6G8R6, 5655149]
[paragraph, [149.0, 418.0, 1203.0, 36.0], shoonya_1s6SIRXUV6G8R6, 5655149]
[paragraph, [149.0, 454.0, 1203.0, 36.0], shoonya_1s6SIRXUV6G8R6, 5655149]
[paragraph, [149.0, 490.0, 1203.0, 36.0], shoonya_1s6SIRXUV6G8R6, 5655149]
[paragraph, [149.0, 526.0, 1203.0, 36.0], shoonya_1s6SIRXUV6G8R6, 5655149]
[paragraph, [149.0, 562.0, 1203.0, 36.0], shoonya_1s6SIRXUV6G8R6, 5655149]
[paragraph, [149.0, 598.0, 1203.0, 36.0], shoonya_1s6SIRXUV6G8R6, 5655149]
[paragraph, [149.0, 634.0, 1203.0, 36.0], shoonya_1s6SIRXUV6G8R6, 5655149]
[paragraph, [149.0, 670.0, 1203.0, 36.0], shoonya_1s6SIRXUV6G8R6, 5655149]
[paragraph, [149.0, 706.0, 1203.0, 36.0], shoonya_1s6SIRXUV6G8R6, 5655149]
[paragraph, [149.0, 742.0, 1203.0, 36.0], shoonya_1s6SIRXUV6G8R6, 5655149]
[paragraph, [149.0, 778.0, 1203.0, 36.0], shoonya_1s6SIRXUV6G8R6, 5655149]
[paragraph, [155.0, 864.0, 1193.0, 36.0], shoonya_0sLTUWLURWPIPN, 5655149]
[paragraph, [155.0, 900.0, 1193.0, 36.0], shoonya_0sLTUWLURWPIPN, 5655149]
[paragraph, [155.0, 936.0, 1193.0, 36.0], shoonya_0sLTUWLURWPIPN, 5655149]
[paragraph, [155.0, 972.0, 1193.0, 36.0], shoonya_0sLTUWLURWPIPN, 5655149]
[paragraph, [155.0, 1008.0, 1193.0, 36.0], shoonya_0sLTUWLURWPIPN, 5655149]
[paragraph, [155.0, 1044.0, 1193.0, 36.0], shoonya_0sLTUWLURWPIPN, 5655149]
[paragraph, [155.0, 1080.0, 1193.0, 36.0], shoonya_0sLTUWLURWPIPN, 5655149]
[paragraph, [155.0, 1116.0, 1193.0, 36.0], shoonya_0sLTUWLURWPIPN, 5655149]
[paragraph, [155.0, 1152.0, 1193.0, 36.0], shoonya_0sLTUWLURWPIPN, 5655149]
[paragraph, [155.0, 1188.0, 1193.0, 36.0], shoonya_0sLTUWLURWPIPN, 5655149]
[paragraph, [155.0, 1224.0, 1193.0, 36.0], shoonya_0sLTUWLURWPIPN, 5655149]
[paragraph, [155.0, 1260.0, 1193.0, 36.0], shoonya_0sLTUWLURWPIPN, 5655149]
[paragraph, [155.0, 1338.0, 1189.0, 36.0], shoonya_5sAFS778VCW17I, 5655149]
[paragraph, [155.0, 1374.0, 1189.0, 36.0], shoonya_5sAFS778VCW17I, 5655149]
[paragraph, [155.0, 1410.0, 1189.0, 36.0], shoonya_5sAFS778VCW17I, 5655149]
[paragraph, [155.0, 1446.0, 1189.0, 36.0], shoonya_5sAFS778VCW17I, 5655149]
[paragraph, [236.0, 1494.0, 639.0, 36.0], shoonya_6sZZO3OU5H1F60, 5655149]
[paragraph, [236.0, 1530.0, 639.0, 36.0], shoonya_6sZZO3OU5H1F60, 5655149]
[paragraph, [236.0, 1566.0, 639.0, 36.0], shoonya_6sZZO3OU5H1F60, 5655149]
[paragraph, [148.0, 1635.0, 1200.0, 36.0], shoonya_2s5WTIYJHJINV6, 5655149]
[paragraph, [148.0, 1671.0, 1200.0, 36.0], shoonya_2s5WTIYJHJINV6, 5655149]
[paragraph, [148.0, 1707.0, 1200.0, 36.0], shoonya_2s5WTIYJHJINV6, 5655149]
[paragraph, [148.0, 1743.0, 1200.0, 36.0], shoonya_2s5WTIYJHJINV6, 5655149]
[paragraph, [148.0, 1779.0, 1200.0, 36.0], shoonya_2s5WTIYJHJINV6, 5655149]
[paragraph, [148.0, 1815.0, 1200.0, 36.0], shoonya_2s5WTIYJHJINV6, 5655149]
[paragraph, [148.0, 1851.0, 1200.0, 36.0], shoonya_2s5WTIYJHJINV6, 5655149]
[paragraph, [148.0, 1887.0, 1200.0, 36.0], shoonya_2s5WTIYJHJINV6, 5655149]
[reference, [171.0, 1993.0, 626.0, 36.0], shoonya_4sPWQEXO6LH7ZI, 5655149]
