[1320, 1176]
[section-title, [270.0, 99.0, 603.0, 30.0], shoonya_0sUUQYUJE7MET1, 5694666]
[section-title, [270.0, 129.0, 603.0, 30.0], shoonya_0sUUQYUJE7MET1, 5694666]
[section-title, [270.0, 159.0, 603.0, 30.0], shoonya_0sUUQYUJE7MET1, 5694666]
[section-title, [270.0, 189.0, 603.0, 30.0], shoonya_0sUUQYUJE7MET1, 5694666]
[section-title, [270.0, 219.0, 603.0, 30.0], shoonya_0sUUQYUJE7MET1, 5694666]
[section-title, [270.0, 249.0, 603.0, 30.0], shoonya_0sUUQYUJE7MET1, 5694666]
[section-title, [270.0, 279.0, 603.0, 30.0], shoonya_0sUUQYUJE7MET1, 5694666]
[author, [210.0, 334.0, 750.0, 18.0], aLHMJxC-97, 5694666]
[author, [210.0, 352.0, 750.0, 18.0], aLHMJxC-97, 5694666]
[contact-info, [117.0, 397.0, 896.0, 18.0], fFbtzKIWvV, 5694666]
[answer, [177.0, 546.0, 891.0, 18.0], shoonya_5sGRFU0QDW9TAX, 5694666]
[answer, [177.0, 564.0, 891.0, 18.0], shoonya_5sGRFU0QDW9TAX, 5694666]
[answer, [177.0, 582.0, 891.0, 18.0], shoonya_5sGRFU0QDW9TAX, 5694666]
[answer, [177.0, 600.0, 891.0, 18.0], shoonya_5sGRFU0QDW9TAX, 5694666]
[answer, [177.0, 618.0, 891.0, 18.0], shoonya_5sGRFU0QDW9TAX, 5694666]
[answer, [177.0, 636.0, 891.0, 18.0], shoonya_5sGRFU0QDW9TAX, 5694666]
[answer, [177.0, 654.0, 891.0, 18.0], shoonya_5sGRFU0QDW9TAX, 5694666]
[answer, [177.0, 672.0, 891.0, 18.0], shoonya_5sGRFU0QDW9TAX, 5694666]
[answer, [177.0, 690.0, 891.0, 18.0], shoonya_5sGRFU0QDW9TAX, 5694666]
[answer, [177.0, 708.0, 891.0, 18.0], shoonya_5sGRFU0QDW9TAX, 5694666]
[answer, [177.0, 726.0, 891.0, 18.0], shoonya_5sGRFU0QDW9TAX, 5694666]
[answer, [177.0, 744.0, 891.0, 18.0], shoonya_5sGRFU0QDW9TAX, 5694666]
[answer, [177.0, 762.0, 891.0, 18.0], shoonya_5sGRFU0QDW9TAX, 5694666]
[answer, [177.0, 780.0, 891.0, 18.0], shoonya_5sGRFU0QDW9TAX, 5694666]
[answer, [177.0, 798.0, 891.0, 18.0], shoonya_5sGRFU0QDW9TAX, 5694666]
[answer, [183.0, 830.0, 884.0, 18.0], shoonya_2s93SRLMEUVOFB, 5694666]
[answer, [183.0, 848.0, 884.0, 18.0], shoonya_2s93SRLMEUVOFB, 5694666]
[answer, [183.0, 866.0, 884.0, 18.0], shoonya_2s93SRLMEUVOFB, 5694666]
[answer, [183.0, 884.0, 884.0, 18.0], shoonya_2s93SRLMEUVOFB, 5694666]
[answer, [183.0, 902.0, 884.0, 18.0], shoonya_2s93SRLMEUVOFB, 5694666]
[answer, [179.0, 927.0, 888.0, 18.0], shoonya_1sVUQ91QSKG9PF, 5694666]
[answer, [179.0, 945.0, 888.0, 18.0], shoonya_1sVUQ91QSKG9PF, 5694666]
[answer, [179.0, 963.0, 888.0, 18.0], shoonya_1sVUQ91QSKG9PF, 5694666]
[answer, [179.0, 981.0, 888.0, 18.0], shoonya_1sVUQ91QSKG9PF, 5694666]
[answer, [179.0, 999.0, 888.0, 18.0], shoonya_1sVUQ91QSKG9PF, 5694666]
[answer, [179.0, 1017.0, 888.0, 18.0], shoonya_1sVUQ91QSKG9PF, 5694666]
[answer, [179.0, 1035.0, 888.0, 18.0], shoonya_1sVUQ91QSKG9PF, 5694666]
[answer, [179.0, 1053.0, 888.0, 18.0], shoonya_1sVUQ91QSKG9PF, 5694666]
[answer, [179.0, 1071.0, 888.0, 18.0], shoonya_1sVUQ91QSKG9PF, 5694666]
[answer, [179.0, 1089.0, 888.0, 18.0], shoonya_1sVUQ91QSKG9PF, 5694666]
[answer, [179.0, 1116.0, 886.0, 18.0], shoonya_4s30C6AGBUZIHM, 5694666]
[answer, [179.0, 1134.0, 886.0, 18.0], shoonya_4s30C6AGBUZIHM, 5694666]
[answer, [179.0, 1152.0, 886.0, 18.0], shoonya_4s30C6AGBUZIHM, 5694666]
[answer, [179.0, 1170.0, 886.0, 18.0], shoonya_4s30C6AGBUZIHM, 5694666]
[answer, [179.0, 1188.0, 886.0, 18.0], shoonya_4s30C6AGBUZIHM, 5694666]
[answer, [179.0, 1206.0, 886.0, 18.0], shoonya_4s30C6AGBUZIHM, 5694666]
