[1255, 857]
[chapter-title, [334.0, 35.0, 270.0, 30.0], shoonya_0s2CDNG9ZSG2RS, 5776681]
[paragraph, [136.0, 79.0, 641.0, 18.0], 6BJVdzFzYm, 5776681]
[paragraph, [136.0, 97.0, 641.0, 18.0], 6BJVdzFzYm, 5776681]
[paragraph, [136.0, 115.0, 641.0, 18.0], 6BJVdzFzYm, 5776681]
[paragraph, [136.0, 133.0, 641.0, 18.0], 6BJVdzFzYm, 5776681]
[paragraph, [137.0, 163.0, 649.0, 18.0], sBZWglACZJ, 5776681]
[paragraph, [137.0, 181.0, 649.0, 18.0], sBZWglACZJ, 5776681]
[paragraph, [137.0, 199.0, 649.0, 18.0], sBZWglACZJ, 5776681]
[paragraph, [137.0, 217.0, 649.0, 18.0], sBZWglACZJ, 5776681]
[paragraph, [137.0, 235.0, 649.0, 18.0], sBZWglACZJ, 5776681]
[paragraph, [137.0, 253.0, 649.0, 18.0], sBZWglACZJ, 5776681]
[paragraph, [137.0, 271.0, 649.0, 18.0], sBZWglACZJ, 5776681]
[paragraph, [137.0, 289.0, 649.0, 18.0], sBZWglACZJ, 5776681]
[paragraph, [137.0, 311.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 329.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 347.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 365.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 383.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 401.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 419.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 437.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 455.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 473.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 491.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 509.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 527.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 545.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 563.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 581.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 599.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 617.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 635.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 653.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 671.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 689.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 707.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 725.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 743.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 761.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 779.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 797.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 815.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 833.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 851.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 869.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 887.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 905.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 923.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 941.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [137.0, 959.0, 653.0, 18.0], xTD4azmUXn, 5776681]
[paragraph, [139.0, 981.0, 651.0, 18.0], bfvtNWJl_x, 5776681]
[paragraph, [139.0, 999.0, 651.0, 18.0], bfvtNWJl_x, 5776681]
[paragraph, [139.0, 1017.0, 651.0, 18.0], bfvtNWJl_x, 5776681]
[paragraph, [139.0, 1035.0, 651.0, 18.0], bfvtNWJl_x, 5776681]
[paragraph, [139.0, 1053.0, 651.0, 18.0], bfvtNWJl_x, 5776681]
[paragraph, [139.0, 1071.0, 651.0, 18.0], bfvtNWJl_x, 5776681]
