[1571, 1128]
[headline, [94.0, 188.0, 561.0, 37.5], kn5zezdO2w, 6472599]
[headline, [94.0, 225.5, 561.0, 37.5], kn5zezdO2w, 6472599]
[headline, [94.0, 263.0, 561.0, 37.5], kn5zezdO2w, 6472599]
[author, [102.0, 345.0, 202.0, 36.0], N-oP3qof5e, 6472599]
[paragraph, [92.0, 418.0, 443.0, 36.0], LHIfr4-uQS, 6472599]
[paragraph, [92.0, 454.0, 443.0, 36.0], LHIfr4-uQS, 6472599]
[paragraph, [92.0, 490.0, 443.0, 36.0], LHIfr4-uQS, 6472599]
[paragraph, [92.0, 526.0, 443.0, 36.0], LHIfr4-uQS, 6472599]
[paragraph, [92.0, 562.0, 443.0, 36.0], LHIfr4-uQS, 6472599]
[paragraph, [92.0, 598.0, 443.0, 36.0], LHIfr4-uQS, 6472599]
[paragraph, [92.0, 634.0, 443.0, 36.0], LHIfr4-uQS, 6472599]
[paragraph, [550.0, 418.0, 447.0, 36.0], FzeBHTwhmQ, 6472599]
[paragraph, [550.0, 454.0, 447.0, 36.0], FzeBHTwhmQ, 6472599]
[paragraph, [553.0, 497.0, 446.0, 36.0], QFRcxPweoB, 6472599]
[paragraph, [553.0, 533.0, 446.0, 36.0], QFRcxPweoB, 6472599]
[paragraph, [553.0, 569.0, 446.0, 36.0], QFRcxPweoB, 6472599]
[paragraph, [553.0, 605.0, 446.0, 36.0], QFRcxPweoB, 6472599]
[paragraph, [553.0, 641.0, 446.0, 36.0], QFRcxPweoB, 6472599]
[paragraph, [553.0, 677.0, 446.0, 36.0], QFRcxPweoB, 6472599]
[paragraph, [553.0, 713.0, 446.0, 36.0], QFRcxPweoB, 6472599]
[paragraph, [553.0, 749.0, 446.0, 36.0], QFRcxPweoB, 6472599]
[paragraph, [553.0, 785.0, 446.0, 36.0], QFRcxPweoB, 6472599]
[paragraph, [553.0, 821.0, 446.0, 36.0], QFRcxPweoB, 6472599]
[paragraph, [553.0, 857.0, 446.0, 36.0], QFRcxPweoB, 6472599]
[paragraph, [553.0, 893.0, 446.0, 36.0], QFRcxPweoB, 6472599]
[paragraph, [553.0, 929.0, 446.0, 36.0], QFRcxPweoB, 6472599]
[paragraph, [553.0, 965.0, 446.0, 36.0], QFRcxPweoB, 6472599]
[paragraph, [553.0, 1001.0, 446.0, 36.0], QFRcxPweoB, 6472599]
[paragraph, [92.0, 674.0, 446.0, 36.0], 5IrAa6GrMO, 6472599]
[paragraph, [92.0, 710.0, 446.0, 36.0], 5IrAa6GrMO, 6472599]
[paragraph, [92.0, 746.0, 446.0, 36.0], 5IrAa6GrMO, 6472599]
[paragraph, [92.0, 782.0, 446.0, 36.0], 5IrAa6GrMO, 6472599]
[paragraph, [92.0, 818.0, 446.0, 36.0], 5IrAa6GrMO, 6472599]
[paragraph, [92.0, 854.0, 446.0, 36.0], 5IrAa6GrMO, 6472599]
[paragraph, [92.0, 890.0, 446.0, 36.0], 5IrAa6GrMO, 6472599]
[paragraph, [92.0, 926.0, 446.0, 36.0], 5IrAa6GrMO, 6472599]
[paragraph, [92.0, 962.0, 446.0, 36.0], 5IrAa6GrMO, 6472599]
[paragraph, [92.0, 998.0, 446.0, 36.0], 5IrAa6GrMO, 6472599]
[paragraph, [92.0, 1034.0, 446.0, 36.0], 5IrAa6GrMO, 6472599]
[paragraph, [92.0, 1070.0, 446.0, 36.0], 5IrAa6GrMO, 6472599]
[paragraph, [92.0, 1106.0, 446.0, 36.0], 5IrAa6GrMO, 6472599]
[paragraph, [92.0, 1142.0, 446.0, 36.0], 5IrAa6GrMO, 6472599]
[paragraph, [552.0, 1046.0, 444.0, 36.0], shoonya_0sSVWVQ3SATIFQ, 6472599]
[paragraph, [552.0, 1082.0, 444.0, 36.0], shoonya_0sSVWVQ3SATIFQ, 6472599]
[paragraph, [552.0, 1118.0, 444.0, 36.0], shoonya_0sSVWVQ3SATIFQ, 6472599]
[paragraph, [552.0, 1154.0, 444.0, 36.0], shoonya_0sSVWVQ3SATIFQ, 6472599]
[paragraph, [552.0, 1190.0, 444.0, 36.0], shoonya_0sSVWVQ3SATIFQ, 6472599]
[paragraph, [552.0, 1226.0, 444.0, 36.0], shoonya_0sSVWVQ3SATIFQ, 6472599]
[paragraph, [552.0, 1262.0, 444.0, 36.0], shoonya_0sSVWVQ3SATIFQ, 6472599]
[paragraph, [552.0, 1298.0, 444.0, 36.0], shoonya_0sSVWVQ3SATIFQ, 6472599]
[paragraph, [552.0, 1334.0, 444.0, 36.0], shoonya_0sSVWVQ3SATIFQ, 6472599]
[paragraph, [552.0, 1370.0, 444.0, 36.0], shoonya_0sSVWVQ3SATIFQ, 6472599]
[paragraph, [552.0, 1406.0, 444.0, 36.0], shoonya_0sSVWVQ3SATIFQ, 6472599]
[sidebar, [90.0, 1252.0, 450.0, 36.0], -n4KXGUeF_, 6472599]
[sidebar, [90.0, 1288.0, 450.0, 36.0], -n4KXGUeF_, 6472599]
[sidebar, [90.0, 1324.0, 450.0, 36.0], -n4KXGUeF_, 6472599]
[sidebar, [90.0, 1360.0, 450.0, 36.0], -n4KXGUeF_, 6472599]
[sidebar, [90.0, 1396.0, 450.0, 36.0], -n4KXGUeF_, 6472599]
