[2334, 1650]
[paragraph, [187.0, 164.0, 1194.0, 36.0], shoonya_1sQ6H617TK2BME, 5652481]
[paragraph, [187.0, 200.0, 1194.0, 36.0], shoonya_1sQ6H617TK2BME, 5652481]
[paragraph, [187.0, 236.0, 1194.0, 36.0], shoonya_1sQ6H617TK2BME, 5652481]
[paragraph, [187.0, 272.0, 1194.0, 36.0], shoonya_1sQ6H617TK2BME, 5652481]
[paragraph, [187.0, 308.0, 1194.0, 36.0], shoonya_1sQ6H617TK2BME, 5652481]
[paragraph, [187.0, 344.0, 1194.0, 36.0], shoonya_1sQ6H617TK2BME, 5652481]
[paragraph, [187.0, 380.0, 1194.0, 36.0], shoonya_1sQ6H617TK2BME, 5652481]
[paragraph, [187.0, 416.0, 1194.0, 36.0], shoonya_1sQ6H617TK2BME, 5652481]
[paragraph, [187.0, 452.0, 1194.0, 36.0], shoonya_1sQ6H617TK2BME, 5652481]
[paragraph, [187.0, 488.0, 1194.0, 36.0], shoonya_1sQ6H617TK2BME, 5652481]
[paragraph, [187.0, 524.0, 1194.0, 36.0], shoonya_1sQ6H617TK2BME, 5652481]
[paragraph, [187.0, 560.0, 1194.0, 36.0], shoonya_1sQ6H617TK2BME, 5652481]
[paragraph, [187.0, 596.0, 1194.0, 36.0], shoonya_1sQ6H617TK2BME, 5652481]
[paragraph, [187.0, 632.0, 1194.0, 36.0], shoonya_1sQ6H617TK2BME, 5652481]
[paragraph, [187.0, 668.0, 1194.0, 36.0], shoonya_1sQ6H617TK2BME, 5652481]
[paragraph, [187.0, 704.0, 1194.0, 36.0], shoonya_1sQ6H617TK2BME, 5652481]
[paragraph, [187.0, 740.0, 1194.0, 36.0], shoonya_1sQ6H617TK2BME, 5652481]
[paragraph, [178.0, 795.0, 1202.0, 36.0], shoonya_0sEWGKSGV647HY, 5652481]
[paragraph, [178.0, 831.0, 1202.0, 36.0], shoonya_0sEWGKSGV647HY, 5652481]
[paragraph, [178.0, 867.0, 1202.0, 36.0], shoonya_0sEWGKSGV647HY, 5652481]
[paragraph, [178.0, 903.0, 1202.0, 36.0], shoonya_0sEWGKSGV647HY, 5652481]
[paragraph, [178.0, 939.0, 1202.0, 36.0], shoonya_0sEWGKSGV647HY, 5652481]
[paragraph, [178.0, 975.0, 1202.0, 36.0], shoonya_0sEWGKSGV647HY, 5652481]
[paragraph, [178.0, 1011.0, 1202.0, 36.0], shoonya_0sEWGKSGV647HY, 5652481]
[paragraph, [178.0, 1047.0, 1202.0, 36.0], shoonya_0sEWGKSGV647HY, 5652481]
[paragraph, [178.0, 1083.0, 1202.0, 36.0], shoonya_0sEWGKSGV647HY, 5652481]
[paragraph, [186.0, 1142.0, 1189.0, 36.0], shoonya_2sOA6AQ6QY8BGB, 5652481]
[paragraph, [186.0, 1178.0, 1189.0, 36.0], shoonya_2sOA6AQ6QY8BGB, 5652481]
[paragraph, [186.0, 1214.0, 1189.0, 36.0], shoonya_2sOA6AQ6QY8BGB, 5652481]
[paragraph, [186.0, 1250.0, 1189.0, 36.0], shoonya_2sOA6AQ6QY8BGB, 5652481]
[paragraph, [186.0, 1286.0, 1189.0, 36.0], shoonya_2sOA6AQ6QY8BGB, 5652481]
[paragraph, [186.0, 1322.0, 1189.0, 36.0], shoonya_2sOA6AQ6QY8BGB, 5652481]
[paragraph, [186.0, 1358.0, 1189.0, 36.0], shoonya_2sOA6AQ6QY8BGB, 5652481]
[paragraph, [186.0, 1394.0, 1189.0, 36.0], shoonya_2sOA6AQ6QY8BGB, 5652481]
[paragraph, [186.0, 1430.0, 1189.0, 36.0], shoonya_2sOA6AQ6QY8BGB, 5652481]
[paragraph, [186.0, 1466.0, 1189.0, 36.0], shoonya_2sOA6AQ6QY8BGB, 5652481]
[paragraph, [186.0, 1502.0, 1189.0, 36.0], shoonya_2sOA6AQ6QY8BGB, 5652481]
[paragraph, [186.0, 1538.0, 1189.0, 36.0], shoonya_2sOA6AQ6QY8BGB, 5652481]
[paragraph, [186.0, 1574.0, 1189.0, 36.0], shoonya_2sOA6AQ6QY8BGB, 5652481]
[paragraph, [186.0, 1610.0, 1189.0, 36.0], shoonya_2sOA6AQ6QY8BGB, 5652481]
[paragraph, [186.0, 1646.0, 1189.0, 36.0], shoonya_2sOA6AQ6QY8BGB, 5652481]
[paragraph, [190.0, 1709.0, 1189.0, 36.0], shoonya_3sT9RTCQE4NYYP, 5652481]
[paragraph, [190.0, 1745.0, 1189.0, 36.0], shoonya_3sT9RTCQE4NYYP, 5652481]
[paragraph, [190.0, 1781.0, 1189.0, 36.0], shoonya_3sT9RTCQE4NYYP, 5652481]
[paragraph, [190.0, 1817.0, 1189.0, 36.0], shoonya_3sT9RTCQE4NYYP, 5652481]
[paragraph, [190.0, 1853.0, 1189.0, 36.0], shoonya_3sT9RTCQE4NYYP, 5652481]
[paragraph, [190.0, 1889.0, 1189.0, 36.0], shoonya_3sT9RTCQE4NYYP, 5652481]
[paragraph, [190.0, 1925.0, 1189.0, 36.0], shoonya_3sT9RTCQE4NYYP, 5652481]
[paragraph, [190.0, 1961.0, 1189.0, 36.0], shoonya_3sT9RTCQE4NYYP, 5652481]
[paragraph, [190.0, 1997.0, 1189.0, 36.0], shoonya_3sT9RTCQE4NYYP, 5652481]
[folio, [1170.0, 2109.0, 136.0, 36.0], shoonya_5sYQMZCFARX9U3, 5652481]
