[1818, 1374]
[folio, [481.0, 108.0, 407.0, 36.0], shoonya_1sREMX5USHBRKN, 5681914]
[paragraph, [700.0, 176.0, 568.0, 36.0], weIhSenvBt, 5681914]
[paragraph, [700.0, 212.0, 568.0, 36.0], weIhSenvBt, 5681914]
[paragraph, [700.0, 248.0, 568.0, 36.0], weIhSenvBt, 5681914]
[paragraph, [700.0, 284.0, 568.0, 36.0], weIhSenvBt, 5681914]
[paragraph, [700.0, 320.0, 568.0, 36.0], weIhSenvBt, 5681914]
[paragraph, [700.0, 356.0, 568.0, 36.0], weIhSenvBt, 5681914]
[paragraph, [700.0, 392.0, 568.0, 36.0], weIhSenvBt, 5681914]
[paragraph, [700.0, 428.0, 568.0, 36.0], weIhSenvBt, 5681914]
[paragraph, [700.0, 464.0, 568.0, 36.0], weIhSenvBt, 5681914]
[paragraph, [700.0, 500.0, 568.0, 36.0], weIhSenvBt, 5681914]
[paragraph, [106.0, 182.0, 568.0, 36.0], shoonya_3sPX9DVZ52YYFZ, 5681914]
[paragraph, [106.0, 218.0, 568.0, 36.0], shoonya_3sPX9DVZ52YYFZ, 5681914]
[paragraph, [106.0, 254.0, 568.0, 36.0], shoonya_3sPX9DVZ52YYFZ, 5681914]
[paragraph, [106.0, 290.0, 568.0, 36.0], shoonya_3sPX9DVZ52YYFZ, 5681914]
[paragraph, [106.0, 326.0, 568.0, 36.0], shoonya_3sPX9DVZ52YYFZ, 5681914]
[paragraph, [106.0, 362.0, 568.0, 36.0], shoonya_3sPX9DVZ52YYFZ, 5681914]
[paragraph, [106.0, 398.0, 568.0, 36.0], shoonya_3sPX9DVZ52YYFZ, 5681914]
[paragraph, [106.0, 434.0, 568.0, 36.0], shoonya_3sPX9DVZ52YYFZ, 5681914]
[paragraph, [106.0, 470.0, 568.0, 36.0], shoonya_3sPX9DVZ52YYFZ, 5681914]
[paragraph, [106.0, 506.0, 568.0, 36.0], shoonya_3sPX9DVZ52YYFZ, 5681914]
[paragraph, [147.0, 607.0, 233.0, 36.0], RtdVK3DaBd, 5681914]
[paragraph, [699.0, 609.0, 571.0, 36.0], T6GBpKqe3N, 5681914]
[paragraph, [699.0, 645.0, 571.0, 36.0], T6GBpKqe3N, 5681914]
[paragraph, [699.0, 681.0, 571.0, 36.0], T6GBpKqe3N, 5681914]
[paragraph, [699.0, 717.0, 571.0, 36.0], T6GBpKqe3N, 5681914]
[paragraph, [699.0, 753.0, 571.0, 36.0], T6GBpKqe3N, 5681914]
[paragraph, [699.0, 789.0, 571.0, 36.0], T6GBpKqe3N, 5681914]
[paragraph, [699.0, 825.0, 571.0, 36.0], T6GBpKqe3N, 5681914]
[paragraph, [699.0, 861.0, 571.0, 36.0], T6GBpKqe3N, 5681914]
[paragraph, [699.0, 897.0, 571.0, 36.0], T6GBpKqe3N, 5681914]
[paragraph, [699.0, 933.0, 571.0, 36.0], T6GBpKqe3N, 5681914]
[paragraph, [108.0, 696.0, 570.0, 36.0], mQ_oQ2cIC2, 5681914]
[paragraph, [108.0, 732.0, 570.0, 36.0], mQ_oQ2cIC2, 5681914]
[paragraph, [108.0, 768.0, 570.0, 36.0], mQ_oQ2cIC2, 5681914]
[paragraph, [108.0, 804.0, 570.0, 36.0], mQ_oQ2cIC2, 5681914]
[paragraph, [108.0, 840.0, 570.0, 36.0], mQ_oQ2cIC2, 5681914]
[paragraph, [108.0, 876.0, 570.0, 36.0], mQ_oQ2cIC2, 5681914]
[paragraph, [108.0, 912.0, 570.0, 36.0], mQ_oQ2cIC2, 5681914]
[paragraph, [108.0, 948.0, 570.0, 36.0], mQ_oQ2cIC2, 5681914]
[paragraph, [108.0, 984.0, 570.0, 36.0], mQ_oQ2cIC2, 5681914]
[paragraph, [108.0, 1020.0, 570.0, 36.0], mQ_oQ2cIC2, 5681914]
[paragraph, [108.0, 1056.0, 570.0, 36.0], mQ_oQ2cIC2, 5681914]
[paragraph, [108.0, 1092.0, 570.0, 36.0], mQ_oQ2cIC2, 5681914]
[paragraph, [108.0, 1128.0, 570.0, 36.0], mQ_oQ2cIC2, 5681914]
[paragraph, [108.0, 1164.0, 570.0, 36.0], mQ_oQ2cIC2, 5681914]
[paragraph, [108.0, 1200.0, 570.0, 36.0], mQ_oQ2cIC2, 5681914]
[paragraph, [108.0, 1236.0, 570.0, 36.0], mQ_oQ2cIC2, 5681914]
[paragraph, [740.0, 992.0, 350.0, 36.0], W1z63FGW0S, 5681914]
[paragraph, [697.0, 1035.0, 575.0, 36.0], fZCXSG-STh, 5681914]
[paragraph, [697.0, 1071.0, 575.0, 36.0], fZCXSG-STh, 5681914]
[paragraph, [697.0, 1107.0, 575.0, 36.0], fZCXSG-STh, 5681914]
[paragraph, [697.0, 1143.0, 575.0, 36.0], fZCXSG-STh, 5681914]
[paragraph, [697.0, 1179.0, 575.0, 36.0], fZCXSG-STh, 5681914]
[paragraph, [697.0, 1215.0, 575.0, 36.0], fZCXSG-STh, 5681914]
[paragraph, [697.0, 1251.0, 575.0, 36.0], fZCXSG-STh, 5681914]
[paragraph, [697.0, 1287.0, 575.0, 36.0], fZCXSG-STh, 5681914]
